,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,82.41,689.35,0.0,200,69
1,crps,crps,58.45,485.06,0.0,200,69
2,crps,dss,-76.08,-633.23,0.0,200,69
3,crps,is1,660.25,5296.01,0.0,200,69
4,dss,sse,84.18,706.66,0.0,200,69
5,dss,crps,56.88,474.22,0.0,200,69
6,dss,dss,-105.26,-575.22,0.0,200,69
7,dss,is1,653.55,5242.86,0.0,200,69
8,is1,sse,77.52,731.3,0.0,200,69
9,is1,crps,56.94,506.99,0.0,200,69
10,is1,dss,-53.5,-222.91,0.0,200,69
11,is1,is1,653.77,5275.63,0.0,200,69
12,sse,sse,86.71,813.24,0.0,200,69
13,sse,crps,60.51,529.65,0.0,200,69
14,sse,dss,-38.07,48.52,0.0,200,69
15,sse,is1,657.13,5224.98,0.0,200,69
16,crps,sse,96.15,707.92,0.1,200,69
17,crps,crps,63.8,482.3,0.1,200,69
18,crps,dss,48.22,325.28,0.1,200,69
19,crps,is1,672.82,5231.23,0.1,200,69
20,dss,sse,85.42,696.85,0.1,200,69
21,dss,crps,57.92,464.56,0.1,200,69
22,dss,dss,-96.17,-669.74,0.1,200,69
23,dss,is1,659.42,5216.11,0.1,200,69
24,is1,sse,84.34,785.27,0.1,200,69
25,is1,crps,60.65,515.73,0.1,200,69
26,is1,dss,9.39,559.69,0.1,200,69
27,is1,is1,665.73,5208.01,0.1,200,69
28,sse,sse,95.92,806.32,0.1,200,69
29,sse,crps,64.06,521.31,0.1,200,69
30,sse,dss,43.67,459.02,0.1,200,69
31,sse,is1,667.27,5216.83,0.1,200,69
32,crps,sse,220.24,1659.59,0.3,200,69
33,crps,crps,109.4,837.63,0.3,200,69
34,crps,dss,195.57,1615.13,0.3,200,69
35,crps,is1,756.8,6045.52,0.3,200,69
36,dss,sse,88.51,681.66,0.3,200,69
37,dss,crps,59.22,457.42,0.3,200,69
38,dss,dss,-82.51,-846.92,0.3,200,69
39,dss,is1,666.17,5166.6,0.3,200,69
40,is1,sse,220.24,1659.59,0.3,200,69
41,is1,crps,109.4,837.63,0.3,200,69
42,is1,dss,195.57,1615.13,0.3,200,69
43,is1,is1,756.8,6045.52,0.3,200,69
44,sse,sse,220.24,1659.59,0.3,200,69
45,sse,crps,109.4,837.63,0.3,200,69
46,sse,dss,195.57,1615.13,0.3,200,69
47,sse,is1,756.8,6045.52,0.3,200,69
48,crps,sse,220.24,1659.59,0.5,200,69
49,crps,crps,109.4,837.63,0.5,200,69
50,crps,dss,195.57,1615.13,0.5,200,69
51,crps,is1,756.8,6045.52,0.5,200,69
52,dss,sse,291.3,2318.93,0.5,200,69
53,dss,crps,125.72,996.67,0.5,200,69
54,dss,dss,185.84,1443.3,0.5,200,69
55,dss,is1,818.24,6647.95,0.5,200,69
56,is1,sse,220.24,1659.59,0.5,200,69
57,is1,crps,109.4,837.63,0.5,200,69
58,is1,dss,195.57,1615.13,0.5,200,69
59,is1,is1,756.8,6045.52,0.5,200,69
60,sse,sse,220.24,1659.59,0.5,200,69
61,sse,crps,109.4,837.63,0.5,200,69
62,sse,dss,195.57,1615.13,0.5,200,69
63,sse,is1,756.8,6045.52,0.5,200,69
64,crps,sse,220.24,1659.59,0.8,200,69
65,crps,crps,109.4,837.63,0.8,200,69
66,crps,dss,195.57,1615.13,0.8,200,69
67,crps,is1,756.8,6045.52,0.8,200,69
68,dss,sse,291.3,2318.93,0.8,200,69
69,dss,crps,125.72,996.67,0.8,200,69
70,dss,dss,185.84,1443.3,0.8,200,69
71,dss,is1,818.24,6647.95,0.8,200,69
72,is1,sse,220.24,1659.59,0.8,200,69
73,is1,crps,109.4,837.63,0.8,200,69
74,is1,dss,195.57,1615.13,0.8,200,69
75,is1,is1,756.8,6045.52,0.8,200,69
76,sse,sse,220.24,1659.59,0.8,200,69
77,sse,crps,109.4,837.63,0.8,200,69
78,sse,dss,195.57,1615.13,0.8,200,69
79,sse,is1,756.8,6045.52,0.8,200,69
