,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,28.51,489.35,0.0,200,43
1,crps,crps,35.85,607.94,0.0,200,43
2,crps,dss,-248.61,-3508.56,0.0,200,43
3,crps,is1,140.6,2354.43,0.0,200,43
4,dss,sse,29.42,479.19,0.0,200,43
5,dss,crps,36.56,600.11,0.0,200,43
6,dss,dss,-247.44,-3516.89,0.0,200,43
7,dss,is1,142.85,2335.22,0.0,200,43
8,is1,sse,29.44,487.39,0.0,200,43
9,is1,crps,36.46,615.81,0.0,200,43
10,is1,dss,-243.98,-3508.1,0.0,200,43
11,is1,is1,139.17,2420.38,0.0,200,43
12,sse,sse,29.38,482.32,0.0,200,43
13,sse,crps,36.86,602.43,0.0,200,43
14,sse,dss,-239.86,-3513.69,0.0,200,43
15,sse,is1,144.31,2352.47,0.0,200,43
16,crps,sse,28.51,489.35,0.1,200,43
17,crps,crps,35.85,607.94,0.1,200,43
18,crps,dss,-248.61,-3508.56,0.1,200,43
19,crps,is1,140.6,2354.43,0.1,200,43
20,dss,sse,29.42,479.19,0.1,200,43
21,dss,crps,36.56,600.11,0.1,200,43
22,dss,dss,-247.44,-3516.89,0.1,200,43
23,dss,is1,142.85,2335.22,0.1,200,43
24,is1,sse,29.44,487.39,0.1,200,43
25,is1,crps,36.46,615.81,0.1,200,43
26,is1,dss,-243.98,-3508.1,0.1,200,43
27,is1,is1,139.17,2420.38,0.1,200,43
28,sse,sse,29.38,482.32,0.1,200,43
29,sse,crps,36.86,602.43,0.1,200,43
30,sse,dss,-239.86,-3513.69,0.1,200,43
31,sse,is1,144.31,2352.47,0.1,200,43
32,crps,sse,28.51,489.35,0.3,200,43
33,crps,crps,35.85,607.94,0.3,200,43
34,crps,dss,-248.61,-3508.56,0.3,200,43
35,crps,is1,140.6,2354.43,0.3,200,43
36,dss,sse,30.87,464.94,0.3,200,43
37,dss,crps,38.46,605.78,0.3,200,43
38,dss,dss,-233.99,-3617.82,0.3,200,43
39,dss,is1,147.51,2388.63,0.3,200,43
40,is1,sse,30.07,479.51,0.3,200,43
41,is1,crps,37.33,610.11,0.3,200,43
42,is1,dss,-238.4,-3560.63,0.3,200,43
43,is1,is1,141.53,2398.87,0.3,200,43
44,sse,sse,29.45,480.38,0.3,200,43
45,sse,crps,36.99,600.53,0.3,200,43
46,sse,dss,-239.43,-3523.27,0.3,200,43
47,sse,is1,144.72,2350.77,0.3,200,43
48,crps,sse,28.51,489.35,0.5,200,43
49,crps,crps,35.85,607.94,0.5,200,43
50,crps,dss,-248.61,-3508.56,0.5,200,43
51,crps,is1,140.6,2354.43,0.5,200,43
52,dss,sse,31.12,461.4,0.5,200,43
53,dss,crps,38.86,599.19,0.5,200,43
54,dss,dss,-231.48,-3653.21,0.5,200,43
55,dss,is1,149.16,2369.04,0.5,200,43
56,is1,sse,30.07,479.51,0.5,200,43
57,is1,crps,37.33,610.11,0.5,200,43
58,is1,dss,-238.4,-3560.63,0.5,200,43
59,is1,is1,141.53,2398.87,0.5,200,43
60,sse,sse,30.24,477.34,0.5,200,43
61,sse,crps,38.38,613.53,0.5,200,43
62,sse,dss,-231.19,-3551.37,0.5,200,43
63,sse,is1,148.29,2419.4,0.5,200,43
64,crps,sse,29.37,480.05,0.8,200,43
65,crps,crps,36.75,597.76,0.8,200,43
66,crps,dss,-239.95,-3598.0,0.8,200,43
67,crps,is1,142.68,2341.07,0.8,200,43
68,dss,sse,31.12,461.4,0.8,200,43
69,dss,crps,38.86,599.19,0.8,200,43
70,dss,dss,-231.48,-3653.21,0.8,200,43
71,dss,is1,149.16,2369.04,0.8,200,43
72,is1,sse,30.88,466.18,0.8,200,43
73,is1,crps,38.5,606.5,0.8,200,43
74,is1,dss,-233.88,-3605.42,0.8,200,43
75,is1,is1,147.19,2381.96,0.8,200,43
76,sse,sse,31.64,464.74,0.8,200,43
77,sse,crps,40.48,619.09,0.8,200,43
78,sse,dss,-201.13,-3423.96,0.8,200,43
79,sse,is1,158.27,2472.53,0.8,200,43
