,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,186.06,545.79,0.0,800,88
1,crps,crps,186.74,446.34,0.0,800,88
2,crps,dss,-638.87,-686.46,0.0,800,88
3,crps,is1,2594.11,5326.0,0.0,800,88
4,dss,sse,185.09,546.04,0.0,800,88
5,dss,crps,186.52,446.3,0.0,800,88
6,dss,dss,-650.96,-609.95,0.0,800,88
7,dss,is1,2591.88,5318.97,0.0,800,88
8,is1,sse,288.16,682.0,0.0,800,88
9,is1,crps,208.52,467.09,0.0,800,88
10,is1,dss,-269.38,-110.15,0.0,800,88
11,is1,is1,2586.17,5217.86,0.0,800,88
12,sse,sse,185.9,546.77,0.0,800,88
13,sse,crps,186.78,446.98,0.0,800,88
14,sse,dss,-638.09,-695.01,0.0,800,88
15,sse,is1,2593.63,5321.06,0.0,800,88
16,crps,sse,189.81,535.38,0.1,800,88
17,crps,crps,189.98,439.18,0.1,800,88
18,crps,dss,-621.9,-753.79,0.1,800,88
19,crps,is1,2608.02,5280.73,0.1,800,88
20,dss,sse,189.81,535.38,0.1,800,88
21,dss,crps,189.98,439.18,0.1,800,88
22,dss,dss,-621.9,-753.79,0.1,800,88
23,dss,is1,2608.02,5280.73,0.1,800,88
24,is1,sse,295.89,679.77,0.1,800,88
25,is1,crps,211.95,463.94,0.1,800,88
26,is1,dss,-122.22,110.34,0.1,800,88
27,is1,is1,2608.75,5176.53,0.1,800,88
28,sse,sse,189.81,535.38,0.1,800,88
29,sse,crps,189.98,439.18,0.1,800,88
30,sse,dss,-621.9,-753.79,0.1,800,88
31,sse,is1,2608.02,5280.73,0.1,800,88
32,crps,sse,939.04,1807.76,0.3,800,88
33,crps,crps,442.09,871.45,0.3,800,88
34,crps,dss,499.37,1001.76,0.3,800,88
35,crps,is1,3213.73,6258.0,0.3,800,88
36,dss,sse,939.04,1807.76,0.3,800,88
37,dss,crps,442.09,871.45,0.3,800,88
38,dss,dss,499.37,1001.76,0.3,800,88
39,dss,is1,3213.73,6258.0,0.3,800,88
40,is1,sse,447.04,841.52,0.3,800,88
41,is1,crps,246.38,500.15,0.3,800,88
42,is1,dss,62.75,318.98,0.3,800,88
43,is1,is1,2647.84,5211.72,0.3,800,88
44,sse,sse,939.04,1807.76,0.3,800,88
45,sse,crps,442.09,871.45,0.3,800,88
46,sse,dss,499.37,1001.76,0.3,800,88
47,sse,is1,3213.73,6258.0,0.3,800,88
48,crps,sse,939.04,1807.76,0.5,800,88
49,crps,crps,442.09,871.45,0.5,800,88
50,crps,dss,499.37,1001.76,0.5,800,88
51,crps,is1,3213.73,6258.0,0.5,800,88
52,dss,sse,939.04,1807.76,0.5,800,88
53,dss,crps,442.09,871.45,0.5,800,88
54,dss,dss,499.37,1001.76,0.5,800,88
55,dss,is1,3213.73,6258.0,0.5,800,88
56,is1,sse,981.14,1853.17,0.5,800,88
57,is1,crps,446.14,875.75,0.5,800,88
58,is1,dss,963.26,1838.53,0.5,800,88
59,is1,is1,3089.3,6071.5,0.5,800,88
60,sse,sse,939.04,1807.76,0.5,800,88
61,sse,crps,442.09,871.45,0.5,800,88
62,sse,dss,499.37,1001.76,0.5,800,88
63,sse,is1,3213.73,6258.0,0.5,800,88
64,crps,sse,939.04,1807.76,0.8,800,88
65,crps,crps,442.09,871.45,0.8,800,88
66,crps,dss,499.37,1001.76,0.8,800,88
67,crps,is1,3213.73,6258.0,0.8,800,88
68,dss,sse,939.04,1807.76,0.8,800,88
69,dss,crps,442.09,871.45,0.8,800,88
70,dss,dss,499.37,1001.76,0.8,800,88
71,dss,is1,3213.73,6258.0,0.8,800,88
72,is1,sse,981.14,1853.17,0.8,800,88
73,is1,crps,446.14,875.75,0.8,800,88
74,is1,dss,963.26,1838.53,0.8,800,88
75,is1,is1,3089.3,6071.5,0.8,800,88
76,sse,sse,939.04,1807.76,0.8,800,88
77,sse,crps,442.09,871.45,0.8,800,88
78,sse,dss,499.37,1001.76,0.8,800,88
79,sse,is1,3213.73,6258.0,0.8,800,88
