,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,124.21,491.04,0.0,800,89
1,crps,crps,149.28,592.79,0.0,800,89
2,crps,dss,-884.74,-3605.92,0.0,800,89
3,crps,is1,589.82,2324.9,0.0,800,89
4,dss,sse,126.17,476.62,0.0,800,89
5,dss,crps,150.11,586.26,0.0,800,89
6,dss,dss,-889.5,-3596.83,0.0,800,89
7,dss,is1,592.23,2271.37,0.0,800,89
8,is1,sse,128.13,464.97,0.0,800,89
9,is1,crps,152.41,584.05,0.0,800,89
10,is1,dss,-862.75,-3570.3,0.0,800,89
11,is1,is1,584.11,2302.0,0.0,800,89
12,sse,sse,123.23,502.01,0.0,800,89
13,sse,crps,150.4,604.86,0.0,800,89
14,sse,dss,-867.04,-3363.03,0.0,800,89
15,sse,is1,590.81,2395.51,0.0,800,89
16,crps,sse,124.21,491.04,0.1,800,89
17,crps,crps,149.28,592.79,0.1,800,89
18,crps,dss,-884.74,-3605.92,0.1,800,89
19,crps,is1,589.82,2324.9,0.1,800,89
20,dss,sse,126.43,475.2,0.1,800,89
21,dss,crps,150.55,583.94,0.1,800,89
22,dss,dss,-886.75,-3609.78,0.1,800,89
23,dss,is1,592.85,2266.29,0.1,800,89
24,is1,sse,128.13,464.97,0.1,800,89
25,is1,crps,152.41,584.05,0.1,800,89
26,is1,dss,-862.75,-3570.3,0.1,800,89
27,is1,is1,584.11,2302.0,0.1,800,89
28,sse,sse,123.27,501.93,0.1,800,89
29,sse,crps,150.46,604.73,0.1,800,89
30,sse,dss,-866.72,-3363.8,0.1,800,89
31,sse,is1,591.06,2395.85,0.1,800,89
32,crps,sse,124.49,490.06,0.3,800,89
33,crps,crps,149.64,591.43,0.3,800,89
34,crps,dss,-876.76,-3630.63,0.3,800,89
35,crps,is1,590.93,2322.88,0.3,800,89
36,dss,sse,131.8,465.05,0.3,800,89
37,dss,crps,160.68,602.33,0.3,800,89
38,dss,dss,-819.63,-3476.66,0.3,800,89
39,dss,is1,629.22,2392.55,0.3,800,89
40,is1,sse,128.19,465.22,0.3,800,89
41,is1,crps,152.57,583.74,0.3,800,89
42,is1,dss,-862.16,-3567.79,0.3,800,89
43,is1,is1,585.5,2300.06,0.3,800,89
44,sse,sse,123.98,499.62,0.3,800,89
45,sse,crps,152.26,604.43,0.3,800,89
46,sse,dss,-858.94,-3372.29,0.3,800,89
47,sse,is1,598.67,2403.22,0.3,800,89
48,crps,sse,124.69,488.95,0.5,800,89
49,crps,crps,149.99,589.62,0.5,800,89
50,crps,dss,-874.63,-3640.48,0.5,800,89
51,crps,is1,591.4,2318.9,0.5,800,89
52,dss,sse,131.8,465.05,0.5,800,89
53,dss,crps,160.68,602.33,0.5,800,89
54,dss,dss,-819.63,-3476.66,0.5,800,89
55,dss,is1,629.22,2392.55,0.5,800,89
56,is1,sse,129.66,457.72,0.5,800,89
57,is1,crps,154.57,578.82,0.5,800,89
58,is1,dss,-839.46,-3630.67,0.5,800,89
59,is1,is1,596.39,2268.59,0.5,800,89
60,sse,sse,124.35,498.8,0.5,800,89
61,sse,crps,152.5,603.82,0.5,800,89
62,sse,dss,-854.07,-3405.8,0.5,800,89
63,sse,is1,599.53,2400.64,0.5,800,89
64,crps,sse,128.94,464.94,0.8,800,89
65,crps,crps,152.92,577.93,0.8,800,89
66,crps,dss,-860.8,-3703.91,0.8,800,89
67,crps,is1,597.65,2270.95,0.8,800,89
68,dss,sse,131.86,466.88,0.8,800,89
69,dss,crps,164.89,622.06,0.8,800,89
70,dss,dss,-778.88,-3267.53,0.8,800,89
71,dss,is1,645.39,2487.36,0.8,800,89
72,is1,sse,129.66,457.72,0.8,800,89
73,is1,crps,154.57,578.82,0.8,800,89
74,is1,dss,-839.46,-3630.67,0.8,800,89
75,is1,is1,596.39,2268.59,0.8,800,89
76,sse,sse,131.86,466.88,0.8,800,89
77,sse,crps,164.89,622.06,0.8,800,89
78,sse,dss,-778.88,-3267.53,0.8,800,89
79,sse,is1,645.39,2487.36,0.8,800,89
