,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,63.54,474.74,0.0,400,78
1,crps,crps,69.81,599.51,0.0,400,78
2,crps,dss,-470.44,-3485.52,0.0,400,78
3,crps,is1,271.46,2374.31,0.0,400,78
4,dss,sse,63.77,472.56,0.0,400,78
5,dss,crps,70.8,590.27,0.0,400,78
6,dss,dss,-467.5,-3487.07,0.0,400,78
7,dss,is1,279.79,2328.36,0.0,400,78
8,is1,sse,63.36,471.86,0.0,400,78
9,is1,crps,69.8,598.85,0.0,400,78
10,is1,dss,-467.93,-3592.03,0.0,400,78
11,is1,is1,270.74,2360.53,0.0,400,78
12,sse,sse,62.13,500.64,0.0,400,78
13,sse,crps,72.11,611.51,0.0,400,78
14,sse,dss,-440.22,-3347.85,0.0,400,78
15,sse,is1,282.09,2390.85,0.0,400,78
16,crps,sse,63.55,474.69,0.1,400,78
17,crps,crps,69.84,599.42,0.1,400,78
18,crps,dss,-470.33,-3486.07,0.1,400,78
19,crps,is1,271.56,2372.97,0.1,400,78
20,dss,sse,64.06,470.24,0.1,400,78
21,dss,crps,71.51,585.32,0.1,400,78
22,dss,dss,-463.83,-3517.92,0.1,400,78
23,dss,is1,284.71,2299.98,0.1,400,78
24,is1,sse,63.37,471.8,0.1,400,78
25,is1,crps,69.83,598.76,0.1,400,78
26,is1,dss,-467.81,-3592.58,0.1,400,78
27,is1,is1,270.84,2359.2,0.1,400,78
28,sse,sse,62.14,500.59,0.1,400,78
29,sse,crps,72.13,611.42,0.1,400,78
30,sse,dss,-440.11,-3348.4,0.1,400,78
31,sse,is1,282.18,2389.52,0.1,400,78
32,crps,sse,63.55,474.69,0.3,400,78
33,crps,crps,69.84,599.42,0.3,400,78
34,crps,dss,-470.33,-3486.07,0.3,400,78
35,crps,is1,271.56,2372.97,0.3,400,78
36,dss,sse,66.96,462.62,0.3,400,78
37,dss,crps,76.33,596.65,0.3,400,78
38,dss,dss,-438.21,-3578.15,0.3,400,78
39,dss,is1,305.57,2367.17,0.3,400,78
40,is1,sse,63.37,471.8,0.3,400,78
41,is1,crps,69.83,598.76,0.3,400,78
42,is1,dss,-467.81,-3592.58,0.3,400,78
43,is1,is1,270.84,2359.2,0.3,400,78
44,sse,sse,62.14,500.59,0.3,400,78
45,sse,crps,72.13,611.42,0.3,400,78
46,sse,dss,-440.11,-3348.4,0.3,400,78
47,sse,is1,282.18,2389.52,0.3,400,78
48,crps,sse,63.81,470.34,0.5,400,78
49,crps,crps,70.08,596.71,0.5,400,78
50,crps,dss,-454.81,-3594.61,0.5,400,78
51,crps,is1,272.72,2370.04,0.5,400,78
52,dss,sse,66.96,462.62,0.5,400,78
53,dss,crps,76.33,596.65,0.5,400,78
54,dss,dss,-438.21,-3578.15,0.5,400,78
55,dss,is1,305.57,2367.17,0.5,400,78
56,is1,sse,64.25,467.16,0.5,400,78
57,is1,crps,71.2,590.07,0.5,400,78
58,is1,dss,-458.96,-3637.17,0.5,400,78
59,is1,is1,277.62,2323.11,0.5,400,78
60,sse,sse,64.04,472.29,0.5,400,78
61,sse,crps,74.56,605.04,0.5,400,78
62,sse,dss,-423.28,-3395.06,0.5,400,78
63,sse,is1,293.76,2376.63,0.5,400,78
64,crps,sse,65.13,461.31,0.8,400,78
65,crps,crps,72.55,579.59,0.8,400,78
66,crps,dss,-440.75,-3681.62,0.8,400,78
67,crps,is1,286.62,2271.18,0.8,400,78
68,dss,sse,67.65,464.88,0.8,400,78
69,dss,crps,80.17,618.06,0.8,400,78
70,dss,dss,-397.09,-3396.42,0.8,400,78
71,dss,is1,319.88,2459.54,0.8,400,78
72,is1,sse,64.43,463.02,0.8,400,78
73,is1,crps,71.6,583.93,0.8,400,78
74,is1,dss,-452.14,-3670.73,0.8,400,78
75,is1,is1,279.66,2307.62,0.8,400,78
76,sse,sse,64.79,468.97,0.8,400,78
77,sse,crps,75.57,600.07,0.8,400,78
78,sse,dss,-415.76,-3427.05,0.8,400,78
79,sse,is1,297.0,2357.69,0.8,400,78
