,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,95.7,814.02,0.0,200,16
1,crps,crps,57.4,523.95,0.0,200,16
2,crps,dss,-85.27,-413.01,0.0,200,16
3,crps,is1,682.4,5337.32,0.0,200,16
4,dss,sse,100.74,814.18,0.0,200,16
5,dss,crps,59.19,505.51,0.0,200,16
6,dss,dss,-112.6,-342.42,0.0,200,16
7,dss,is1,703.7,5476.37,0.0,200,16
8,is1,sse,86.05,861.51,0.0,200,16
9,is1,crps,52.3,539.25,0.0,200,16
10,is1,dss,-167.08,413.55,0.0,200,16
11,is1,is1,677.95,5411.6,0.0,200,16
12,sse,sse,99.46,838.07,0.0,200,16
13,sse,crps,58.85,513.34,0.0,200,16
14,sse,dss,-108.83,-437.62,0.0,200,16
15,sse,is1,704.97,5490.89,0.0,200,16
16,crps,sse,98.75,826.94,0.1,200,16
17,crps,crps,59.11,524.43,0.1,200,16
18,crps,dss,-60.82,-265.07,0.1,200,16
19,crps,is1,686.93,5275.75,0.1,200,16
20,dss,sse,100.83,813.4,0.1,200,16
21,dss,crps,59.54,502.44,0.1,200,16
22,dss,dss,-111.69,-350.26,0.1,200,16
23,dss,is1,704.31,5456.43,0.1,200,16
24,is1,sse,131.61,1132.89,0.1,200,16
25,is1,crps,64.47,589.64,0.1,200,16
26,is1,dss,2.74,1201.95,0.1,200,16
27,is1,is1,687.05,5407.83,0.1,200,16
28,sse,sse,102.55,812.52,0.1,200,16
29,sse,crps,60.74,498.65,0.1,200,16
30,sse,dss,-63.37,-452.71,0.1,200,16
31,sse,is1,708.95,5428.66,0.1,200,16
32,crps,sse,220.35,1801.57,0.3,200,16
33,crps,crps,107.79,875.78,0.3,200,16
34,crps,dss,120.48,979.75,0.3,200,16
35,crps,is1,798.87,6235.04,0.3,200,16
36,dss,sse,220.35,1801.57,0.3,200,16
37,dss,crps,107.79,875.78,0.3,200,16
38,dss,dss,120.48,979.75,0.3,200,16
39,dss,is1,798.87,6235.04,0.3,200,16
40,is1,sse,263.0,2088.91,0.3,200,16
41,is1,crps,115.95,936.61,0.3,200,16
42,is1,dss,253.07,2032.1,0.3,200,16
43,is1,is1,780.88,6140.84,0.3,200,16
44,sse,sse,220.35,1801.57,0.3,200,16
45,sse,crps,107.79,875.78,0.3,200,16
46,sse,dss,120.48,979.75,0.3,200,16
47,sse,is1,798.87,6235.04,0.3,200,16
48,crps,sse,220.35,1801.57,0.5,200,16
49,crps,crps,107.79,875.78,0.5,200,16
50,crps,dss,120.48,979.75,0.5,200,16
51,crps,is1,798.87,6235.04,0.5,200,16
52,dss,sse,220.35,1801.57,0.5,200,16
53,dss,crps,107.79,875.78,0.5,200,16
54,dss,dss,120.48,979.75,0.5,200,16
55,dss,is1,798.87,6235.04,0.5,200,16
56,is1,sse,263.0,2088.91,0.5,200,16
57,is1,crps,115.95,936.61,0.5,200,16
58,is1,dss,253.07,2032.1,0.5,200,16
59,is1,is1,780.88,6140.84,0.5,200,16
60,sse,sse,220.35,1801.57,0.5,200,16
61,sse,crps,107.79,875.78,0.5,200,16
62,sse,dss,120.48,979.75,0.5,200,16
63,sse,is1,798.87,6235.04,0.5,200,16
64,crps,sse,220.35,1801.57,0.8,200,16
65,crps,crps,107.79,875.78,0.8,200,16
66,crps,dss,120.48,979.75,0.8,200,16
67,crps,is1,798.87,6235.04,0.8,200,16
68,dss,sse,220.35,1801.57,0.8,200,16
69,dss,crps,107.79,875.78,0.8,200,16
70,dss,dss,120.48,979.75,0.8,200,16
71,dss,is1,798.87,6235.04,0.8,200,16
72,is1,sse,263.0,2088.91,0.8,200,16
73,is1,crps,115.95,936.61,0.8,200,16
74,is1,dss,253.07,2032.1,0.8,200,16
75,is1,is1,780.88,6140.84,0.8,200,16
76,sse,sse,220.35,1801.57,0.8,200,16
77,sse,crps,107.79,875.78,0.8,200,16
78,sse,dss,120.48,979.75,0.8,200,16
79,sse,is1,798.87,6235.04,0.8,200,16
