,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,127.2,568.74,0.0,400,18
1,crps,crps,100.88,438.53,0.0,400,18
2,crps,dss,-283.16,-1003.41,0.0,400,18
3,crps,is1,1251.54,5166.63,0.0,400,18
4,dss,sse,148.97,754.43,0.0,400,18
5,dss,crps,108.36,505.07,0.0,400,18
6,dss,dss,-234.65,-543.19,0.0,400,18
7,dss,is1,1287.54,5446.08,0.0,400,18
8,is1,sse,132.18,590.73,0.0,400,18
9,is1,crps,102.68,446.62,0.0,400,18
10,is1,dss,-225.6,-778.71,0.0,400,18
11,is1,is1,1248.89,5183.18,0.0,400,18
12,sse,sse,135.99,628.91,0.0,400,18
13,sse,crps,104.16,461.61,0.0,400,18
14,sse,dss,-211.67,-713.35,0.0,400,18
15,sse,is1,1257.82,5271.99,0.0,400,18
16,crps,sse,148.67,684.0,0.1,400,18
17,crps,crps,108.22,460.35,0.1,400,18
18,crps,dss,-120.14,-342.08,0.1,400,18
19,crps,is1,1280.64,5313.59,0.1,400,18
20,dss,sse,152.08,740.7,0.1,400,18
21,dss,crps,110.31,496.72,0.1,400,18
22,dss,dss,-219.43,-608.41,0.1,400,18
23,dss,is1,1296.78,5415.15,0.1,400,18
24,is1,sse,133.57,585.58,0.1,400,18
25,is1,crps,104.57,438.69,0.1,400,18
26,is1,dss,-198.13,-776.77,0.1,400,18
27,is1,is1,1257.25,5147.96,0.1,400,18
28,sse,sse,371.62,1652.71,0.1,400,18
29,sse,crps,196.73,836.8,0.1,400,18
30,sse,dss,180.45,864.11,0.1,400,18
31,sse,is1,1509.16,6146.08,0.1,400,18
32,crps,sse,371.62,1652.71,0.3,400,18
33,crps,crps,196.73,836.8,0.3,400,18
34,crps,dss,180.45,864.11,0.3,400,18
35,crps,is1,1509.16,6146.08,0.3,400,18
36,dss,sse,371.62,1652.71,0.3,400,18
37,dss,crps,196.73,836.8,0.3,400,18
38,dss,dss,180.45,864.11,0.3,400,18
39,dss,is1,1509.16,6146.08,0.3,400,18
40,is1,sse,371.62,1652.71,0.3,400,18
41,is1,crps,196.73,836.8,0.3,400,18
42,is1,dss,180.45,864.11,0.3,400,18
43,is1,is1,1509.16,6146.08,0.3,400,18
44,sse,sse,371.62,1652.71,0.3,400,18
45,sse,crps,196.73,836.8,0.3,400,18
46,sse,dss,180.45,864.11,0.3,400,18
47,sse,is1,1509.16,6146.08,0.3,400,18
48,crps,sse,371.62,1652.71,0.5,400,18
49,crps,crps,196.73,836.8,0.5,400,18
50,crps,dss,180.45,864.11,0.5,400,18
51,crps,is1,1509.16,6146.08,0.5,400,18
52,dss,sse,371.62,1652.71,0.5,400,18
53,dss,crps,196.73,836.8,0.5,400,18
54,dss,dss,180.45,864.11,0.5,400,18
55,dss,is1,1509.16,6146.08,0.5,400,18
56,is1,sse,371.62,1652.71,0.5,400,18
57,is1,crps,196.73,836.8,0.5,400,18
58,is1,dss,180.45,864.11,0.5,400,18
59,is1,is1,1509.16,6146.08,0.5,400,18
60,sse,sse,371.62,1652.71,0.5,400,18
61,sse,crps,196.73,836.8,0.5,400,18
62,sse,dss,180.45,864.11,0.5,400,18
63,sse,is1,1509.16,6146.08,0.5,400,18
64,crps,sse,371.62,1652.71,0.8,400,18
65,crps,crps,196.73,836.8,0.8,400,18
66,crps,dss,180.45,864.11,0.8,400,18
67,crps,is1,1509.16,6146.08,0.8,400,18
68,dss,sse,371.62,1652.71,0.8,400,18
69,dss,crps,196.73,836.8,0.8,400,18
70,dss,dss,180.45,864.11,0.8,400,18
71,dss,is1,1509.16,6146.08,0.8,400,18
72,is1,sse,371.62,1652.71,0.8,400,18
73,is1,crps,196.73,836.8,0.8,400,18
74,is1,dss,180.45,864.11,0.8,400,18
75,is1,is1,1509.16,6146.08,0.8,400,18
76,sse,sse,371.62,1652.71,0.8,400,18
77,sse,crps,196.73,836.8,0.8,400,18
78,sse,dss,180.45,864.11,0.8,400,18
79,sse,is1,1509.16,6146.08,0.8,400,18
