,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,239.19,469.42,0.0,1600,17
1,crps,crps,289.82,582.97,0.0,1600,17
2,crps,dss,-1862.11,-3668.41,0.0,1600,17
3,crps,is1,1137.94,2277.59,0.0,1600,17
4,dss,sse,239.02,467.43,0.0,1600,17
5,dss,crps,290.68,580.62,0.0,1600,17
6,dss,dss,-1891.93,-3711.79,0.0,1600,17
7,dss,is1,1140.21,2278.66,0.0,1600,17
8,is1,sse,239.9,463.69,0.0,1600,17
9,is1,crps,291.49,580.41,0.0,1600,17
10,is1,dss,-1865.3,-3682.37,0.0,1600,17
11,is1,is1,1134.86,2282.3,0.0,1600,17
12,sse,sse,238.58,468.51,0.0,1600,17
13,sse,crps,289.86,583.06,0.0,1600,17
14,sse,dss,-1875.57,-3668.55,0.0,1600,17
15,sse,is1,1138.37,2287.65,0.0,1600,17
16,crps,sse,239.32,469.1,0.1,1600,17
17,crps,crps,290.03,582.49,0.1,1600,17
18,crps,dss,-1861.01,-3670.82,0.1,1600,17
19,crps,is1,1138.7,2276.49,0.1,1600,17
20,dss,sse,243.0,460.7,0.1,1600,17
21,dss,crps,294.89,577.08,0.1,1600,17
22,dss,dss,-1843.42,-3697.93,0.1,1600,17
23,dss,is1,1150.1,2272.0,0.1,1600,17
24,is1,sse,240.51,462.71,0.1,1600,17
25,is1,crps,292.64,579.44,0.1,1600,17
26,is1,dss,-1855.84,-3693.68,0.1,1600,17
27,is1,is1,1141.22,2281.41,0.1,1600,17
28,sse,sse,242.7,465.91,0.1,1600,17
29,sse,crps,304.43,603.09,0.1,1600,17
30,sse,dss,-1706.0,-3355.4,0.1,1600,17
31,sse,is1,1186.97,2406.91,0.1,1600,17
32,crps,sse,242.58,462.94,0.3,1600,17
33,crps,crps,293.57,576.66,0.3,1600,17
34,crps,dss,-1846.33,-3692.71,0.3,1600,17
35,crps,is1,1148.66,2266.78,0.3,1600,17
36,dss,sse,245.74,465.47,0.3,1600,17
37,dss,crps,307.19,600.06,0.3,1600,17
38,dss,dss,-1801.51,-3565.25,0.3,1600,17
39,dss,is1,1198.02,2385.95,0.3,1600,17
40,is1,sse,243.0,460.7,0.3,1600,17
41,is1,crps,294.89,577.08,0.3,1600,17
42,is1,dss,-1843.42,-3697.93,0.3,1600,17
43,is1,is1,1150.1,2272.0,0.3,1600,17
44,sse,sse,243.39,465.67,0.3,1600,17
45,sse,crps,305.56,602.2,0.3,1600,17
46,sse,dss,-1699.03,-3357.8,0.3,1600,17
47,sse,is1,1189.45,2401.99,0.3,1600,17
48,crps,sse,243.22,461.55,0.5,1600,17
49,crps,crps,294.57,577.12,0.5,1600,17
50,crps,dss,-1840.18,-3684.35,0.5,1600,17
51,crps,is1,1156.51,2269.6,0.5,1600,17
52,dss,sse,245.74,465.47,0.5,1600,17
53,dss,crps,307.19,600.06,0.5,1600,17
54,dss,dss,-1801.51,-3565.25,0.5,1600,17
55,dss,is1,1198.02,2385.95,0.5,1600,17
56,is1,sse,243.1,463.4,0.5,1600,17
57,is1,crps,296.39,582.2,0.5,1600,17
58,is1,dss,-1827.82,-3585.99,0.5,1600,17
59,is1,is1,1158.04,2308.81,0.5,1600,17
60,sse,sse,243.39,465.67,0.5,1600,17
61,sse,crps,305.56,602.2,0.5,1600,17
62,sse,dss,-1699.03,-3357.8,0.5,1600,17
63,sse,is1,1189.45,2401.99,0.5,1600,17
64,crps,sse,243.33,464.25,0.8,1600,17
65,crps,crps,296.07,582.24,0.8,1600,17
66,crps,dss,-1824.58,-3572.41,0.8,1600,17
67,crps,is1,1164.45,2306.41,0.8,1600,17
68,dss,sse,245.74,465.47,0.8,1600,17
69,dss,crps,307.19,600.06,0.8,1600,17
70,dss,dss,-1801.51,-3565.25,0.8,1600,17
71,dss,is1,1198.02,2385.95,0.8,1600,17
72,is1,sse,243.1,463.4,0.8,1600,17
73,is1,crps,296.39,582.2,0.8,1600,17
74,is1,dss,-1827.82,-3585.99,0.8,1600,17
75,is1,is1,1158.04,2308.81,0.8,1600,17
76,sse,sse,246.03,467.74,0.8,1600,17
77,sse,crps,316.36,620.07,0.8,1600,17
78,sse,dss,-1672.72,-3337.05,0.8,1600,17
79,sse,is1,1229.44,2479.14,0.8,1600,17
