,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,134.48,461.37,0.0,800,13
1,crps,crps,151.67,578.22,0.0,800,13
2,crps,dss,-817.95,-3585.58,0.0,800,13
3,crps,is1,617.22,2269.6,0.0,800,13
4,dss,sse,137.92,464.69,0.0,800,13
5,dss,crps,157.95,593.93,0.0,800,13
6,dss,dss,-826.55,-3487.31,0.0,800,13
7,dss,is1,631.82,2353.53,0.0,800,13
8,is1,sse,135.55,459.29,0.0,800,13
9,is1,crps,152.09,576.41,0.0,800,13
10,is1,dss,-795.78,-3591.79,0.0,800,13
11,is1,is1,610.8,2282.89,0.0,800,13
12,sse,sse,134.53,474.1,0.0,800,13
13,sse,crps,153.65,591.96,0.0,800,13
14,sse,dss,-805.51,-3503.16,0.0,800,13
15,sse,is1,622.29,2316.2,0.0,800,13
16,crps,sse,134.48,461.37,0.1,800,13
17,crps,crps,151.67,578.22,0.1,800,13
18,crps,dss,-817.95,-3585.58,0.1,800,13
19,crps,is1,617.22,2269.6,0.1,800,13
20,dss,sse,138.67,462.48,0.1,800,13
21,dss,crps,158.99,590.7,0.1,800,13
22,dss,dss,-819.04,-3509.39,0.1,800,13
23,dss,is1,635.55,2340.76,0.1,800,13
24,is1,sse,135.58,459.12,0.1,800,13
25,is1,crps,152.15,576.18,0.1,800,13
26,is1,dss,-795.48,-3593.42,0.1,800,13
27,is1,is1,611.27,2282.62,0.1,800,13
28,sse,sse,134.66,474.04,0.1,800,13
29,sse,crps,153.85,591.52,0.1,800,13
30,sse,dss,-804.26,-3503.67,0.1,800,13
31,sse,is1,623.36,2315.07,0.1,800,13
32,crps,sse,135.3,460.79,0.3,800,13
33,crps,crps,152.49,575.72,0.3,800,13
34,crps,dss,-784.47,-3563.84,0.3,800,13
35,crps,is1,619.38,2270.76,0.3,800,13
36,dss,sse,141.11,464.49,0.3,800,13
37,dss,crps,166.45,616.96,0.3,800,13
38,dss,dss,-741.77,-3410.82,0.3,800,13
39,dss,is1,668.95,2455.77,0.3,800,13
40,is1,sse,139.28,460.27,0.3,800,13
41,is1,crps,155.49,573.04,0.3,800,13
42,is1,dss,-778.95,-3604.98,0.3,800,13
43,is1,is1,624.08,2263.56,0.3,800,13
44,sse,sse,139.86,459.9,0.3,800,13
45,sse,crps,161.48,595.05,0.3,800,13
46,sse,dss,-754.22,-3456.76,0.3,800,13
47,sse,is1,645.63,2353.8,0.3,800,13
48,crps,sse,135.47,459.57,0.5,800,13
49,crps,crps,153.09,572.55,0.5,800,13
50,crps,dss,-782.8,-3576.08,0.5,800,13
51,crps,is1,621.47,2261.84,0.5,800,13
52,dss,sse,141.11,464.49,0.5,800,13
53,dss,crps,166.45,616.96,0.5,800,13
54,dss,dss,-741.77,-3410.82,0.5,800,13
55,dss,is1,668.95,2455.77,0.5,800,13
56,is1,sse,139.82,458.2,0.5,800,13
57,is1,crps,155.95,571.15,0.5,800,13
58,is1,dss,-765.89,-3602.47,0.5,800,13
59,is1,is1,628.24,2251.62,0.5,800,13
60,sse,sse,139.86,459.9,0.5,800,13
61,sse,crps,161.48,595.05,0.5,800,13
62,sse,dss,-754.22,-3456.76,0.5,800,13
63,sse,is1,645.63,2353.8,0.5,800,13
64,crps,sse,139.82,458.2,0.8,800,13
65,crps,crps,155.95,571.15,0.8,800,13
66,crps,dss,-765.89,-3602.47,0.8,800,13
67,crps,is1,628.24,2251.62,0.8,800,13
68,dss,sse,141.11,464.49,0.8,800,13
69,dss,crps,166.45,616.96,0.8,800,13
70,dss,dss,-741.77,-3410.82,0.8,800,13
71,dss,is1,668.95,2455.77,0.8,800,13
72,is1,sse,139.82,458.2,0.8,800,13
73,is1,crps,155.95,571.15,0.8,800,13
74,is1,dss,-765.89,-3602.47,0.8,800,13
75,is1,is1,628.24,2251.62,0.8,800,13
76,sse,sse,141.11,464.49,0.8,800,13
77,sse,crps,166.45,616.96,0.8,800,13
78,sse,dss,-741.77,-3410.82,0.8,800,13
79,sse,is1,668.95,2455.77,0.8,800,13
