,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,127.7,463.09,0.0,800,53
1,crps,crps,147.04,581.34,0.0,800,53
2,crps,dss,-902.75,-3647.74,0.0,800,53
3,crps,is1,588.59,2282.93,0.0,800,53
4,dss,sse,129.05,459.08,0.0,800,53
5,dss,crps,147.86,580.74,0.0,800,53
6,dss,dss,-930.33,-3584.59,0.0,800,53
7,dss,is1,591.43,2279.99,0.0,800,53
8,is1,sse,128.29,457.97,0.0,800,53
9,is1,crps,146.46,579.73,0.0,800,53
10,is1,dss,-912.43,-3626.19,0.0,800,53
11,is1,is1,585.16,2271.77,0.0,800,53
12,sse,sse,127.59,468.06,0.0,800,53
13,sse,crps,148.75,596.66,0.0,800,53
14,sse,dss,-902.15,-3402.91,0.0,800,53
15,sse,is1,596.26,2373.71,0.0,800,53
16,crps,sse,127.75,463.01,0.1,800,53
17,crps,crps,147.19,581.14,0.1,800,53
18,crps,dss,-902.24,-3648.53,0.1,800,53
19,crps,is1,589.7,2281.51,0.1,800,53
20,dss,sse,129.3,459.05,0.1,800,53
21,dss,crps,148.36,579.82,0.1,800,53
22,dss,dss,-925.85,-3595.19,0.1,800,53
23,dss,is1,592.98,2278.11,0.1,800,53
24,is1,sse,128.29,457.97,0.1,800,53
25,is1,crps,146.46,579.73,0.1,800,53
26,is1,dss,-912.43,-3626.19,0.1,800,53
27,is1,is1,585.16,2271.77,0.1,800,53
28,sse,sse,127.64,467.99,0.1,800,53
29,sse,crps,148.9,596.46,0.1,800,53
30,sse,dss,-901.64,-3403.69,0.1,800,53
31,sse,is1,597.36,2372.3,0.1,800,53
32,crps,sse,127.94,462.6,0.3,800,53
33,crps,crps,147.6,581.3,0.3,800,53
34,crps,dss,-899.04,-3653.06,0.3,800,53
35,crps,is1,591.2,2275.83,0.3,800,53
36,dss,sse,129.31,459.08,0.3,800,53
37,dss,crps,148.53,579.19,0.3,800,53
38,dss,dss,-921.38,-3577.17,0.3,800,53
39,dss,is1,593.32,2275.18,0.3,800,53
40,is1,sse,128.78,457.26,0.3,800,53
41,is1,crps,147.78,579.15,0.3,800,53
42,is1,dss,-906.42,-3637.64,0.3,800,53
43,is1,is1,589.17,2272.99,0.3,800,53
44,sse,sse,130.32,463.23,0.3,800,53
45,sse,crps,154.42,601.41,0.3,800,53
46,sse,dss,-801.5,-3402.7,0.3,800,53
47,sse,is1,618.13,2387.41,0.3,800,53
48,crps,sse,128.59,462.95,0.5,800,53
49,crps,crps,148.63,580.55,0.5,800,53
50,crps,dss,-877.99,-3675.82,0.5,800,53
51,crps,is1,595.54,2273.82,0.5,800,53
52,dss,sse,132.49,465.62,0.5,800,53
53,dss,crps,157.22,603.02,0.5,800,53
54,dss,dss,-868.21,-3511.36,0.5,800,53
55,dss,is1,639.2,2389.73,0.5,800,53
56,is1,sse,129.37,457.93,0.5,800,53
57,is1,crps,148.76,578.99,0.5,800,53
58,is1,dss,-883.59,-3669.86,0.5,800,53
59,is1,is1,593.59,2274.84,0.5,800,53
60,sse,sse,130.32,463.23,0.5,800,53
61,sse,crps,154.42,601.41,0.5,800,53
62,sse,dss,-801.5,-3402.7,0.5,800,53
63,sse,is1,618.13,2387.41,0.5,800,53
64,crps,sse,129.71,457.79,0.8,800,53
65,crps,crps,149.26,577.44,0.8,800,53
66,crps,dss,-874.87,-3688.85,0.8,800,53
67,crps,is1,597.45,2265.25,0.8,800,53
68,dss,sse,132.87,466.29,0.8,800,53
69,dss,crps,161.47,620.38,0.8,800,53
70,dss,dss,-775.95,-3372.1,0.8,800,53
71,dss,is1,654.62,2475.52,0.8,800,53
72,is1,sse,129.37,457.93,0.8,800,53
73,is1,crps,148.76,578.99,0.8,800,53
74,is1,dss,-883.59,-3669.86,0.8,800,53
75,is1,is1,593.59,2274.84,0.8,800,53
76,sse,sse,130.32,463.23,0.8,800,53
77,sse,crps,154.42,601.41,0.8,800,53
78,sse,dss,-801.5,-3402.7,0.8,800,53
79,sse,is1,618.13,2387.41,0.8,800,53
