,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,443.93,503.42,0.0,1600,2
1,crps,crps,395.16,418.73,0.0,1600,2
2,crps,dss,-1213.16,-1145.74,0.0,1600,2
3,crps,is1,5065.7,5126.12,0.0,1600,2
4,dss,sse,445.22,502.66,0.0,1600,2
5,dss,crps,395.07,418.88,0.0,1600,2
6,dss,dss,-1173.24,-976.13,0.0,1600,2
7,dss,is1,5068.98,5122.0,0.0,1600,2
8,is1,sse,483.68,535.76,0.0,1600,2
9,is1,crps,410.24,431.87,0.0,1600,2
10,is1,dss,-866.66,-808.62,0.0,1600,2
11,is1,is1,5065.56,5130.12,0.0,1600,2
12,sse,sse,445.07,502.19,0.0,1600,2
13,sse,crps,395.01,418.72,0.0,1600,2
14,sse,dss,-1173.01,-984.49,0.0,1600,2
15,sse,is1,5068.23,5122.61,0.0,1600,2
16,crps,sse,479.96,548.25,0.1,1600,2
17,crps,crps,410.76,434.48,0.1,1600,2
18,crps,dss,-929.32,-773.75,0.1,1600,2
19,crps,is1,5103.48,5140.48,0.1,1600,2
20,dss,sse,450.72,505.36,0.1,1600,2
21,dss,crps,398.58,417.66,0.1,1600,2
22,dss,dss,-1143.67,-995.76,0.1,1600,2
23,dss,is1,5077.29,5124.29,0.1,1600,2
24,is1,sse,553.59,624.38,0.1,1600,2
25,is1,crps,438.77,462.58,0.1,1600,2
26,is1,dss,-660.6,-599.82,0.1,1600,2
27,is1,is1,5096.61,5152.96,0.1,1600,2
28,sse,sse,523.46,577.21,0.1,1600,2
29,sse,crps,426.75,444.15,0.1,1600,2
30,sse,dss,-737.46,-711.75,0.1,1600,2
31,sse,is1,5081.46,5130.16,0.1,1600,2
32,crps,sse,1575.13,1569.05,0.3,1600,2
33,crps,crps,817.24,814.9,0.3,1600,2
34,crps,dss,794.2,774.36,0.3,1600,2
35,crps,is1,6060.48,6089.54,0.3,1600,2
36,dss,sse,1575.13,1569.05,0.3,1600,2
37,dss,crps,817.24,814.9,0.3,1600,2
38,dss,dss,794.2,774.36,0.3,1600,2
39,dss,is1,6060.48,6089.54,0.3,1600,2
40,is1,sse,1575.13,1569.05,0.3,1600,2
41,is1,crps,817.24,814.9,0.3,1600,2
42,is1,dss,794.2,774.36,0.3,1600,2
43,is1,is1,6060.48,6089.54,0.3,1600,2
44,sse,sse,1575.13,1569.05,0.3,1600,2
45,sse,crps,817.24,814.9,0.3,1600,2
46,sse,dss,794.2,774.36,0.3,1600,2
47,sse,is1,6060.48,6089.54,0.3,1600,2
48,crps,sse,1575.13,1569.05,0.5,1600,2
49,crps,crps,817.24,814.9,0.5,1600,2
50,crps,dss,794.2,774.36,0.5,1600,2
51,crps,is1,6060.48,6089.54,0.5,1600,2
52,dss,sse,1575.13,1569.05,0.5,1600,2
53,dss,crps,817.24,814.9,0.5,1600,2
54,dss,dss,794.2,774.36,0.5,1600,2
55,dss,is1,6060.48,6089.54,0.5,1600,2
56,is1,sse,1575.13,1569.05,0.5,1600,2
57,is1,crps,817.24,814.9,0.5,1600,2
58,is1,dss,794.2,774.36,0.5,1600,2
59,is1,is1,6060.48,6089.54,0.5,1600,2
60,sse,sse,1575.13,1569.05,0.5,1600,2
61,sse,crps,817.24,814.9,0.5,1600,2
62,sse,dss,794.2,774.36,0.5,1600,2
63,sse,is1,6060.48,6089.54,0.5,1600,2
64,crps,sse,1575.13,1569.05,0.8,1600,2
65,crps,crps,817.24,814.9,0.8,1600,2
66,crps,dss,794.2,774.36,0.8,1600,2
67,crps,is1,6060.48,6089.54,0.8,1600,2
68,dss,sse,1575.13,1569.05,0.8,1600,2
69,dss,crps,817.24,814.9,0.8,1600,2
70,dss,dss,794.2,774.36,0.8,1600,2
71,dss,is1,6060.48,6089.54,0.8,1600,2
72,is1,sse,1575.13,1569.05,0.8,1600,2
73,is1,crps,817.24,814.9,0.8,1600,2
74,is1,dss,794.2,774.36,0.8,1600,2
75,is1,is1,6060.48,6089.54,0.8,1600,2
76,sse,sse,1575.13,1569.05,0.8,1600,2
77,sse,crps,817.24,814.9,0.8,1600,2
78,sse,dss,794.2,774.36,0.8,1600,2
79,sse,is1,6060.48,6089.54,0.8,1600,2
