,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,54.75,478.97,0.0,400,9
1,crps,crps,67.02,600.3,0.0,400,9
2,crps,dss,-460.3,-3377.25,0.0,400,9
3,crps,is1,283.85,2341.4,0.0,400,9
4,dss,sse,54.93,479.48,0.0,400,9
5,dss,crps,68.07,600.24,0.0,400,9
6,dss,dss,-486.74,-3427.37,0.0,400,9
7,dss,is1,284.77,2414.9,0.0,400,9
8,is1,sse,54.54,477.4,0.0,400,9
9,is1,crps,66.92,601.65,0.0,400,9
10,is1,dss,-459.84,-3400.39,0.0,400,9
11,is1,is1,280.37,2374.05,0.0,400,9
12,sse,sse,54.87,477.96,0.0,400,9
13,sse,crps,67.64,602.52,0.0,400,9
14,sse,dss,-454.33,-3197.9,0.0,400,9
15,sse,is1,284.03,2389.94,0.0,400,9
16,crps,sse,54.75,478.97,0.1,400,9
17,crps,crps,67.02,600.3,0.1,400,9
18,crps,dss,-460.3,-3377.25,0.1,400,9
19,crps,is1,283.85,2341.4,0.1,400,9
20,dss,sse,55.0,479.12,0.1,400,9
21,dss,crps,68.18,599.65,0.1,400,9
22,dss,dss,-486.11,-3430.97,0.1,400,9
23,dss,is1,285.21,2415.37,0.1,400,9
24,is1,sse,54.54,477.4,0.1,400,9
25,is1,crps,66.92,601.65,0.1,400,9
26,is1,dss,-459.84,-3400.39,0.1,400,9
27,is1,is1,280.37,2374.05,0.1,400,9
28,sse,sse,54.87,477.96,0.1,400,9
29,sse,crps,67.64,602.52,0.1,400,9
30,sse,dss,-454.33,-3197.9,0.1,400,9
31,sse,is1,284.03,2389.94,0.1,400,9
32,crps,sse,54.79,478.61,0.3,400,9
33,crps,crps,67.11,599.45,0.3,400,9
34,crps,dss,-459.87,-3380.77,0.3,400,9
35,crps,is1,284.22,2341.38,0.3,400,9
36,dss,sse,55.57,476.29,0.3,400,9
37,dss,crps,68.91,595.85,0.3,400,9
38,dss,dss,-479.34,-3455.41,0.3,400,9
39,dss,is1,287.32,2403.67,0.3,400,9
40,is1,sse,54.54,477.4,0.3,400,9
41,is1,crps,66.92,601.65,0.3,400,9
42,is1,dss,-459.84,-3400.39,0.3,400,9
43,is1,is1,280.37,2374.05,0.3,400,9
44,sse,sse,54.87,477.96,0.3,400,9
45,sse,crps,67.64,602.52,0.3,400,9
46,sse,dss,-454.33,-3197.9,0.3,400,9
47,sse,is1,284.03,2389.94,0.3,400,9
48,crps,sse,54.85,476.76,0.5,400,9
49,crps,crps,67.28,596.37,0.5,400,9
50,crps,dss,-459.15,-3380.19,0.5,400,9
51,crps,is1,284.74,2337.96,0.5,400,9
52,dss,sse,56.35,473.58,0.5,400,9
53,dss,crps,71.12,615.34,0.5,400,9
54,dss,dss,-440.45,-3160.56,0.5,400,9
55,dss,is1,294.7,2467.79,0.5,400,9
56,is1,sse,54.54,477.4,0.5,400,9
57,is1,crps,66.92,601.65,0.5,400,9
58,is1,dss,-459.84,-3400.39,0.5,400,9
59,is1,is1,280.37,2374.05,0.5,400,9
60,sse,sse,55.77,476.41,0.5,400,9
61,sse,crps,70.39,619.14,0.5,400,9
62,sse,dss,-447.22,-3136.12,0.5,400,9
63,sse,is1,292.6,2479.49,0.5,400,9
64,crps,sse,55.88,471.94,0.8,400,9
65,crps,crps,68.6,589.42,0.8,400,9
66,crps,dss,-447.99,-3424.09,0.8,400,9
67,crps,is1,287.45,2305.18,0.8,400,9
68,dss,sse,58.01,470.63,0.8,400,9
69,dss,crps,74.7,626.68,0.8,400,9
70,dss,dss,-423.88,-3190.04,0.8,400,9
71,dss,is1,310.7,2525.19,0.8,400,9
72,is1,sse,54.56,477.13,0.8,400,9
73,is1,crps,66.98,601.0,0.8,400,9
74,is1,dss,-459.55,-3403.03,0.8,400,9
75,is1,is1,280.9,2371.96,0.8,400,9
76,sse,sse,55.77,476.41,0.8,400,9
77,sse,crps,70.39,619.14,0.8,400,9
78,sse,dss,-447.22,-3136.12,0.8,400,9
79,sse,is1,292.6,2479.49,0.8,400,9
