,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,78.69,867.05,0.0,200,92
1,crps,crps,50.55,532.78,0.0,200,92
2,crps,dss,-156.9,-442.95,0.0,200,92
3,crps,is1,685.62,5454.06,0.0,200,92
4,dss,sse,74.36,782.47,0.0,200,92
5,dss,crps,49.53,495.43,0.0,200,92
6,dss,dss,-172.78,-269.58,0.0,200,92
7,dss,is1,689.75,5368.71,0.0,200,92
8,is1,sse,94.68,927.13,0.0,200,92
9,is1,crps,54.28,546.8,0.0,200,92
10,is1,dss,-137.46,-296.16,0.0,200,92
11,is1,is1,681.96,5403.36,0.0,200,92
12,sse,sse,73.69,784.98,0.0,200,92
13,sse,crps,49.13,498.74,0.0,200,92
14,sse,dss,-172.78,-273.13,0.0,200,92
15,sse,is1,686.63,5409.81,0.0,200,92
16,crps,sse,80.72,839.21,0.1,200,92
17,crps,crps,52.51,515.61,0.1,200,92
18,crps,dss,-125.17,-235.4,0.1,200,92
19,crps,is1,694.29,5380.04,0.1,200,92
20,dss,sse,75.32,765.15,0.1,200,92
21,dss,crps,50.51,487.14,0.1,200,92
22,dss,dss,-163.52,-385.82,0.1,200,92
23,dss,is1,692.28,5346.64,0.1,200,92
24,is1,sse,137.43,1200.16,0.1,200,92
25,is1,crps,65.46,596.07,0.1,200,92
26,is1,dss,55.92,910.82,0.1,200,92
27,is1,is1,691.28,5326.23,0.1,200,92
28,sse,sse,75.32,765.15,0.1,200,92
29,sse,crps,50.51,487.14,0.1,200,92
30,sse,dss,-163.52,-385.82,0.1,200,92
31,sse,is1,692.28,5346.64,0.1,200,92
32,crps,sse,210.31,1757.88,0.3,200,92
33,crps,crps,102.14,861.73,0.3,200,92
34,crps,dss,81.17,955.89,0.3,200,92
35,crps,is1,796.74,6225.7,0.3,200,92
36,dss,sse,210.31,1757.88,0.3,200,92
37,dss,crps,102.14,861.73,0.3,200,92
38,dss,dss,81.17,955.89,0.3,200,92
39,dss,is1,796.74,6225.7,0.3,200,92
40,is1,sse,137.43,1200.16,0.3,200,92
41,is1,crps,65.46,596.07,0.3,200,92
42,is1,dss,55.92,910.82,0.3,200,92
43,is1,is1,691.28,5326.23,0.3,200,92
44,sse,sse,210.31,1757.88,0.3,200,92
45,sse,crps,102.14,861.73,0.3,200,92
46,sse,dss,81.17,955.89,0.3,200,92
47,sse,is1,796.74,6225.7,0.3,200,92
48,crps,sse,210.31,1757.88,0.5,200,92
49,crps,crps,102.14,861.73,0.5,200,92
50,crps,dss,81.17,955.89,0.5,200,92
51,crps,is1,796.74,6225.7,0.5,200,92
52,dss,sse,210.31,1757.88,0.5,200,92
53,dss,crps,102.14,861.73,0.5,200,92
54,dss,dss,81.17,955.89,0.5,200,92
55,dss,is1,796.74,6225.7,0.5,200,92
56,is1,sse,265.32,2116.16,0.5,200,92
57,is1,crps,113.46,935.07,0.5,200,92
58,is1,dss,256.41,2041.75,0.5,200,92
59,is1,is1,785.42,6113.33,0.5,200,92
60,sse,sse,210.31,1757.88,0.5,200,92
61,sse,crps,102.14,861.73,0.5,200,92
62,sse,dss,81.17,955.89,0.5,200,92
63,sse,is1,796.74,6225.7,0.5,200,92
64,crps,sse,210.31,1757.88,0.8,200,92
65,crps,crps,102.14,861.73,0.8,200,92
66,crps,dss,81.17,955.89,0.8,200,92
67,crps,is1,796.74,6225.7,0.8,200,92
68,dss,sse,210.31,1757.88,0.8,200,92
69,dss,crps,102.14,861.73,0.8,200,92
70,dss,dss,81.17,955.89,0.8,200,92
71,dss,is1,796.74,6225.7,0.8,200,92
72,is1,sse,265.32,2116.16,0.8,200,92
73,is1,crps,113.46,935.07,0.8,200,92
74,is1,dss,256.41,2041.75,0.8,200,92
75,is1,is1,785.42,6113.33,0.8,200,92
76,sse,sse,210.31,1757.88,0.8,200,92
77,sse,crps,102.14,861.73,0.8,200,92
78,sse,dss,81.17,955.89,0.8,200,92
79,sse,is1,796.74,6225.7,0.8,200,92
