,0
0,-0.8554434009771672
1,0.1780917179981023
2,0.9894634860129861
3,0.6666220013034336
4,-0.764613468567596
5,-0.3961533567546407
6,0.7333652742454893
7,-0.15600300780207021
8,-0.7725449594082003
9,0.37694128348375955
10,-0.8323117197978644
11,-0.37374347786974327
12,0.5254739601999312
13,0.9748728993674192
14,0.47938080374612957
15,0.47018066538839554
16,0.3457451896940591
17,0.8066804406569439
18,0.5237599302546154
19,-0.2787129582352388
20,0.45808333383197897
21,-0.2792313712172507
22,0.7318596524078327
23,-0.8248757472499535
24,0.06525995366447268
25,0.6723861356356169
26,0.4293466607714471
27,0.6723813938571634
28,0.031978128146405105
29,0.45569880367924376
30,0.21278921871925305
31,0.7513454436166598
32,-0.8861123438274019
33,-0.4062377736528382
34,-0.5641805912465858
35,-0.7351905498674214
36,0.32860427836128236
37,-0.4011276969071651
38,0.15264082185176098
39,-0.2848126806767812
40,-0.1987509013891453
41,-0.6397767151833504
42,0.17759438469135658
43,-0.8069020910903755
44,-0.9100466431232153
45,-0.506876088906208
46,0.8806023964759062
47,-0.8713183983563566
48,0.6125527490119376
49,0.9020888682400099
50,-0.9758937343667664
51,-0.6302847262342179
52,-0.0356987533761306
53,0.8657414290408794
54,0.7886523147737903
55,-0.5028712380491043
56,-0.2507517956582497
57,0.905474690978282
58,-0.42361358164171214
59,0.18156666350536144
60,0.91135974747353
61,-0.46839496018904736
62,0.8435269559326664
63,0.30057334053015095
64,0.9789923734064725
65,-0.5305363343880656
66,-0.15379063639213708
67,0.4862582618154685
68,-0.08998107431015367
69,0.7475577900732511
70,-0.5729381542140775
71,0.9894362229403373
72,0.3135657747435363
73,-0.163242552035902
74,-0.05712205847293683
75,0.5063383401217649
76,0.06807102791904551
77,-0.27774478683674997
78,-0.39350941876924006
79,0.3069266159681521
80,0.5948794224048537
81,0.8453955998116229
82,-0.27697701976152134
83,-0.4907906851786945
84,0.8900427348930109
85,0.20099422730573346
86,-0.2328496610891171
87,0.6443084128210914
88,0.21484005907970438
89,-0.5182334547682281
90,0.14539359610842184
91,0.5180467748790583
92,0.32853163279960773
93,0.03769272278975011
94,0.8356819317496951
95,0.3424518278224047
96,0.616389596693772
97,0.8121523582579036
98,0.22559515088543813
99,0.5427047679246959
100,0.1735486514241087
101,-0.864591870554172
102,-0.7860019227357187
103,-0.8671440425590677
104,-0.006981559069697996
105,-0.5022890250736498
106,0.22456051248779474
107,-0.35981385578984515
108,0.42705849063760914
109,-0.3889902321256675
110,0.55410771873266
111,0.17083052617600747
112,0.9281516193027506
113,-0.5927635369308792
114,-0.6222674112264361
115,-0.6981798112349107
116,0.8473634125824789
117,0.8852581175027929
118,-0.7444927723818466
119,0.08920573400673071
120,-0.3941480421878294
121,-0.9139589795062957
122,-0.47498147859653406
123,0.3958787543437554
124,-0.2546885040231075
125,-0.6734200050225314
126,-0.7347564957621366
127,-0.9024929007336719
128,0.5486246251494395
129,-0.9626116565684779
130,-0.052642486021908574
131,0.9967165729852001
132,0.9706360110864856
133,-0.8070108090128199
134,-0.47586229682909353
135,-0.7143435308989341
136,-0.8075739704878102
137,-0.8230654187447177
138,-0.698055618903973
139,0.06935803937541918
140,0.5695692492220499
141,0.08187057373125062
142,0.8731386867450783
143,-0.6475962900665186
144,-0.05101024086066941
145,-0.08853192464089865
146,0.3012971449919988
147,0.7215633596827964
148,0.4712586945397217
149,-0.921077530883867
150,-0.1881287399097038
151,-0.7665452963118278
152,0.8565958467969401
153,-0.676033023664766
154,0.5256770269231246
155,-0.9623886855467487
156,0.9338995768070932
157,0.3755134408657268
158,-0.7818041593132545
159,0.9481501230479386
160,0.9691639532364693
161,-0.7650094175476394
162,0.9880093191116106
163,-0.5489719548236947
164,0.7807952021716376
165,0.9589279699487716
166,0.6812436157792232
167,-0.748443252784988
168,0.18239937320244626
169,-0.7250474494847707
170,-0.4982480364819213
171,-0.2037371965575845
172,0.7368695994043832
173,0.7084213464839093
174,-0.576230280902096
175,-0.2622333984247227
176,0.16512947321923033
177,0.8239218793057501
178,-0.7151369952211133
179,-0.2403451719357923
180,-0.2748644243899627
181,0.6790678396806178
182,-0.9015463134802681
183,-0.32586048432442105
184,0.4893729788040806
185,0.7485447093131679
186,0.009739189229652334
187,0.15448570566579778
188,0.5035343493847588
