,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,463.24,420.24,0.0,1600,65
1,crps,crps,404.68,400.88,0.0,1600,65
2,crps,dss,-1110.84,-1180.55,0.0,1600,65
3,crps,is1,5140.61,5116.03,0.0,1600,65
4,dss,sse,464.06,421.35,0.0,1600,65
5,dss,crps,405.57,400.97,0.0,1600,65
6,dss,dss,-1134.0,-1145.54,0.0,1600,65
7,dss,is1,5144.03,5117.53,0.0,1600,65
8,is1,sse,447.73,430.44,0.0,1600,65
9,is1,crps,401.88,400.88,0.0,1600,65
10,is1,dss,-1139.63,-1194.19,0.0,1600,65
11,is1,is1,5104.56,5115.0,0.0,1600,65
12,sse,sse,463.17,419.38,0.0,1600,65
13,sse,crps,405.41,399.21,0.0,1600,65
14,sse,dss,-1115.79,-1170.51,0.0,1600,65
15,sse,is1,5143.94,5101.67,0.0,1600,65
16,crps,sse,484.29,422.06,0.1,1600,65
17,crps,crps,413.32,399.77,0.1,1600,65
18,crps,dss,-822.67,-914.21,0.1,1600,65
19,crps,is1,5158.91,5095.19,0.1,1600,65
20,dss,sse,466.62,418.49,0.1,1600,65
21,dss,crps,408.02,397.82,0.1,1600,65
22,dss,dss,-1091.1,-1194.16,0.1,1600,65
23,dss,is1,5152.16,5103.34,0.1,1600,65
24,is1,sse,484.29,422.06,0.1,1600,65
25,is1,crps,413.32,399.77,0.1,1600,65
26,is1,dss,-822.67,-914.21,0.1,1600,65
27,is1,is1,5158.91,5095.19,0.1,1600,65
28,sse,sse,484.29,422.06,0.1,1600,65
29,sse,crps,413.32,399.77,0.1,1600,65
30,sse,dss,-822.67,-914.21,0.1,1600,65
31,sse,is1,5158.91,5095.19,0.1,1600,65
32,crps,sse,1570.82,1473.7,0.3,1600,65
33,crps,crps,820.8,793.49,0.3,1600,65
34,crps,dss,803.92,684.7,0.3,1600,65
35,crps,is1,6066.33,6021.36,0.3,1600,65
36,dss,sse,1570.82,1473.7,0.3,1600,65
37,dss,crps,820.8,793.49,0.3,1600,65
38,dss,dss,803.92,684.7,0.3,1600,65
39,dss,is1,6066.33,6021.36,0.3,1600,65
40,is1,sse,484.29,422.06,0.3,1600,65
41,is1,crps,413.32,399.77,0.3,1600,65
42,is1,dss,-822.67,-914.21,0.3,1600,65
43,is1,is1,5158.91,5095.19,0.3,1600,65
44,sse,sse,1570.82,1473.7,0.3,1600,65
45,sse,crps,820.8,793.49,0.3,1600,65
46,sse,dss,803.92,684.7,0.3,1600,65
47,sse,is1,6066.33,6021.36,0.3,1600,65
48,crps,sse,1570.82,1473.7,0.5,1600,65
49,crps,crps,820.8,793.49,0.5,1600,65
50,crps,dss,803.92,684.7,0.5,1600,65
51,crps,is1,6066.33,6021.36,0.5,1600,65
52,dss,sse,1570.82,1473.7,0.5,1600,65
53,dss,crps,820.8,793.49,0.5,1600,65
54,dss,dss,803.92,684.7,0.5,1600,65
55,dss,is1,6066.33,6021.36,0.5,1600,65
56,is1,sse,1570.82,1473.7,0.5,1600,65
57,is1,crps,820.8,793.49,0.5,1600,65
58,is1,dss,803.92,684.7,0.5,1600,65
59,is1,is1,6066.33,6021.36,0.5,1600,65
60,sse,sse,1570.82,1473.7,0.5,1600,65
61,sse,crps,820.8,793.49,0.5,1600,65
62,sse,dss,803.92,684.7,0.5,1600,65
63,sse,is1,6066.33,6021.36,0.5,1600,65
64,crps,sse,1570.82,1473.7,0.8,1600,65
65,crps,crps,820.8,793.49,0.8,1600,65
66,crps,dss,803.92,684.7,0.8,1600,65
67,crps,is1,6066.33,6021.36,0.8,1600,65
68,dss,sse,1570.82,1473.7,0.8,1600,65
69,dss,crps,820.8,793.49,0.8,1600,65
70,dss,dss,803.92,684.7,0.8,1600,65
71,dss,is1,6066.33,6021.36,0.8,1600,65
72,is1,sse,1570.82,1473.7,0.8,1600,65
73,is1,crps,820.8,793.49,0.8,1600,65
74,is1,dss,803.92,684.7,0.8,1600,65
75,is1,is1,6066.33,6021.36,0.8,1600,65
76,sse,sse,1570.82,1473.7,0.8,1600,65
77,sse,crps,820.8,793.49,0.8,1600,65
78,sse,dss,803.92,684.7,0.8,1600,65
79,sse,is1,6066.33,6021.36,0.8,1600,65
