,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,200.1,455.94,0.0,1600,25
1,crps,crps,264.12,573.66,0.0,1600,25
2,crps,dss,-2064.8,-3759.82,0.0,1600,25
3,crps,is1,1089.3,2257.65,0.0,1600,25
4,dss,sse,199.95,458.03,0.0,1600,25
5,dss,crps,264.55,575.12,0.0,1600,25
6,dss,dss,-2072.94,-3702.12,0.0,1600,25
7,dss,is1,1091.09,2260.57,0.0,1600,25
8,is1,sse,200.04,457.96,0.0,1600,25
9,is1,crps,264.85,575.66,0.0,1600,25
10,is1,dss,-2060.17,-3726.18,0.0,1600,25
11,is1,is1,1086.43,2271.35,0.0,1600,25
12,sse,sse,198.74,455.95,0.0,1600,25
13,sse,crps,264.4,574.38,0.0,1600,25
14,sse,dss,-2065.23,-3726.58,0.0,1600,25
15,sse,is1,1090.49,2256.59,0.0,1600,25
16,crps,sse,200.14,455.92,0.1,1600,25
17,crps,crps,264.3,573.57,0.1,1600,25
18,crps,dss,-2064.44,-3759.96,0.1,1600,25
19,crps,is1,1090.67,2257.96,0.1,1600,25
20,dss,sse,200.96,455.65,0.1,1600,25
21,dss,crps,265.87,572.8,0.1,1600,25
22,dss,dss,-2060.98,-3734.67,0.1,1600,25
23,dss,is1,1096.51,2255.43,0.1,1600,25
24,is1,sse,200.18,457.45,0.1,1600,25
25,is1,crps,265.18,574.88,0.1,1600,25
26,is1,dss,-2058.13,-3733.58,0.1,1600,25
27,is1,is1,1089.23,2264.18,0.1,1600,25
28,sse,sse,199.88,453.64,0.1,1600,25
29,sse,crps,265.88,571.81,0.1,1600,25
30,sse,dss,-2053.78,-3749.64,0.1,1600,25
31,sse,is1,1096.71,2249.73,0.1,1600,25
32,crps,sse,200.91,455.83,0.3,1600,25
33,crps,crps,265.72,572.15,0.3,1600,25
34,crps,dss,-2055.88,-3762.28,0.3,1600,25
35,crps,is1,1096.8,2254.53,0.3,1600,25
36,dss,sse,203.74,460.19,0.3,1600,25
37,dss,crps,277.1,593.46,0.3,1600,25
38,dss,dss,-2022.41,-3696.84,0.3,1600,25
39,dss,is1,1150.65,2359.38,0.3,1600,25
40,is1,sse,201.06,455.77,0.3,1600,25
41,is1,crps,266.56,572.72,0.3,1600,25
42,is1,dss,-2049.53,-3744.95,0.3,1600,25
43,is1,is1,1097.32,2257.53,0.3,1600,25
44,sse,sse,199.96,453.91,0.3,1600,25
45,sse,crps,266.25,572.05,0.3,1600,25
46,sse,dss,-2052.68,-3743.05,0.3,1600,25
47,sse,is1,1098.72,2252.75,0.3,1600,25
48,crps,sse,201.07,455.84,0.5,1600,25
49,crps,crps,266.55,572.72,0.5,1600,25
50,crps,dss,-2049.95,-3748.44,0.5,1600,25
51,crps,is1,1097.63,2258.42,0.5,1600,25
52,dss,sse,203.74,460.19,0.5,1600,25
53,dss,crps,277.1,593.46,0.5,1600,25
54,dss,dss,-2022.41,-3696.84,0.5,1600,25
55,dss,is1,1150.65,2359.38,0.5,1600,25
56,is1,sse,201.06,455.77,0.5,1600,25
57,is1,crps,266.56,572.72,0.5,1600,25
58,is1,dss,-2049.53,-3744.95,0.5,1600,25
59,is1,is1,1097.32,2257.53,0.5,1600,25
60,sse,sse,206.37,462.2,0.5,1600,25
61,sse,crps,280.22,600.28,0.5,1600,25
62,sse,dss,-1870.69,-3424.27,0.5,1600,25
63,sse,is1,1160.29,2382.25,0.5,1600,25
64,crps,sse,201.07,455.84,0.8,1600,25
65,crps,crps,266.55,572.72,0.8,1600,25
66,crps,dss,-2049.95,-3748.44,0.8,1600,25
67,crps,is1,1097.63,2258.42,0.8,1600,25
68,dss,sse,207.05,463.04,0.8,1600,25
69,dss,crps,282.03,601.63,0.8,1600,25
70,dss,dss,-1977.01,-3622.96,0.8,1600,25
71,dss,is1,1168.72,2390.73,0.8,1600,25
72,is1,sse,201.06,455.77,0.8,1600,25
73,is1,crps,266.56,572.72,0.8,1600,25
74,is1,dss,-2049.53,-3744.95,0.8,1600,25
75,is1,is1,1097.32,2257.53,0.8,1600,25
76,sse,sse,208.97,466.35,0.8,1600,25
77,sse,crps,290.39,620.77,0.8,1600,25
78,sse,dss,-1844.67,-3382.76,0.8,1600,25
79,sse,is1,1211.61,2481.08,0.8,1600,25
