,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,232.99,459.03,0.0,1600,60
1,crps,crps,289.65,576.83,0.0,1600,60
2,crps,dss,-1818.75,-3618.83,0.0,1600,60
3,crps,is1,1199.9,2267.1,0.0,1600,60
4,dss,sse,233.68,458.68,0.0,1600,60
5,dss,crps,291.33,580.06,0.0,1600,60
6,dss,dss,-1833.97,-3639.37,0.0,1600,60
7,dss,is1,1209.11,2277.77,0.0,1600,60
8,is1,sse,234.44,459.9,0.0,1600,60
9,is1,crps,290.64,577.57,0.0,1600,60
10,is1,dss,-1815.38,-3591.83,0.0,1600,60
11,is1,is1,1200.02,2271.67,0.0,1600,60
12,sse,sse,233.66,457.66,0.0,1600,60
13,sse,crps,290.56,575.85,0.0,1600,60
14,sse,dss,-1804.18,-3639.7,0.0,1600,60
15,sse,is1,1203.05,2261.26,0.0,1600,60
16,crps,sse,233.02,458.98,0.1,1600,60
17,crps,crps,289.81,576.64,0.1,1600,60
18,crps,dss,-1818.39,-3619.33,0.1,1600,60
19,crps,is1,1201.3,2264.94,0.1,1600,60
20,dss,sse,235.95,456.44,0.1,1600,60
21,dss,crps,293.68,577.05,0.1,1600,60
22,dss,dss,-1815.8,-3670.24,0.1,1600,60
23,dss,is1,1216.83,2269.21,0.1,1600,60
24,is1,sse,235.22,457.79,0.1,1600,60
25,is1,crps,291.96,575.16,0.1,1600,60
26,is1,dss,-1805.55,-3614.13,0.1,1600,60
27,is1,is1,1205.57,2257.72,0.1,1600,60
28,sse,sse,233.72,457.12,0.1,1600,60
29,sse,crps,290.8,575.12,0.1,1600,60
30,sse,dss,-1803.53,-3645.16,0.1,1600,60
31,sse,is1,1204.05,2259.87,0.1,1600,60
32,crps,sse,236.72,455.81,0.3,1600,60
33,crps,crps,293.6,572.26,0.3,1600,60
34,crps,dss,-1770.43,-3700.36,0.3,1600,60
35,crps,is1,1214.42,2250.63,0.3,1600,60
36,dss,sse,240.68,467.2,0.3,1600,60
37,dss,crps,306.46,603.12,0.3,1600,60
38,dss,dss,-1737.46,-3519.28,0.3,1600,60
39,dss,is1,1267.35,2398.6,0.3,1600,60
40,is1,sse,236.72,455.81,0.3,1600,60
41,is1,crps,293.6,572.26,0.3,1600,60
42,is1,dss,-1770.43,-3700.36,0.3,1600,60
43,is1,is1,1214.42,2250.63,0.3,1600,60
44,sse,sse,235.57,457.77,0.3,1600,60
45,sse,crps,292.95,573.61,0.3,1600,60
46,sse,dss,-1789.44,-3660.24,0.3,1600,60
47,sse,is1,1210.89,2257.71,0.3,1600,60
48,crps,sse,236.72,455.81,0.5,1600,60
49,crps,crps,293.6,572.26,0.5,1600,60
50,crps,dss,-1770.43,-3700.36,0.5,1600,60
51,crps,is1,1214.42,2250.63,0.5,1600,60
52,dss,sse,243.01,470.42,0.5,1600,60
53,dss,crps,317.31,620.99,0.5,1600,60
54,dss,dss,-1659.57,-3339.87,0.5,1600,60
55,dss,is1,1304.88,2480.43,0.5,1600,60
56,is1,sse,236.72,455.81,0.5,1600,60
57,is1,crps,293.6,572.26,0.5,1600,60
58,is1,dss,-1770.43,-3700.36,0.5,1600,60
59,is1,is1,1214.42,2250.63,0.5,1600,60
60,sse,sse,243.01,470.42,0.5,1600,60
61,sse,crps,317.31,620.99,0.5,1600,60
62,sse,dss,-1659.57,-3339.87,0.5,1600,60
63,sse,is1,1304.88,2480.43,0.5,1600,60
64,crps,sse,236.72,455.81,0.8,1600,60
65,crps,crps,293.6,572.26,0.8,1600,60
66,crps,dss,-1770.43,-3700.36,0.8,1600,60
67,crps,is1,1214.42,2250.63,0.8,1600,60
68,dss,sse,243.01,470.42,0.8,1600,60
69,dss,crps,317.31,620.99,0.8,1600,60
70,dss,dss,-1659.57,-3339.87,0.8,1600,60
71,dss,is1,1304.88,2480.43,0.8,1600,60
72,is1,sse,236.72,455.81,0.8,1600,60
73,is1,crps,293.6,572.26,0.8,1600,60
74,is1,dss,-1770.43,-3700.36,0.8,1600,60
75,is1,is1,1214.42,2250.63,0.8,1600,60
76,sse,sse,243.01,470.42,0.8,1600,60
77,sse,crps,317.31,620.99,0.8,1600,60
78,sse,dss,-1659.57,-3339.87,0.8,1600,60
79,sse,is1,1304.88,2480.43,0.8,1600,60
