,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,118.87,472.04,0.0,800,38
1,crps,crps,144.43,587.46,0.0,800,38
2,crps,dss,-922.0,-3557.67,0.0,800,38
3,crps,is1,570.42,2291.61,0.0,800,38
4,dss,sse,119.18,481.25,0.0,800,38
5,dss,crps,144.68,598.35,0.0,800,38
6,dss,dss,-942.47,-3392.37,0.0,800,38
7,dss,is1,575.61,2318.93,0.0,800,38
8,is1,sse,120.98,472.2,0.0,800,38
9,is1,crps,146.01,588.06,0.0,800,38
10,is1,dss,-895.67,-3477.47,0.0,800,38
11,is1,is1,564.08,2309.14,0.0,800,38
12,sse,sse,121.46,461.91,0.0,800,38
13,sse,crps,146.85,581.79,0.0,800,38
14,sse,dss,-907.66,-3556.8,0.0,800,38
15,sse,is1,573.68,2294.98,0.0,800,38
16,crps,sse,118.87,472.04,0.1,800,38
17,crps,crps,144.43,587.46,0.1,800,38
18,crps,dss,-922.0,-3557.67,0.1,800,38
19,crps,is1,570.42,2291.61,0.1,800,38
20,dss,sse,120.57,482.55,0.1,800,38
21,dss,crps,146.49,601.09,0.1,800,38
22,dss,dss,-927.67,-3355.45,0.1,800,38
23,dss,is1,584.35,2333.0,0.1,800,38
24,is1,sse,121.0,472.07,0.1,800,38
25,is1,crps,146.23,587.12,0.1,800,38
26,is1,dss,-895.46,-3479.33,0.1,800,38
27,is1,is1,565.26,2306.55,0.1,800,38
28,sse,sse,121.5,461.81,0.1,800,38
29,sse,crps,146.94,581.47,0.1,800,38
30,sse,dss,-907.19,-3557.8,0.1,800,38
31,sse,is1,573.74,2294.64,0.1,800,38
32,crps,sse,120.73,468.71,0.3,800,38
33,crps,crps,146.21,583.98,0.3,800,38
34,crps,dss,-887.81,-3592.05,0.3,800,38
35,crps,is1,574.97,2286.05,0.3,800,38
36,dss,sse,125.07,464.3,0.3,800,38
37,dss,crps,154.03,599.22,0.3,800,38
38,dss,dss,-892.21,-3546.91,0.3,800,38
39,dss,is1,607.15,2391.58,0.3,800,38
40,is1,sse,121.65,470.33,0.3,800,38
41,is1,crps,147.54,585.5,0.3,800,38
42,is1,dss,-880.24,-3521.99,0.3,800,38
43,is1,is1,571.02,2306.29,0.3,800,38
44,sse,sse,124.87,464.57,0.3,800,38
45,sse,crps,154.64,604.46,0.3,800,38
46,sse,dss,-830.28,-3335.55,0.3,800,38
47,sse,is1,603.0,2406.11,0.3,800,38
48,crps,sse,121.01,466.9,0.5,800,38
49,crps,crps,146.65,583.52,0.5,800,38
50,crps,dss,-882.51,-3571.65,0.5,800,38
51,crps,is1,575.4,2280.38,0.5,800,38
52,dss,sse,125.77,466.98,0.5,800,38
53,dss,crps,158.82,620.65,0.5,800,38
54,dss,dss,-821.3,-3311.38,0.5,800,38
55,dss,is1,621.73,2480.6,0.5,800,38
56,is1,sse,123.19,464.8,0.5,800,38
57,is1,crps,148.23,583.01,0.5,800,38
58,is1,dss,-876.04,-3536.97,0.5,800,38
59,is1,is1,572.57,2305.48,0.5,800,38
60,sse,sse,125.77,466.98,0.5,800,38
61,sse,crps,158.82,620.65,0.5,800,38
62,sse,dss,-821.3,-3311.38,0.5,800,38
63,sse,is1,621.73,2480.6,0.5,800,38
64,crps,sse,123.95,456.32,0.8,800,38
65,crps,crps,148.57,575.88,0.8,800,38
66,crps,dss,-870.41,-3613.25,0.8,800,38
67,crps,is1,578.88,2266.76,0.8,800,38
68,dss,sse,125.77,466.98,0.8,800,38
69,dss,crps,158.82,620.65,0.8,800,38
70,dss,dss,-821.3,-3311.38,0.8,800,38
71,dss,is1,621.73,2480.6,0.8,800,38
72,is1,sse,124.6,461.19,0.8,800,38
73,is1,crps,149.89,583.63,0.8,800,38
74,is1,dss,-863.64,-3532.55,0.8,800,38
75,is1,is1,585.19,2312.54,0.8,800,38
76,sse,sse,125.77,466.98,0.8,800,38
77,sse,crps,158.82,620.65,0.8,800,38
78,sse,dss,-821.3,-3311.38,0.8,800,38
79,sse,is1,621.73,2480.6,0.8,800,38
