,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,106.18,757.9,0.0,200,47
1,crps,crps,62.06,501.43,0.0,200,47
2,crps,dss,-85.54,-551.75,0.0,200,47
3,crps,is1,661.83,5499.74,0.0,200,47
4,dss,sse,106.78,748.76,0.0,200,47
5,dss,crps,62.41,496.08,0.0,200,47
6,dss,dss,-90.69,-460.99,0.0,200,47
7,dss,is1,661.95,5451.86,0.0,200,47
8,is1,sse,111.41,864.96,0.0,200,47
9,is1,crps,62.64,532.93,0.0,200,47
10,is1,dss,-83.8,-201.3,0.0,200,47
11,is1,is1,645.22,5370.26,0.0,200,47
12,sse,sse,106.13,758.54,0.0,200,47
13,sse,crps,62.13,501.55,0.0,200,47
14,sse,dss,-86.06,-545.32,0.0,200,47
15,sse,is1,661.89,5498.71,0.0,200,47
16,crps,sse,108.28,741.5,0.1,200,47
17,crps,crps,64.01,485.53,0.1,200,47
18,crps,dss,-47.22,-472.73,0.1,200,47
19,crps,is1,666.76,5442.91,0.1,200,47
20,dss,sse,107.11,746.66,0.1,200,47
21,dss,crps,63.38,488.49,0.1,200,47
22,dss,dss,-81.09,-608.35,0.1,200,47
23,dss,is1,666.63,5442.38,0.1,200,47
24,is1,sse,144.85,1211.87,0.1,200,47
25,is1,crps,72.19,589.89,0.1,200,47
26,is1,dss,100.02,833.24,0.1,200,47
27,is1,is1,652.57,5295.18,0.1,200,47
28,sse,sse,108.28,741.5,0.1,200,47
29,sse,crps,64.01,485.53,0.1,200,47
30,sse,dss,-47.22,-472.73,0.1,200,47
31,sse,is1,666.76,5442.91,0.1,200,47
32,crps,sse,230.23,1658.19,0.3,200,47
33,crps,crps,108.36,839.47,0.3,200,47
34,crps,dss,125.77,875.92,0.3,200,47
35,crps,is1,796.29,6159.81,0.3,200,47
36,dss,sse,230.23,1658.19,0.3,200,47
37,dss,crps,108.36,839.47,0.3,200,47
38,dss,dss,125.77,875.92,0.3,200,47
39,dss,is1,796.29,6159.81,0.3,200,47
40,is1,sse,144.85,1211.87,0.3,200,47
41,is1,crps,72.19,589.89,0.3,200,47
42,is1,dss,100.02,833.24,0.3,200,47
43,is1,is1,652.57,5295.18,0.3,200,47
44,sse,sse,230.23,1658.19,0.3,200,47
45,sse,crps,108.36,839.47,0.3,200,47
46,sse,dss,125.77,875.92,0.3,200,47
47,sse,is1,796.29,6159.81,0.3,200,47
48,crps,sse,230.23,1658.19,0.5,200,47
49,crps,crps,108.36,839.47,0.5,200,47
50,crps,dss,125.77,875.92,0.5,200,47
51,crps,is1,796.29,6159.81,0.5,200,47
52,dss,sse,230.23,1658.19,0.5,200,47
53,dss,crps,108.36,839.47,0.5,200,47
54,dss,dss,125.77,875.92,0.5,200,47
55,dss,is1,796.29,6159.81,0.5,200,47
56,is1,sse,245.33,2176.85,0.5,200,47
57,is1,crps,110.99,947.05,0.5,200,47
58,is1,dss,240.46,2088.78,0.5,200,47
59,is1,is1,768.3,6130.35,0.5,200,47
60,sse,sse,230.23,1658.19,0.5,200,47
61,sse,crps,108.36,839.47,0.5,200,47
62,sse,dss,125.77,875.92,0.5,200,47
63,sse,is1,796.29,6159.81,0.5,200,47
64,crps,sse,230.23,1658.19,0.8,200,47
65,crps,crps,108.36,839.47,0.8,200,47
66,crps,dss,125.77,875.92,0.8,200,47
67,crps,is1,796.29,6159.81,0.8,200,47
68,dss,sse,230.23,1658.19,0.8,200,47
69,dss,crps,108.36,839.47,0.8,200,47
70,dss,dss,125.77,875.92,0.8,200,47
71,dss,is1,796.29,6159.81,0.8,200,47
72,is1,sse,245.33,2176.85,0.8,200,47
73,is1,crps,110.99,947.05,0.8,200,47
74,is1,dss,240.46,2088.78,0.8,200,47
75,is1,is1,768.3,6130.35,0.8,200,47
76,sse,sse,230.23,1658.19,0.8,200,47
77,sse,crps,108.36,839.47,0.8,200,47
78,sse,dss,125.77,875.92,0.8,200,47
79,sse,is1,796.29,6159.81,0.8,200,47
