,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,123.74,480.93,0.0,800,14
1,crps,crps,148.4,594.02,0.0,800,14
2,crps,dss,-909.2,-3549.02,0.0,800,14
3,crps,is1,610.7,2347.16,0.0,800,14
4,dss,sse,125.31,472.82,0.0,800,14
5,dss,crps,149.57,590.93,0.0,800,14
6,dss,dss,-903.17,-3588.24,0.0,800,14
7,dss,is1,612.51,2319.37,0.0,800,14
8,is1,sse,125.96,471.77,0.0,800,14
9,is1,crps,150.4,593.16,0.0,800,14
10,is1,dss,-893.14,-3568.0,0.0,800,14
11,is1,is1,610.76,2360.68,0.0,800,14
12,sse,sse,119.74,485.78,0.0,800,14
13,sse,crps,148.68,599.02,0.0,800,14
14,sse,dss,-905.67,-3595.94,0.0,800,14
15,sse,is1,619.84,2360.86,0.0,800,14
16,crps,sse,123.74,480.93,0.1,800,14
17,crps,crps,148.4,594.02,0.1,800,14
18,crps,dss,-909.2,-3549.02,0.1,800,14
19,crps,is1,610.7,2347.16,0.1,800,14
20,dss,sse,127.34,467.74,0.1,800,14
21,dss,crps,153.38,591.47,0.1,800,14
22,dss,dss,-891.59,-3599.32,0.1,800,14
23,dss,is1,625.12,2332.32,0.1,800,14
24,is1,sse,125.96,471.77,0.1,800,14
25,is1,crps,150.4,593.16,0.1,800,14
26,is1,dss,-893.14,-3568.0,0.1,800,14
27,is1,is1,610.76,2360.68,0.1,800,14
28,sse,sse,119.79,485.63,0.1,800,14
29,sse,crps,148.76,598.82,0.1,800,14
30,sse,dss,-905.23,-3597.49,0.1,800,14
31,sse,is1,620.3,2357.8,0.1,800,14
32,crps,sse,124.23,478.37,0.3,800,14
33,crps,crps,148.94,591.07,0.3,800,14
34,crps,dss,-902.46,-3600.4,0.3,800,14
35,crps,is1,614.69,2325.83,0.3,800,14
36,dss,sse,129.37,464.23,0.3,800,14
37,dss,crps,157.96,599.15,0.3,800,14
38,dss,dss,-864.84,-3636.15,0.3,800,14
39,dss,is1,646.28,2373.86,0.3,800,14
40,is1,sse,126.79,470.16,0.3,800,14
41,is1,crps,152.71,592.39,0.3,800,14
42,is1,dss,-884.26,-3594.98,0.3,800,14
43,is1,is1,620.65,2346.29,0.3,800,14
44,sse,sse,125.15,474.61,0.3,800,14
45,sse,crps,158.83,614.86,0.3,800,14
46,sse,dss,-769.24,-3236.08,0.3,800,14
47,sse,is1,657.17,2470.95,0.3,800,14
48,crps,sse,125.94,468.41,0.5,800,14
49,crps,crps,151.43,579.44,0.5,800,14
50,crps,dss,-880.86,-3684.92,0.5,800,14
51,crps,is1,620.42,2273.12,0.5,800,14
52,dss,sse,130.16,465.74,0.5,800,14
53,dss,crps,159.31,602.83,0.5,800,14
54,dss,dss,-849.49,-3606.09,0.5,800,14
55,dss,is1,652.42,2390.34,0.5,800,14
56,is1,sse,128.04,461.44,0.5,800,14
57,is1,crps,153.75,585.91,0.5,800,14
58,is1,dss,-869.64,-3648.18,0.5,800,14
59,is1,is1,625.54,2302.15,0.5,800,14
60,sse,sse,125.15,474.61,0.5,800,14
61,sse,crps,158.83,614.86,0.5,800,14
62,sse,dss,-769.24,-3236.08,0.5,800,14
63,sse,is1,657.17,2470.95,0.5,800,14
64,crps,sse,125.94,468.41,0.8,800,14
65,crps,crps,151.43,579.44,0.8,800,14
66,crps,dss,-880.86,-3684.92,0.8,800,14
67,crps,is1,620.42,2273.12,0.8,800,14
68,dss,sse,130.99,469.19,0.8,800,14
69,dss,crps,163.43,621.9,0.8,800,14
70,dss,dss,-784.05,-3364.97,0.8,800,14
71,dss,is1,670.24,2476.68,0.8,800,14
72,is1,sse,128.94,462.77,0.8,800,14
73,is1,crps,155.2,589.31,0.8,800,14
74,is1,dss,-853.24,-3617.52,0.8,800,14
75,is1,is1,632.32,2316.03,0.8,800,14
76,sse,sse,127.51,478.1,0.8,800,14
77,sse,crps,162.73,628.97,0.8,800,14
78,sse,dss,-714.95,-3043.83,0.8,800,14
79,sse,is1,673.65,2520.56,0.8,800,14
