,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,232.93,476.17,0.0,1600,15
1,crps,crps,286.64,592.41,0.0,1600,15
2,crps,dss,-1890.2,-3584.39,0.0,1600,15
3,crps,is1,1157.0,2344.84,0.0,1600,15
4,dss,sse,239.16,468.76,0.0,1600,15
5,dss,crps,289.84,586.69,0.0,1600,15
6,dss,dss,-1889.86,-3610.25,0.0,1600,15
7,dss,is1,1173.73,2306.23,0.0,1600,15
8,is1,sse,240.24,466.46,0.0,1600,15
9,is1,crps,290.26,585.26,0.0,1600,15
10,is1,dss,-1865.09,-3634.9,0.0,1600,15
11,is1,is1,1168.36,2312.06,0.0,1600,15
12,sse,sse,236.02,475.17,0.0,1600,15
13,sse,crps,289.96,592.57,0.0,1600,15
14,sse,dss,-1827.94,-3596.39,0.0,1600,15
15,sse,is1,1180.62,2337.27,0.0,1600,15
16,crps,sse,233.2,475.91,0.1,1600,15
17,crps,crps,287.08,591.61,0.1,1600,15
18,crps,dss,-1887.47,-3587.03,0.1,1600,15
19,crps,is1,1158.78,2336.51,0.1,1600,15
20,dss,sse,242.75,460.39,0.1,1600,15
21,dss,crps,293.42,577.35,0.1,1600,15
22,dss,dss,-1863.23,-3670.59,0.1,1600,15
23,dss,is1,1184.97,2266.0,0.1,1600,15
24,is1,sse,240.24,466.46,0.1,1600,15
25,is1,crps,290.26,585.26,0.1,1600,15
26,is1,dss,-1865.09,-3634.9,0.1,1600,15
27,is1,is1,1168.36,2312.06,0.1,1600,15
28,sse,sse,236.3,474.86,0.1,1600,15
29,sse,crps,290.39,591.78,0.1,1600,15
30,sse,dss,-1825.15,-3599.44,0.1,1600,15
31,sse,is1,1182.08,2330.83,0.1,1600,15
32,crps,sse,234.4,471.9,0.3,1600,15
33,crps,crps,288.83,586.0,0.3,1600,15
34,crps,dss,-1875.53,-3627.07,0.3,1600,15
35,crps,is1,1161.85,2308.15,0.3,1600,15
36,dss,sse,246.46,465.36,0.3,1600,15
37,dss,crps,305.66,600.27,0.3,1600,15
38,dss,dss,-1810.9,-3591.31,0.3,1600,15
39,dss,is1,1233.82,2376.77,0.3,1600,15
40,is1,sse,241.58,462.84,0.3,1600,15
41,is1,crps,292.33,579.3,0.3,1600,15
42,is1,dss,-1849.59,-3665.89,0.3,1600,15
43,is1,is1,1176.75,2279.85,0.3,1600,15
44,sse,sse,237.5,470.86,0.3,1600,15
45,sse,crps,292.14,586.17,0.3,1600,15
46,sse,dss,-1813.21,-3639.47,0.3,1600,15
47,sse,is1,1185.15,2302.46,0.3,1600,15
48,crps,sse,235.48,469.55,0.5,1600,15
49,crps,crps,289.68,584.36,0.5,1600,15
50,crps,dss,-1849.6,-3677.46,0.5,1600,15
51,crps,is1,1166.57,2300.07,0.5,1600,15
52,dss,sse,247.99,461.81,0.5,1600,15
53,dss,crps,306.76,597.83,0.5,1600,15
54,dss,dss,-1772.9,-3641.6,0.5,1600,15
55,dss,is1,1237.52,2369.58,0.5,1600,15
56,is1,sse,243.38,458.68,0.5,1600,15
57,is1,crps,293.7,576.14,0.5,1600,15
58,is1,dss,-1843.49,-3680.04,0.5,1600,15
59,is1,is1,1183.1,2264.83,0.5,1600,15
60,sse,sse,241.85,462.38,0.5,1600,15
61,sse,crps,301.91,594.38,0.5,1600,15
62,sse,dss,-1708.88,-3511.31,0.5,1600,15
63,sse,is1,1221.14,2345.23,0.5,1600,15
64,crps,sse,244.84,456.7,0.8,1600,15
65,crps,crps,296.21,576.62,0.8,1600,15
66,crps,dss,-1794.22,-3681.74,0.8,1600,15
67,crps,is1,1197.38,2265.14,0.8,1600,15
68,dss,sse,247.99,461.81,0.8,1600,15
69,dss,crps,306.76,597.83,0.8,1600,15
70,dss,dss,-1772.9,-3641.6,0.8,1600,15
71,dss,is1,1237.52,2369.58,0.8,1600,15
72,is1,sse,244.83,457.36,0.8,1600,15
73,is1,crps,296.41,577.01,0.8,1600,15
74,is1,dss,-1804.56,-3686.08,0.8,1600,15
75,is1,is1,1195.59,2268.0,0.8,1600,15
76,sse,sse,241.85,462.38,0.8,1600,15
77,sse,crps,301.91,594.38,0.8,1600,15
78,sse,dss,-1708.88,-3511.31,0.8,1600,15
79,sse,is1,1221.14,2345.23,0.8,1600,15
