,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,456.15,470.27,0.0,1600,19
1,crps,crps,401.34,405.62,0.0,1600,19
2,crps,dss,-1112.95,-1119.1,0.0,1600,19
3,crps,is1,5132.24,5103.71,0.0,1600,19
4,dss,sse,563.39,597.81,0.0,1600,19
5,dss,crps,433.37,446.84,0.0,1600,19
6,dss,dss,-841.17,-615.75,0.0,1600,19
7,dss,is1,5161.41,5141.69,0.0,1600,19
8,is1,sse,463.03,504.19,0.0,1600,19
9,is1,crps,403.72,415.82,0.0,1600,19
10,is1,dss,-1065.78,-932.98,0.0,1600,19
11,is1,is1,5112.86,5117.59,0.0,1600,19
12,sse,sse,497.06,535.18,0.0,1600,19
13,sse,crps,412.12,423.01,0.0,1600,19
14,sse,dss,-901.0,-741.92,0.0,1600,19
15,sse,is1,5195.56,5203.94,0.0,1600,19
16,crps,sse,508.24,556.77,0.1,1600,19
17,crps,crps,414.98,423.3,0.1,1600,19
18,crps,dss,-812.95,-754.84,0.1,1600,19
19,crps,is1,5216.21,5227.85,0.1,1600,19
20,dss,sse,566.96,591.88,0.1,1600,19
21,dss,crps,436.1,443.47,0.1,1600,19
22,dss,dss,-805.27,-682.7,0.1,1600,19
23,dss,is1,5173.15,5129.52,0.1,1600,19
24,is1,sse,559.25,639.25,0.1,1600,19
25,is1,crps,440.73,458.16,0.1,1600,19
26,is1,dss,-150.25,121.71,0.1,1600,19
27,is1,is1,5162.14,5135.97,0.1,1600,19
28,sse,sse,545.02,568.44,0.1,1600,19
29,sse,crps,432.47,433.15,0.1,1600,19
30,sse,dss,-770.18,-625.27,0.1,1600,19
31,sse,is1,5282.13,5250.2,0.1,1600,19
32,crps,sse,1719.13,1776.71,0.3,1600,19
33,crps,crps,850.16,863.68,0.3,1600,19
34,crps,dss,910.79,973.27,0.3,1600,19
35,crps,is1,6220.85,6239.96,0.3,1600,19
36,dss,sse,1719.13,1776.71,0.3,1600,19
37,dss,crps,850.16,863.68,0.3,1600,19
38,dss,dss,910.79,973.27,0.3,1600,19
39,dss,is1,6220.85,6239.96,0.3,1600,19
40,is1,sse,2112.62,2017.44,0.3,1600,19
41,is1,crps,930.18,911.34,0.3,1600,19
42,is1,dss,2026.74,1974.61,0.3,1600,19
43,is1,is1,6108.64,6098.03,0.3,1600,19
44,sse,sse,1719.13,1776.71,0.3,1600,19
45,sse,crps,850.16,863.68,0.3,1600,19
46,sse,dss,910.79,973.27,0.3,1600,19
47,sse,is1,6220.85,6239.96,0.3,1600,19
48,crps,sse,1719.13,1776.71,0.5,1600,19
49,crps,crps,850.16,863.68,0.5,1600,19
50,crps,dss,910.79,973.27,0.5,1600,19
51,crps,is1,6220.85,6239.96,0.5,1600,19
52,dss,sse,1719.13,1776.71,0.5,1600,19
53,dss,crps,850.16,863.68,0.5,1600,19
54,dss,dss,910.79,973.27,0.5,1600,19
55,dss,is1,6220.85,6239.96,0.5,1600,19
56,is1,sse,2112.62,2017.44,0.5,1600,19
57,is1,crps,930.18,911.34,0.5,1600,19
58,is1,dss,2026.74,1974.61,0.5,1600,19
59,is1,is1,6108.64,6098.03,0.5,1600,19
60,sse,sse,1719.13,1776.71,0.5,1600,19
61,sse,crps,850.16,863.68,0.5,1600,19
62,sse,dss,910.79,973.27,0.5,1600,19
63,sse,is1,6220.85,6239.96,0.5,1600,19
64,crps,sse,1719.13,1776.71,0.8,1600,19
65,crps,crps,850.16,863.68,0.8,1600,19
66,crps,dss,910.79,973.27,0.8,1600,19
67,crps,is1,6220.85,6239.96,0.8,1600,19
68,dss,sse,1719.13,1776.71,0.8,1600,19
69,dss,crps,850.16,863.68,0.8,1600,19
70,dss,dss,910.79,973.27,0.8,1600,19
71,dss,is1,6220.85,6239.96,0.8,1600,19
72,is1,sse,2112.62,2017.44,0.8,1600,19
73,is1,crps,930.18,911.34,0.8,1600,19
74,is1,dss,2026.74,1974.61,0.8,1600,19
75,is1,is1,6108.64,6098.03,0.8,1600,19
76,sse,sse,1719.13,1776.71,0.8,1600,19
77,sse,crps,850.16,863.68,0.8,1600,19
78,sse,dss,910.79,973.27,0.8,1600,19
79,sse,is1,6220.85,6239.96,0.8,1600,19
