,Method,Metric,Train,Test,Threshold,n,r
0,crps,sse,145.27,617.63,0.0,400,72
1,crps,crps,107.78,448.66,0.0,400,72
2,crps,dss,-249.3,-941.97,0.0,400,72
3,crps,is1,1302.94,5165.13,0.0,400,72
4,dss,sse,139.99,604.44,0.0,400,72
5,dss,crps,105.12,442.93,0.0,400,72
6,dss,dss,-241.52,-618.56,0.0,400,72
7,dss,is1,1291.2,5145.64,0.0,400,72
8,is1,sse,154.26,665.39,0.0,400,72
9,is1,crps,108.87,472.44,0.0,400,72
10,is1,dss,-174.58,-445.78,0.0,400,72
11,is1,is1,1283.27,5220.12,0.0,400,72
12,sse,sse,145.24,617.29,0.0,400,72
13,sse,crps,107.8,447.94,0.0,400,72
14,sse,dss,-249.58,-945.42,0.0,400,72
15,sse,is1,1302.42,5163.49,0.0,400,72
16,crps,sse,154.57,611.78,0.1,400,72
17,crps,crps,112.29,440.93,0.1,400,72
18,crps,dss,-223.36,-973.13,0.1,400,72
19,crps,is1,1322.6,5162.23,0.1,400,72
20,dss,sse,141.07,598.04,0.1,400,72
21,dss,crps,106.12,439.43,0.1,400,72
22,dss,dss,-228.36,-785.54,0.1,400,72
23,dss,is1,1294.32,5119.08,0.1,400,72
24,is1,sse,165.95,685.29,0.1,400,72
25,is1,crps,114.16,470.2,0.1,400,72
26,is1,dss,35.01,171.73,0.1,400,72
27,is1,is1,1295.35,5145.05,0.1,400,72
28,sse,sse,154.57,611.78,0.1,400,72
29,sse,crps,112.29,440.93,0.1,400,72
30,sse,dss,-223.36,-973.13,0.1,400,72
31,sse,is1,1322.6,5162.23,0.1,400,72
32,crps,sse,451.46,1888.9,0.3,400,72
33,crps,crps,216.2,889.63,0.3,400,72
34,crps,dss,233.05,1070.29,0.3,400,72
35,crps,is1,1562.25,6317.92,0.3,400,72
36,dss,sse,451.46,1888.9,0.3,400,72
37,dss,crps,216.2,889.63,0.3,400,72
38,dss,dss,233.05,1070.29,0.3,400,72
39,dss,is1,1562.25,6317.92,0.3,400,72
40,is1,sse,565.41,2111.01,0.3,400,72
41,is1,crps,240.47,931.59,0.3,400,72
42,is1,dss,535.43,2035.06,0.3,400,72
43,is1,is1,1543.78,6114.59,0.3,400,72
44,sse,sse,451.46,1888.9,0.3,400,72
45,sse,crps,216.2,889.63,0.3,400,72
46,sse,dss,233.05,1070.29,0.3,400,72
47,sse,is1,1562.25,6317.92,0.3,400,72
48,crps,sse,451.46,1888.9,0.5,400,72
49,crps,crps,216.2,889.63,0.5,400,72
50,crps,dss,233.05,1070.29,0.5,400,72
51,crps,is1,1562.25,6317.92,0.5,400,72
52,dss,sse,451.46,1888.9,0.5,400,72
53,dss,crps,216.2,889.63,0.5,400,72
54,dss,dss,233.05,1070.29,0.5,400,72
55,dss,is1,1562.25,6317.92,0.5,400,72
56,is1,sse,565.41,2111.01,0.5,400,72
57,is1,crps,240.47,931.59,0.5,400,72
58,is1,dss,535.43,2035.06,0.5,400,72
59,is1,is1,1543.78,6114.59,0.5,400,72
60,sse,sse,451.46,1888.9,0.5,400,72
61,sse,crps,216.2,889.63,0.5,400,72
62,sse,dss,233.05,1070.29,0.5,400,72
63,sse,is1,1562.25,6317.92,0.5,400,72
64,crps,sse,451.46,1888.9,0.8,400,72
65,crps,crps,216.2,889.63,0.8,400,72
66,crps,dss,233.05,1070.29,0.8,400,72
67,crps,is1,1562.25,6317.92,0.8,400,72
68,dss,sse,451.46,1888.9,0.8,400,72
69,dss,crps,216.2,889.63,0.8,400,72
70,dss,dss,233.05,1070.29,0.8,400,72
71,dss,is1,1562.25,6317.92,0.8,400,72
72,is1,sse,565.41,2111.01,0.8,400,72
73,is1,crps,240.47,931.59,0.8,400,72
74,is1,dss,535.43,2035.06,0.8,400,72
75,is1,is1,1543.78,6114.59,0.8,400,72
76,sse,sse,451.46,1888.9,0.8,400,72
77,sse,crps,216.2,889.63,0.8,400,72
78,sse,dss,233.05,1070.29,0.8,400,72
79,sse,is1,1562.25,6317.92,0.8,400,72
