5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
5852015.46,5531780.6,5775378.56,5777669.67
