,0
0,0.009122541586958022
1,0.46523251083083683
2,-0.06592613740133246
3,0.3568365683588268
4,0.4794960209722099
5,0.019814145393862725
6,0.6337773907532713
7,-0.4160906468148695
8,-0.34032553978668023
9,0.4132637078767054
10,0.8013791345194903
11,0.6590366904458296
12,-0.7288310854007773
13,0.22719954417992194
14,-0.8966985403759085
15,-0.5187141557008561
16,-0.4365352634383235
17,0.7687107847590078
18,0.42015716327748276
19,0.30710402937356074
20,0.9285247149982772
21,-0.8490015489699918
22,0.39567444130411533
23,0.824046412490296
24,-0.3847223128356265
25,-0.9765157156472175
26,-0.2684948558692444
27,-0.9938536663975477
28,0.14861516787509177
29,-0.6921651241787175
30,-0.6576457184202886
31,-0.6024822820615867
32,0.90348957544208
33,-0.970465283970805
34,0.5279044161205191
35,0.6416836398337236
36,-0.4430223290078321
37,-0.9746281865573085
38,-0.39575382246357727
39,0.48937635320917483
40,-0.3798449788125413
41,0.919678772114213
42,0.7151367258035679
43,-0.8613110638937622
44,-0.1661702846344928
45,0.4125320332807749
46,-0.856485976941811
47,0.8861930405885403
48,-0.809343269851065
49,0.49877070735608653
50,-0.45071014609315596
51,0.24450254360010604
52,-0.48952454037013426
53,-0.2940157495868616
54,0.9966398264563703
55,-0.9269187813532305
56,0.687493642057686
57,0.7934238695981497
58,-0.9828279107229454
59,0.6000189825386122
60,-0.665601730115317
61,-0.7741068411132013
62,0.43320654248512547
63,-0.9666266692269518
64,0.07973458877209727
65,-0.007570926631339292
66,0.15280031603815503
67,-0.8341754428447654
68,-0.5491625809586547
69,0.7983205605714847
70,-0.31688567341969565
71,0.6865144172413571
72,0.2672343239742885
73,0.4060296434128021
74,0.3692725266959225
75,-0.32685660668172134
76,0.3350155341954384
77,0.37565820118007265
78,-0.48643923480858975
79,-0.5913397261506594
80,-0.3639659839799281
81,-0.22176868124719862
82,-0.3463846455750874
83,-0.7551751016664863
84,-0.6078686871559518
85,0.1973237219000903
86,0.571907367857944
87,-0.35563100028794414
88,0.4596528244780944
89,0.9435017397967016
90,-0.4249539634075641
91,-0.5935380048114425
92,-0.7797445846563971
93,-0.4178514278706533
94,-0.6136964984526734
95,-0.5346143559080929
96,0.846670029563497
97,0.07383138443936876
98,0.6807238505748578
99,0.5875991699003937
100,-0.11546313440266642
101,-0.03349778729935049
102,0.629124692714462
103,-0.17648625621814107
104,0.21734726936192517
105,-0.5871778094991409
106,0.9557640714987776
107,-0.3206847089060063
108,0.5073015096024356
109,0.6135943785723772
110,-0.3482694214796527
111,0.3169416711023436
112,-0.4615996754578249
113,0.5533241414665189
114,0.6237235818538314
115,0.8759368830713874
116,-0.5746421316395556
117,0.40451177892372714
118,0.8661516083972716
119,-0.10534558194021071
120,-0.13701831648524143
121,-0.4168078949758314
122,-0.8399538005249985
123,0.30180968218392823
124,0.16934676756461475
125,-0.7706149339915944
126,-0.3671681627522012
127,0.6706822310695828
128,-0.6571415222700809
129,-0.42575362551025475
130,-0.2652569413861825
131,-0.5020137959446966
132,0.5787987648670405
133,-0.004151048060971441
134,0.5812422615474806
135,0.9717916154595052
136,0.8528491196065171
137,-0.9087383956130302
138,-0.8305811830774004
139,0.44293948861552357
140,-0.9506371259358426
141,0.6428132144286343
142,0.04312076430519585
143,0.3134033219455592
144,-0.06915486837034401
145,0.815128650255271
146,-0.3374224639781893
147,-0.3710342277172063
148,0.5309042369037014
149,-0.020919163019550435
150,0.3929262264140152
151,0.4303376392523697
152,-0.5764463037151388
153,-0.7494066265867345
154,-0.3718061762344851
155,-0.8263912688065045
156,0.7462884177398343
157,-0.5958772914073653
158,-0.34377710534724315
159,0.43908552288777947
160,-0.27405022979212146
161,-0.5655929970265281
162,0.3331626136007919
163,-0.235392853187687
164,-0.03544581166783267
165,0.828368366725005
166,-0.7063796388102872
167,-0.6529776070937048
168,-0.9445534479654518
169,-0.3968918273048876
170,0.43850491861336316
171,-0.9333245022854313
172,0.6341530963408444
173,0.968542817697227
174,-0.24539934601955915
175,-0.9671665216356642
176,0.8984993926081695
177,0.5899168761672964
178,-0.8501697142390996
179,0.09780260388764583
180,0.7240278096863064
181,0.7524188670331249
182,0.7686869224218995
183,0.7188365960799756
184,-0.06605429953042541
185,0.3221703072395061
186,0.20909772396099569
187,0.47848952781733645
188,-0.6851035854856655
189,-0.43761595115357355
190,0.10383560984659468
191,0.26203230535673794
192,0.8835886455930719
193,0.21934330799948576
194,-0.009278727810004384
195,-0.020426070180314282
196,-0.8687832766517198
197,0.851000560621727
198,0.9446057498614149
199,-0.5404573191668465
200,-0.3610593855561872
201,-0.033658152797482854
202,0.06369033442106375
203,0.3010729936870915
204,0.5818298515460991
205,-0.3983279865385374
206,-0.615686595802805
207,-0.806628753926069
208,0.2327356885990266
209,-0.05956867736895832
210,-0.602532479802145
211,-0.5829312304326411
212,0.19986502807298145
213,0.6897401826305107
214,-0.8733203234639131
215,0.174727388224738
216,-0.5165840639819852
217,0.3224168001739127
218,0.7727125681624083
219,0.32707156850464636
220,-0.07551075164262344
221,-0.9872685193133048
222,-0.6361268802314373
223,-0.29216891964384084
224,-0.6709776625276473
225,0.4888367268724294
226,0.41198117631200715
227,-0.822526053229051
228,0.1531950226369685
229,-0.7726414360820351
230,-0.06006387778145994
231,0.49821925202831374
232,0.40121510378605096
233,-0.25173772650983595
234,0.18590732102021046
235,-0.7197723764458868
236,0.39317116173344924
237,0.5028385980691088
238,-0.15172637217257834
239,0.2803406779958637
240,-0.6931630374807205
241,-0.9556618137682986
242,-0.7036923120675935
243,-0.9511999886526827
244,-0.3509180035139863
245,-0.0804347830910952
246,0.5561504294385946
247,0.29331774421530876
248,-0.5761107168877799
249,-0.19951824110671157
250,-0.25210729559812894
251,0.7008232590113697
252,-0.3251538888186869
