,0
0,-0.9463107485214914
1,0.00238662613092977
2,-0.07286151632396964
3,0.45369360751817656
4,-0.7406458096427595
5,0.4203629244979783
6,-0.7005229573748457
7,-0.4082081191642737
8,-0.45151303315325864
9,0.596067246452634
10,-0.8799312465531963
11,0.6238503252395684
12,-0.45031114031102937
13,0.1958668155261829
14,0.48920108123816863
15,0.1715092486868508
16,0.15644162729969024
17,0.27840994222558124
18,-0.9528628623675279
19,0.06601033435885095
20,0.8688600672972377
21,0.6577812664423253
22,0.001377031617464164
23,-0.0721845280519331
24,0.13422509311581
25,-0.18702992713485833
26,-0.8683238522342049
27,-0.3103193647805764
28,0.3433675768290154
29,0.3805410702531138
30,-0.8627741129322988
31,0.17124342855125851
32,-0.12486356691540301
33,-0.0957902885083195
34,-0.6298800175228583
35,-0.06793481837255633
36,-0.4566989831692547
37,0.45674376156206753
38,-0.365443406311849
39,-0.33928201127943436
40,0.6681318234567399
41,-0.4547439264856008
42,0.5661925577292148
43,-0.6048538330008819
44,0.7270780874066121
45,0.38400057376040575
46,-0.585548877176064
47,-0.9502260608922468
48,-0.5536859668775123
49,-0.22819089696086325
50,0.7015433793293728
51,0.29480839758960875
52,0.5763817619631704
53,-0.8622003220997654
54,-0.3052736763449784
55,-0.11408629122642688
56,0.17822797723263228
57,-0.1466060773371347
58,0.6347757498519067
59,-0.8312561078259308
60,-0.12814066525638657
61,0.23102785977357687
62,0.17569070846431067
63,0.4149258487517511
64,0.7605279561541833
65,0.5961388344852987
66,-0.2830675412938539
67,-0.19112882568927358
68,0.313162506373323
69,0.2529532494707962
70,0.017648631449456165
71,0.05919661231368245
72,-0.11087811822117044
73,0.14035519014228637
74,-0.24170991244903517
75,-0.21904360464453743
76,0.9569090351025615
77,-0.345422705247725
78,-0.9648332653297105
79,0.4287527055695197
80,0.09055796813938621
81,0.20981585929678404
82,0.9202531341760916
83,-0.3720841891532152
84,0.6589393862077111
85,-0.3122583711843461
86,-0.9975166599820855
87,-0.10538039286187306
88,0.1746199770824337
89,0.7995926304879937
90,-0.29963054173928416
91,-0.8277656366454222
92,0.28097211566288305
93,0.8550413703765656
94,-0.2747352520644464
95,0.27817542367765213
96,0.22308078152243005
97,-0.1862448229581002
98,-0.43832232000610616
99,-0.26731815916723
100,0.13346026558975055
101,0.17400446905659916
102,0.9401637117238284
103,-0.5890108325522476
104,0.5505495821168265
105,-0.8899554881515277
106,0.21364960928094012
