,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,10687.12,8139.65,0.0,0
1,crps,crps,1537.75,1295.42,0.0,0
2,crps,dss,2906.84,2400.32,0.0,0
3,crps,is1,5942.27,4848.08,0.0,0
4,dss,sse,10673.73,8310.23,0.0,0
5,dss,crps,1534.04,1312.76,0.0,0
6,dss,dss,3030.08,2368.24,0.0,0
7,dss,is1,5958.73,4821.61,0.0,0
8,is1,sse,10905.14,8412.52,0.0,0
9,is1,crps,1554.1,1331.3,0.0,0
10,is1,dss,2734.46,2485.4,0.0,0
11,is1,is1,5963.97,4831.53,0.0,0
12,sse,sse,10912.94,8246.03,0.0,0
13,sse,crps,1558.35,1322.23,0.0,0
14,sse,dss,2812.43,2434.68,0.0,0
15,sse,is1,5972.46,4861.56,0.0,0
16,crps,sse,10687.12,8139.65,0.1,0
17,crps,crps,1537.75,1295.42,0.1,0
18,crps,dss,2906.84,2400.32,0.1,0
19,crps,is1,5942.27,4848.08,0.1,0
20,dss,sse,10673.73,8310.23,0.1,0
21,dss,crps,1534.04,1312.76,0.1,0
22,dss,dss,3030.08,2368.24,0.1,0
23,dss,is1,5958.73,4821.61,0.1,0
24,is1,sse,10905.14,8412.52,0.1,0
25,is1,crps,1554.1,1331.3,0.1,0
26,is1,dss,2734.46,2485.4,0.1,0
27,is1,is1,5963.97,4831.53,0.1,0
28,sse,sse,10912.94,8246.03,0.1,0
29,sse,crps,1558.35,1322.23,0.1,0
30,sse,dss,2812.43,2434.68,0.1,0
31,sse,is1,5972.46,4861.56,0.1,0
32,crps,sse,10688.57,8141.14,0.3,0
33,crps,crps,1537.21,1296.92,0.3,0
34,crps,dss,2900.44,2404.23,0.3,0
35,crps,is1,5943.3,4849.36,0.3,0
36,dss,sse,10671.66,8310.93,0.3,0
37,dss,crps,1532.67,1313.66,0.3,0
38,dss,dss,3019.31,2370.05,0.3,0
39,dss,is1,5946.91,4826.62,0.3,0
40,is1,sse,10924.94,8474.15,0.3,0
41,is1,crps,1557.92,1344.16,0.3,0
42,is1,dss,2760.56,2549.34,0.3,0
43,is1,is1,5972.35,4838.15,0.3,0
44,sse,sse,10855.34,8294.75,0.3,0
45,sse,crps,1548.46,1331.2,0.3,0
46,sse,dss,2798.01,2443.55,0.3,0
47,sse,is1,5972.62,4867.16,0.3,0
48,crps,sse,10631.34,8174.53,0.5,0
49,crps,crps,1533.98,1301.16,0.5,0
50,crps,dss,2724.49,2426.76,0.5,0
51,crps,is1,6020.33,4875.75,0.5,0
52,dss,sse,10770.82,8327.2,0.5,0
53,dss,crps,1539.6,1318.8,0.5,0
54,dss,dss,2991.47,2381.08,0.5,0
55,dss,is1,5938.25,4832.25,0.5,0
56,is1,sse,11141.28,8830.85,0.5,0
57,is1,crps,1606.46,1418.7,0.5,0
58,is1,dss,2947.18,2701.24,0.5,0
59,is1,is1,6001.97,4931.02,0.5,0
60,sse,sse,11035.19,8864.27,0.5,0
61,sse,crps,1592.84,1424.47,0.5,0
62,sse,dss,2919.38,2708.88,0.5,0
63,sse,is1,5942.9,4950.58,0.5,0
64,crps,sse,10578.9,8315.11,0.8,0
65,crps,crps,1515.38,1320.31,0.8,0
66,crps,dss,2688.08,2451.08,0.8,0
67,crps,is1,5956.93,4901.07,0.8,0
68,dss,sse,10753.77,8333.4,0.8,0
69,dss,crps,1534.31,1322.8,0.8,0
70,dss,dss,2925.1,2400.41,0.8,0
71,dss,is1,5945.87,4838.3,0.8,0
72,is1,sse,11118.0,8834.08,0.8,0
73,is1,crps,1602.89,1420.38,0.8,0
74,is1,dss,2934.94,2703.6,0.8,0
75,is1,is1,5983.45,4938.7,0.8,0
76,sse,sse,11035.19,8864.27,0.8,0
77,sse,crps,1592.84,1424.47,0.8,0
78,sse,dss,2919.38,2708.88,0.8,0
79,sse,is1,5942.9,4950.58,0.8,0
0,crps,sse,10322.58,8672.78,0.0,1
1,crps,crps,1494.88,1344.26,0.0,1
2,crps,dss,2627.56,2494.01,0.0,1
3,crps,is1,5657.03,5102.24,0.0,1
4,dss,sse,10098.8,8782.75,0.0,1
5,dss,crps,1478.36,1356.13,0.0,1
6,dss,dss,2660.42,2474.72,0.0,1
7,dss,is1,5655.79,5092.45,0.0,1
8,is1,sse,10284.33,9115.48,0.0,1
9,is1,crps,1509.26,1400.76,0.0,1
10,is1,dss,2708.09,2587.63,0.0,1
11,is1,is1,5689.83,5080.57,0.0,1
12,sse,sse,10235.74,8652.97,0.0,1
13,sse,crps,1489.56,1346.36,0.0,1
14,sse,dss,2706.52,2477.73,0.0,1
