,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,5634.25,2493.01,0.0,0
1,crps,crps,523.18,340.68,0.0,0
2,crps,dss,838.3,602.54,0.0,0
3,crps,is1,2929.99,2027.11,0.0,0
4,dss,sse,5874.37,2731.92,0.0,0
5,dss,crps,531.34,345.51,0.0,0
6,dss,dss,943.18,587.49,0.0,0
7,dss,is1,2837.96,1978.07,0.0,0
8,is1,sse,5934.62,2706.33,0.0,0
9,is1,crps,537.81,344.07,0.0,0
10,is1,dss,935.99,589.9,0.0,0
11,is1,is1,2858.34,1963.58,0.0,0
12,sse,sse,5634.6,2507.27,0.0,0
13,sse,crps,520.58,344.71,0.0,0
14,sse,dss,815.14,610.7,0.0,0
15,sse,is1,2928.47,2028.94,0.0,0
16,crps,sse,5634.25,2493.01,0.1,0
17,crps,crps,523.18,340.68,0.1,0
18,crps,dss,838.3,602.54,0.1,0
19,crps,is1,2929.99,2027.11,0.1,0
20,dss,sse,5866.39,2757.48,0.1,0
21,dss,crps,527.24,352.14,0.1,0
22,dss,dss,909.79,604.32,0.1,0
23,dss,is1,2848.05,1991.06,0.1,0
24,is1,sse,5866.39,2757.48,0.1,0
25,is1,crps,527.24,352.14,0.1,0
26,is1,dss,909.79,604.32,0.1,0
27,is1,is1,2848.05,1991.06,0.1,0
28,sse,sse,5561.05,2555.55,0.1,0
29,sse,crps,509.33,352.41,0.1,0
30,sse,dss,787.66,624.48,0.1,0
31,sse,is1,2915.99,2052.65,0.1,0
32,crps,sse,5561.05,2555.55,0.3,0
33,crps,crps,509.33,352.41,0.3,0
34,crps,dss,787.66,624.48,0.3,0
35,crps,is1,2915.99,2052.65,0.3,0
36,dss,sse,5892.53,2763.46,0.3,0
37,dss,crps,524.35,355.98,0.3,0
38,dss,dss,847.69,610.63,0.3,0
39,dss,is1,2825.56,2006.64,0.3,0
40,is1,sse,5858.8,2757.83,0.3,0
41,is1,crps,521.3,355.66,0.3,0
42,is1,dss,874.37,613.52,0.3,0
43,is1,is1,2798.72,2005.18,0.3,0
44,sse,sse,5570.46,2577.29,0.3,0
45,sse,crps,509.59,357.11,0.3,0
46,sse,dss,778.17,636.16,0.3,0
47,sse,is1,2904.78,2058.41,0.3,0
48,crps,sse,5570.46,2577.29,0.5,0
49,crps,crps,509.59,357.11,0.5,0
50,crps,dss,778.17,636.16,0.5,0
51,crps,is1,2904.78,2058.41,0.5,0
52,dss,sse,5785.3,2783.54,0.5,0
53,dss,crps,509.22,368.07,0.5,0
54,dss,dss,770.6,630.47,0.5,0
55,dss,is1,2746.4,2054.51,0.5,0
56,is1,sse,5884.95,2763.81,0.5,0
57,is1,crps,518.4,359.5,0.5,0
58,is1,dss,812.27,619.84,0.5,0
59,is1,is1,2776.22,2020.76,0.5,0
60,sse,sse,5570.46,2577.29,0.5,0
61,sse,crps,509.59,357.11,0.5,0
62,sse,dss,778.17,636.16,0.5,0
63,sse,is1,2904.78,2058.41,0.5,0
64,crps,sse,5507.71,2675.02,0.8,0
65,crps,crps,501.91,363.23,0.8,0
66,crps,dss,771.19,639.58,0.8,0
67,crps,is1,2739.9,2067.44,0.8,0
68,dss,sse,5785.3,2783.54,0.8,0
69,dss,crps,509.22,368.07,0.8,0
70,dss,dss,770.6,630.47,0.8,0
71,dss,is1,2746.4,2054.51,0.8,0
72,is1,sse,5785.3,2783.54,0.8,0
73,is1,crps,509.22,368.07,0.8,0
74,is1,dss,770.6,630.47,0.8,0
75,is1,is1,2746.4,2054.51,0.8,0
76,sse,sse,5570.46,2577.29,0.8,0
77,sse,crps,509.59,357.11,0.8,0
78,sse,dss,778.17,636.16,0.8,0
79,sse,is1,2904.78,2058.41,0.8,0
0,crps,sse,4115.87,3954.54,0.0,1
1,crps,crps,456.35,398.91,0.0,1
2,crps,dss,759.73,643.75,0.0,1
3,crps,is1,2448.05,2356.32,0.0,1
4,dss,sse,4132.04,3960.98,0.0,1
5,dss,crps,460.87,397.93,0.0,1
6,dss,dss,782.15,635.24,0.0,1
7,dss,is1,2466.81,2345.91,0.0,1
8,is1,sse,4083.73,4096.28,0.0,1
9,is1,crps,456.24,401.34,0.0,1
10,is1,dss,746.74,666.14,0.0,1
11,is1,is1,2448.66,2346.2,0.0,1
12,sse,sse,4153.4,3944.89,0.0,1
13,sse,crps,460.15,399.68,0.0,1
14,sse,dss,752.03,649.19,0.0,1
15,sse,is1,2467.2,2356.92,0.0,1
16,crps,sse,4072.09,4006.91,0.1,1
17,crps,crps,447.84,407.88,0.1,1
18,crps,dss,733.68,661.77,0.1,1
19,crps,is1,2431.41,2380.26,0.1,1
20,dss,sse,4202.43,4096.67,0.1,1
21,dss,crps,451.29,414.62,0.1,1
22,dss,dss,768.62,664.87,0.1,1
23,dss,is1,2444.56,2396.65,0.1,1
24,is1,sse,4239.38,4190.69,0.1,1
25,is1,crps,453.26,417.99,0.1,1
26,is1,dss,741.86,687.18,0.1,1
27,is1,is1,2424.36,2387.85,0.1,1
28,sse,sse,4077.68,4016.59,0.1,1
29,sse,crps,447.4,412.85,0.1,1
30,sse,dss,722.17,670.76,0.1,1
31,sse,is1,2429.82,2381.82,0.1,1
32,crps,sse,4186.37,4090.6,0.3,1
33,crps,crps,449.47,414.58,0.3,1
34,crps,dss,757.66,668.84,0.3,1
35,crps,is1,2442.72,2404.74,0.3,1
36,dss,sse,4202.43,4096.67,0.3,1
37,dss,crps,451.29,414.62,0.3,1
38,dss,dss,768.62,664.87,0.3,1
39,dss,is1,2444.56,2396.65,0.3,1
40,is1,sse,4162.49,4263.81,0.3,1
41,is1,crps,444.6,426.08,0.3,1
42,is1,dss,742.95,691.63,0.3,1
43,is1,is1,2407.84,2441.13,0.3,1
44,sse,sse,4191.96,4100.28,0.3,1
45,sse,crps,449.03,419.56,0.3,1
46,sse,dss,746.14,677.83,0.3,1
47,sse,is1,2441.12,2406.3,0.3,1
48,crps,sse,4162.49,4263.81,0.5,1
49,crps,crps,444.6,426.08,0.5,1
50,crps,dss,742.95,691.63,0.5,1
51,crps,is1,2407.84,2441.13,0.5,1
52,dss,sse,4162.49,4263.81,0.5,1
53,dss,crps,444.6,426.08,0.5,1
54,dss,dss,742.95,691.63,0.5,1
55,dss,is1,2407.84,2441.13,0.5,1
56,is1,sse,4162.49,4263.81,0.5,1
57,is1,crps,444.6,426.08,0.5,1
58,is1,dss,742.95,691.63,0.5,1
59,is1,is1,2407.84,2441.13,0.5,1
60,sse,sse,4162.49,4263.81,0.5,1
61,sse,crps,444.6,426.08,0.5,1
62,sse,dss,742.95,691.63,0.5,1
63,sse,is1,2407.84,2441.13,0.5,1
64,crps,sse,4162.49,4263.81,0.8,1
65,crps,crps,444.6,426.08,0.8,1
66,crps,dss,742.95,691.63,0.8,1
67,crps,is1,2407.84,2441.13,0.8,1
68,dss,sse,5223.29,5984.93,0.8,1
69,dss,crps,498.26,502.44,0.8,1
70,dss,dss,746.98,747.18,0.8,1
71,dss,is1,2604.25,2681.39,0.8,1
72,is1,sse,4162.49,4263.81,0.8,1
73,is1,crps,444.6,426.08,0.8,1
74,is1,dss,742.95,691.63,0.8,1
75,is1,is1,2407.84,2441.13,0.8,1
76,sse,sse,4162.49,4263.81,0.8,1
77,sse,crps,444.6,426.08,0.8,1
78,sse,dss,742.95,691.63,0.8,1
79,sse,is1,2407.84,2441.13,0.8,1
0,crps,sse,4440.71,3949.54,0.0,2
1,crps,crps,478.88,396.55,0.0,2
2,crps,dss,753.95,658.34,0.0,2
3,crps,is1,2337.34,2424.98,0.0,2
4,dss,sse,4284.64,3946.76,0.0,2
5,dss,crps,471.61,399.63,0.0,2
6,dss,dss,770.06,641.77,0.0,2
7,dss,is1,2297.24,2459.35,0.0,2
8,is1,sse,4847.39,4178.02,0.0,2
9,is1,crps,482.77,407.92,0.0,2
10,is1,dss,802.03,647.27,0.0,2
11,is1,is1,2351.53,2451.94,0.0,2
12,sse,sse,4354.79,3891.14,0.0,2
13,sse,crps,471.84,400.09,0.0,2
14,sse,dss,748.21,649.02,0.0,2
15,sse,is1,2296.2,2459.77,0.0,2
16,crps,sse,4428.29,3979.66,0.1,2
17,crps,crps,474.62,404.2,0.1,2
18,crps,dss,741.02,671.66,0.1,2
19,crps,is1,2312.71,2447.15,0.1,2
20,dss,sse,4050.3,4116.3,0.1,2
21,dss,crps,456.36,415.65,0.1,2
22,dss,dss,742.99,671.23,0.1,2
23,dss,is1,2242.76,2500.17,0.1,2
24,is1,sse,4842.47,4209.53,0.1,2
25,is1,crps,479.42,416.15,0.1,2
