,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,4304.77,4103.57,0.0,0
1,crps,crps,684.44,660.47,0.0,0
2,crps,dss,1247.5,1197.06,0.0,0
3,crps,is1,2539.11,2630.74,0.0,0
4,dss,sse,4527.18,4117.15,0.0,0
5,dss,crps,701.58,655.91,0.0,0
6,dss,dss,1279.32,1178.45,0.0,0
7,dss,is1,2577.15,2580.84,0.0,0
8,is1,sse,4248.39,4177.91,0.0,0
9,is1,crps,680.36,666.27,0.0,0
10,is1,dss,1244.88,1204.14,0.0,0
11,is1,is1,2593.08,2589.58,0.0,0
12,sse,sse,4584.3,3987.41,0.0,0
13,sse,crps,715.56,665.54,0.0,0
14,sse,dss,1345.69,1257.01,0.0,0
15,sse,is1,2597.15,2592.79,0.0,0
16,crps,sse,4304.77,4103.57,0.1,0
17,crps,crps,684.44,660.47,0.1,0
18,crps,dss,1247.5,1197.06,0.1,0
19,crps,is1,2539.11,2630.74,0.1,0
20,dss,sse,4527.18,4117.15,0.1,0
21,dss,crps,701.58,655.91,0.1,0
22,dss,dss,1279.32,1178.45,0.1,0
23,dss,is1,2577.15,2580.84,0.1,0
24,is1,sse,4248.39,4177.91,0.1,0
25,is1,crps,680.36,666.27,0.1,0
26,is1,dss,1244.88,1204.14,0.1,0
27,is1,is1,2593.08,2589.58,0.1,0
28,sse,sse,4584.3,3987.41,0.1,0
29,sse,crps,715.56,665.54,0.1,0
30,sse,dss,1345.69,1257.01,0.1,0
31,sse,is1,2597.15,2592.79,0.1,0
32,crps,sse,4304.77,4103.57,0.3,0
33,crps,crps,684.44,660.47,0.3,0
34,crps,dss,1247.5,1197.06,0.3,0
35,crps,is1,2539.11,2630.74,0.3,0
36,dss,sse,4527.18,4117.15,0.3,0
37,dss,crps,701.58,655.91,0.3,0
38,dss,dss,1279.32,1178.45,0.3,0
39,dss,is1,2577.15,2580.84,0.3,0
40,is1,sse,4300.58,4388.9,0.3,0
41,is1,crps,703.41,710.96,0.3,0
42,is1,dss,1348.21,1337.51,0.3,0
43,is1,is1,2615.41,2627.49,0.3,0
44,sse,sse,4604.6,4008.84,0.3,0
45,sse,crps,713.93,670.18,0.3,0
46,sse,dss,1349.55,1267.23,0.3,0
47,sse,is1,2625.32,2617.53,0.3,0
48,crps,sse,4243.85,4127.73,0.5,0
49,crps,crps,675.51,667.56,0.5,0
50,crps,dss,1236.84,1222.28,0.5,0
51,crps,is1,2541.72,2642.8,0.5,0
52,dss,sse,4255.71,4243.75,0.5,0
53,dss,crps,678.63,670.17,0.5,0
54,dss,dss,1248.37,1192.56,0.5,0
55,dss,is1,2554.47,2624.88,0.5,0
56,is1,sse,4295.24,4409.57,0.5,0
57,is1,crps,702.41,713.61,0.5,0
58,is1,dss,1353.44,1341.63,0.5,0
59,is1,is1,2595.43,2640.39,0.5,0
60,sse,sse,4317.85,4424.88,0.5,0
61,sse,crps,702.18,717.01,0.5,0
62,sse,dss,1347.81,1348.08,0.5,0
63,sse,is1,2584.39,2668.71,0.5,0
64,crps,sse,4200.48,4169.75,0.8,0
65,crps,crps,669.27,673.18,0.8,0
66,crps,dss,1230.59,1227.97,0.8,0
67,crps,is1,2549.09,2656.98,0.8,0
68,dss,sse,4246.13,4248.08,0.8,0
69,dss,crps,676.66,672.47,0.8,0
70,dss,dss,1244.58,1196.25,0.8,0
71,dss,is1,2558.96,2626.07,0.8,0
72,is1,sse,4328.03,4452.63,0.8,0
73,is1,crps,704.93,721.5,0.8,0
74,is1,dss,1348.56,1351.99,0.8,0
75,is1,is1,2584.73,2668.88,0.8,0
76,sse,sse,4328.03,4452.63,0.8,0
77,sse,crps,704.93,721.5,0.8,0
78,sse,dss,1348.56,1351.99,0.8,0
79,sse,is1,2584.73,2668.88,0.8,0
0,crps,sse,4620.33,3928.63,0.0,1
1,crps,crps,739.31,623.73,0.0,1
2,crps,dss,1357.21,1141.79,0.0,1
3,crps,is1,2745.32,2442.49,0.0,1
4,dss,sse,4590.59,3900.08,0.0,1
5,dss,crps,737.54,620.2,0.0,1
6,dss,dss,1487.99,1107.38,0.0,1
7,dss,is1,2827.74,2419.24,0.0,1
8,is1,sse,4766.54,4055.02,0.0,1
9,is1,crps,758.25,641.12,0.0,1
10,is1,dss,1521.46,1152.52,0.0,1
11,is1,is1,2830.6,2391.13,0.0,1
12,sse,sse,4530.99,3963.35,0.0,1
13,sse,crps,734.27,639.27,0.0,1
14,sse,dss,1388.08,1173.77,0.0,1
15,sse,is1,2709.16,2486.72,0.0,1
16,crps,sse,4620.33,3928.63,0.1,1
17,crps,crps,739.31,623.73,0.1,1
18,crps,dss,1357.21,1141.79,0.1,1
19,crps,is1,2745.32,2442.49,0.1,1
20,dss,sse,4590.59,3900.08,0.1,1
21,dss,crps,737.54,620.2,0.1,1
22,dss,dss,1487.99,1107.38,0.1,1
23,dss,is1,2827.74,2419.24,0.1,1
24,is1,sse,4766.54,4055.02,0.1,1
25,is1,crps,758.25,641.12,0.1,1
26,is1,dss,1521.46,1152.52,0.1,1
27,is1,is1,2830.6,2391.13,0.1,1
28,sse,sse,4530.99,3963.35,0.1,1
29,sse,crps,734.27,639.27,0.1,1
30,sse,dss,1388.08,1173.77,0.1,1
31,sse,is1,2709.16,2486.72,0.1,1
32,crps,sse,4620.33,3928.63,0.3,1
33,crps,crps,739.31,623.73,0.3,1
34,crps,dss,1357.21,1141.79,0.3,1
35,crps,is1,2745.32,2442.49,0.3,1
36,dss,sse,4532.16,3948.28,0.3,1
37,dss,crps,729.57,626.61,0.3,1
