,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,1553.62,2416.85,0.0,0
1,crps,crps,196.41,203.29,0.0,0
2,crps,dss,394.09,307.54,0.0,0
3,crps,is1,1211.29,1233.31,0.0,0
4,dss,sse,1470.95,2319.87,0.0,0
5,dss,crps,187.77,202.61,0.0,0
6,dss,dss,315.68,312.1,0.0,0
7,dss,is1,1218.6,1264.91,0.0,0
8,is1,sse,1549.54,2355.11,0.0,0
9,is1,crps,196.92,203.03,0.0,0
10,is1,dss,438.9,308.56,0.0,0
11,is1,is1,1183.41,1215.6,0.0,0
12,sse,sse,1616.34,2203.37,0.0,0
13,sse,crps,192.49,195.63,0.0,0
14,sse,dss,329.33,293.03,0.0,0
15,sse,is1,1212.02,1223.19,0.0,0
16,crps,sse,1553.62,2416.85,0.1,0
17,crps,crps,196.41,203.29,0.1,0
18,crps,dss,394.09,307.54,0.1,0
19,crps,is1,1211.29,1233.31,0.1,0
20,dss,sse,1470.95,2319.87,0.1,0
21,dss,crps,187.77,202.61,0.1,0
22,dss,dss,315.68,312.1,0.1,0
23,dss,is1,1218.6,1264.91,0.1,0
24,is1,sse,1551.93,2355.74,0.1,0
25,is1,crps,196.27,204.27,0.1,0
26,is1,dss,411.75,312.68,0.1,0
27,is1,is1,1179.94,1218.65,0.1,0
28,sse,sse,1616.76,2218.72,0.1,0
29,sse,crps,195.98,202.22,0.1,0
30,sse,dss,359.98,319.82,0.1,0
31,sse,is1,1211.37,1225.06,0.1,0
32,crps,sse,1519.13,2442.03,0.3,0
33,crps,crps,198.91,216.82,0.3,0
34,crps,dss,376.5,386.5,0.3,0
35,crps,is1,1221.77,1286.98,0.3,0
36,dss,sse,1470.95,2319.87,0.3,0
37,dss,crps,187.77,202.61,0.3,0
38,dss,dss,315.68,312.1,0.3,0
39,dss,is1,1218.6,1264.91,0.3,0
40,is1,sse,1519.13,2442.03,0.3,0
41,is1,crps,198.91,216.82,0.3,0
42,is1,dss,376.5,386.5,0.3,0
43,is1,is1,1221.77,1286.98,0.3,0
44,sse,sse,1601.61,2408.87,0.3,0
45,sse,crps,201.18,218.59,0.3,0
46,sse,dss,380.78,389.89,0.3,0
47,sse,is1,1279.9,1322.73,0.3,0
48,crps,sse,1519.13,2442.03,0.5,0
49,crps,crps,198.91,216.82,0.5,0
50,crps,dss,376.5,386.5,0.5,0
51,crps,is1,1221.77,1286.98,0.5,0
52,dss,sse,1511.33,2324.16,0.5,0
53,dss,crps,189.82,204.03,0.5,0
54,dss,dss,351.81,322.36,0.5,0
55,dss,is1,1201.96,1264.91,0.5,0
56,is1,sse,1519.13,2442.03,0.5,0
57,is1,crps,198.91,216.82,0.5,0
58,is1,dss,376.5,386.5,0.5,0
59,is1,is1,1221.77,1286.98,0.5,0
60,sse,sse,1601.61,2408.87,0.5,0
61,sse,crps,201.18,218.59,0.5,0
62,sse,dss,380.78,389.89,0.5,0
63,sse,is1,1279.9,1322.73,0.5,0
64,crps,sse,1519.13,2442.03,0.8,0
65,crps,crps,198.91,216.82,0.8,0
66,crps,dss,376.5,386.5,0.8,0
67,crps,is1,1221.77,1286.98,0.8,0
68,dss,sse,1716.09,2844.88,0.8,0
69,dss,crps,201.72,230.81,0.8,0
70,dss,dss,333.15,376.99,0.8,0
71,dss,is1,1222.97,1406.96,0.8,0
72,is1,sse,1519.13,2442.03,0.8,0
73,is1,crps,198.91,216.82,0.8,0
74,is1,dss,376.5,386.5,0.8,0
75,is1,is1,1221.77,1286.98,0.8,0
76,sse,sse,1601.61,2408.87,0.8,0
77,sse,crps,201.18,218.59,0.8,0
78,sse,dss,380.78,389.89,0.8,0
79,sse,is1,1279.9,1322.73,0.8,0
0,crps,sse,2177.8,1803.22,0.0,1
1,crps,crps,220.25,179.92,0.0,1
2,crps,dss,389.85,290.0,0.0,1
3,crps,is1,1285.96,1216.6,0.0,1
4,dss,sse,2114.57,1944.47,0.0,1
5,dss,crps,213.5,185.23,0.0,1
6,dss,dss,478.34,284.09,0.0,1
7,dss,is1,1256.99,1210.35,0.0,1
8,is1,sse,2029.42,1918.26,0.0,1
9,is1,crps,207.56,189.32,0.0,1
10,is1,dss,444.92,300.01,0.0,1
11,is1,is1,1226.43,1176.6,0.0,1
12,sse,sse,2105.8,1766.6,0.0,1
13,sse,crps,215.93,180.12,0.0,1
14,sse,dss,373.55,298.97,0.0,1
15,sse,is1,1284.25,1192.46,0.0,1
16,crps,sse,2177.8,1803.22,0.1,1
17,crps,crps,220.25,179.92,0.1,1
18,crps,dss,389.85,290.0,0.1,1
19,crps,is1,1285.96,1216.6,0.1,1
20,dss,sse,2114.57,1944.47,0.1,1
21,dss,crps,213.5,185.23,0.1,1
22,dss,dss,478.34,284.09,0.1,1
23,dss,is1,1256.99,1210.35,0.1,1
24,is1,sse,2071.23,1955.92,0.1,1
25,is1,crps,215.12,198.93,0.1,1
26,is1,dss,477.85,337.08,0.1,1
27,is1,is1,1286.79,1220.53,0.1,1
28,sse,sse,2115.94,1822.61,0.1,1
29,sse,crps,218.17,193.5,0.1,1
30,sse,dss,452.75,341.4,0.1,1
31,sse,is1,1303.31,1226.77,0.1,1
32,crps,sse,2115.94,1822.61,0.3,1
33,crps,crps,218.17,193.5,0.3,1
34,crps,dss,452.75,341.4,0.3,1
35,crps,is1,1303.31,1226.77,0.3,1
36,dss,sse,2114.57,1944.47,0.3,1
37,dss,crps,213.5,185.23,0.3,1
38,dss,dss,478.34,284.09,0.3,1
39,dss,is1,1256.99,1210.35,0.3,1
40,is1,sse,2071.23,1955.92,0.3,1
41,is1,crps,215.12,198.93,0.3,1
42,is1,dss,477.85,337.08,0.3,1
43,is1,is1,1286.79,1220.53,0.3,1
44,sse,sse,2115.94,1822.61,0.3,1
45,sse,crps,218.17,193.5,0.3,1
46,sse,dss,452.75,341.4,0.3,1
47,sse,is1,1303.31,1226.77,0.3,1
48,crps,sse,2115.94,1822.61,0.5,1
49,crps,crps,218.17,193.5,0.5,1
50,crps,dss,452.75,341.4,0.5,1
51,crps,is1,1303.31,1226.77,0.5,1
52,dss,sse,2071.23,1955.92,0.5,1
53,dss,crps,215.12,198.93,0.5,1
54,dss,dss,477.85,337.08,0.5,1
55,dss,is1,1286.79,1220.53,0.5,1
56,is1,sse,2071.23,1955.92,0.5,1
57,is1,crps,215.12,198.93,0.5,1
58,is1,dss,477.85,337.08,0.5,1
59,is1,is1,1286.79,1220.53,0.5,1
60,sse,sse,2115.94,1822.61,0.5,1
61,sse,crps,218.17,193.5,0.5,1
62,sse,dss,452.75,341.4,0.5,1
63,sse,is1,1303.31,1226.77,0.5,1
64,crps,sse,2115.94,1822.61,0.8,1
65,crps,crps,218.17,193.5,0.8,1
66,crps,dss,452.75,341.4,0.8,1
67,crps,is1,1303.31,1226.77,0.8,1
68,dss,sse,2071.23,1955.92,0.8,1
69,dss,crps,215.12,198.93,0.8,1
70,dss,dss,477.85,337.08,0.8,1
71,dss,is1,1286.79,1220.53,0.8,1
72,is1,sse,2071.23,1955.92,0.8,1
73,is1,crps,215.12,198.93,0.8,1
74,is1,dss,477.85,337.08,0.8,1
75,is1,is1,1286.79,1220.53,0.8,1
76,sse,sse,2115.94,1822.61,0.8,1
77,sse,crps,218.17,193.5,0.8,1
78,sse,dss,452.75,341.4,0.8,1
79,sse,is1,1303.31,1226.77,0.8,1
0,crps,sse,2994.21,904.78,0.0,2
1,crps,crps,250.97,140.44,0.0,2
2,crps,dss,454.36,247.55,0.0,2
3,crps,is1,1423.4,1009.66,0.0,2
4,dss,sse,2737.01,1064.07,0.0,2
5,dss,crps,233.9,151.77,0.0,2
6,dss,dss,366.41,251.83,0.0,2
7,dss,is1,1379.85,1022.12,0.0,2
8,is1,sse,2802.43,958.55,0.0,2
9,is1,crps,243.39,145.96,0.0,2
10,is1,dss,405.74,261.76,0.0,2
11,is1,is1,1398.46,1004.49,0.0,2
12,sse,sse,2963.05,898.31,0.0,2
13,sse,crps,249.76,139.49,0.0,2
14,sse,dss,429.48,243.51,0.0,2
15,sse,is1,1421.22,1006.75,0.0,2
16,crps,sse,2994.21,904.78,0.1,2
17,crps,crps,250.97,140.44,0.1,2
18,crps,dss,454.36,247.55,0.1,2
19,crps,is1,1423.4,1009.66,0.1,2
20,dss,sse,2737.01,1064.07,0.1,2
21,dss,crps,233.9,151.77,0.1,2
22,dss,dss,366.41,251.83,0.1,2
23,dss,is1,1379.85,1022.12,0.1,2
24,is1,sse,2804.9,959.31,0.1,2
25,is1,crps,243.74,146.35,0.1,2
26,is1,dss,408.56,269.67,0.1,2
27,is1,is1,1398.21,1004.99,0.1,2
28,sse,sse,2962.26,911.52,0.1,2
29,sse,crps,256.61,149.71,0.1,2
30,sse,dss,550.07,295.46,0.1,2
31,sse,is1,1435.14,1016.24,0.1,2
32,crps,sse,2994.21,904.78,0.3,2
33,crps,crps,250.97,140.44,0.3,2
34,crps,dss,454.36,247.55,0.3,2
35,crps,is1,1423.4,1009.66,0.3,2
36,dss,sse,2737.01,1064.07,0.3,2
37,dss,crps,233.9,151.77,0.3,2
38,dss,dss,366.41,251.83,0.3,2
39,dss,is1,1379.85,1022.12,0.3,2
40,is1,sse,2866.15,979.44,0.3,2
