,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,18.39,8.01,0.0,0
1,crps,crps,21.7,13.21,0.0,0
2,crps,dss,-62.52,-161.96,0.0,0
3,crps,is1,85.54,57.99,0.0,0
4,dss,sse,18.95,7.98,0.0,0
5,dss,crps,21.82,13.27,0.0,0
6,dss,dss,-56.86,-162.26,0.0,0
7,dss,is1,86.43,58.63,0.0,0
8,is1,sse,18.39,8.01,0.0,0
9,is1,crps,21.7,13.21,0.0,0
10,is1,dss,-62.52,-161.96,0.0,0
11,is1,is1,85.54,57.99,0.0,0
12,sse,sse,18.84,7.72,0.0,0
13,sse,crps,21.93,13.3,0.0,0
14,sse,dss,-50.05,-157.71,0.0,0
15,sse,is1,88.09,58.64,0.0,0
16,crps,sse,18.39,8.01,0.1,0
17,crps,crps,21.7,13.21,0.1,0
18,crps,dss,-62.52,-161.96,0.1,0
19,crps,is1,85.54,57.99,0.1,0
20,dss,sse,18.95,7.98,0.1,0
21,dss,crps,21.82,13.27,0.1,0
22,dss,dss,-56.86,-162.26,0.1,0
23,dss,is1,86.43,58.63,0.1,0
24,is1,sse,18.39,8.01,0.1,0
25,is1,crps,21.7,13.21,0.1,0
26,is1,dss,-62.52,-161.96,0.1,0
27,is1,is1,85.54,57.99,0.1,0
28,sse,sse,18.84,7.72,0.1,0
29,sse,crps,21.93,13.3,0.1,0
30,sse,dss,-50.05,-157.71,0.1,0
31,sse,is1,88.09,58.64,0.1,0
32,crps,sse,18.39,8.01,0.3,0
33,crps,crps,21.7,13.21,0.3,0
34,crps,dss,-62.52,-161.96,0.3,0
35,crps,is1,85.54,57.99,0.3,0
36,dss,sse,18.47,8.04,0.3,0
37,dss,crps,21.72,13.34,0.3,0
38,dss,dss,-61.64,-161.62,0.3,0
39,dss,is1,85.77,58.74,0.3,0
40,is1,sse,18.39,8.01,0.3,0
41,is1,crps,21.7,13.21,0.3,0
42,is1,dss,-62.52,-161.96,0.3,0
43,is1,is1,85.54,57.99,0.3,0
44,sse,sse,18.65,7.76,0.3,0
45,sse,crps,21.76,13.35,0.3,0
46,sse,dss,-51.81,-157.26,0.3,0
47,sse,is1,84.93,59.27,0.3,0
48,crps,sse,18.39,8.01,0.5,0
49,crps,crps,21.7,13.21,0.5,0
50,crps,dss,-62.52,-161.96,0.5,0
51,crps,is1,85.54,57.99,0.5,0
52,dss,sse,18.47,8.04,0.5,0
53,dss,crps,21.72,13.34,0.5,0
