,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,24032.09,25481.79,0.0,0
1,crps,crps,2110.2,2053.59,0.0,0
2,crps,dss,3030.32,2773.44,0.0,0
3,crps,is1,8053.12,7873.3,0.0,0
4,dss,sse,23858.45,26418.84,0.0,0
5,dss,crps,2124.71,2093.98,0.0,0
6,dss,dss,3144.02,2801.7,0.0,0
7,dss,is1,8090.0,8004.87,0.0,0
8,is1,sse,24451.18,26109.15,0.0,0
9,is1,crps,2152.52,2091.91,0.0,0
10,is1,dss,3101.05,2884.41,0.0,0
11,is1,is1,8194.81,7938.1,0.0,0
12,sse,sse,23965.41,25398.16,0.0,0
13,sse,crps,2143.24,2102.68,0.0,0
14,sse,dss,3223.97,3068.42,0.0,0
15,sse,is1,7991.63,7967.69,0.0,0
16,crps,sse,23323.44,26666.53,0.1,0
17,crps,crps,2063.82,2115.62,0.1,0
18,crps,dss,2972.32,2830.17,0.1,0
19,crps,is1,7832.28,8128.26,0.1,0
20,dss,sse,23586.05,27129.12,0.1,0
21,dss,crps,2088.71,2140.93,0.1,0
22,dss,dss,2991.15,2862.38,0.1,0
23,dss,is1,7896.56,8143.96,0.1,0
24,is1,sse,23529.72,27260.83,0.1,0
25,is1,crps,2135.97,2183.79,0.1,0
26,is1,dss,3281.08,3153.68,0.1,0
27,is1,is1,7915.73,8168.16,0.1,0
28,sse,sse,23034.54,27083.39,0.1,0
29,sse,crps,2198.91,2330.65,0.1,0
30,sse,dss,3498.15,3617.62,0.1,0
31,sse,is1,8291.66,8977.8,0.1,0
32,crps,sse,22977.95,26889.11,0.3,0
33,crps,crps,2113.84,2169.56,0.3,0
34,crps,dss,3294.49,3149.61,0.3,0
35,crps,is1,7870.62,8154.8,0.3,0
36,dss,sse,23529.72,27260.83,0.3,0
37,dss,crps,2135.97,2183.79,0.3,0
38,dss,dss,3281.08,3153.68,0.3,0
39,dss,is1,7915.73,8168.16,0.3,0
40,is1,sse,29422.88,32898.54,0.3,0
41,is1,crps,2371.46,2401.63,0.3,0
42,is1,dss,3418.48,3286.05,0.3,0
43,is1,is1,8080.39,8332.47,0.3,0
44,sse,sse,23034.54,27083.39,0.3,0
45,sse,crps,2198.91,2330.65,0.3,0
46,sse,dss,3498.15,3617.62,0.3,0
