,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,64.89,42.83,0.0,0
1,crps,crps,77.79,61.95,0.0,0
2,crps,dss,-433.16,-559.18,0.0,0
3,crps,is1,287.42,264.68,0.0,0
4,dss,sse,65.04,42.79,0.0,0
5,dss,crps,77.97,61.95,0.0,0
6,dss,dss,-432.23,-559.63,0.0,0
7,dss,is1,286.98,264.96,0.0,0
8,is1,sse,65.63,42.97,0.0,0
9,is1,crps,78.73,62.36,0.0,0
10,is1,dss,-421.37,-553.9,0.0,0
11,is1,is1,292.76,263.2,0.0,0
12,sse,sse,66.44,41.96,0.0,0
13,sse,crps,78.82,61.78,0.0,0
14,sse,dss,-412.07,-560.21,0.0,0
15,sse,is1,289.55,265.87,0.0,0
16,crps,sse,64.89,42.83,0.1,0
17,crps,crps,77.79,61.95,0.1,0
18,crps,dss,-433.16,-559.18,0.1,0
19,crps,is1,287.42,264.68,0.1,0
20,dss,sse,64.98,42.87,0.1,0
21,dss,crps,77.83,62.14,0.1,0
22,dss,dss,-432.75,-558.85,0.1,0
23,dss,is1,285.39,265.74,0.1,0
24,is1,sse,65.63,42.97,0.1,0
25,is1,crps,78.73,62.36,0.1,0
26,is1,dss,-421.37,-553.9,0.1,0
27,is1,is1,292.76,263.2,0.1,0
28,sse,sse,66.44,41.97,0.1,0
29,sse,crps,78.76,61.84,0.1,0
30,sse,dss,-412.08,-560.07,0.1,0
31,sse,is1,288.88,266.1,0.1,0
32,crps,sse,65.09,42.94,0.3,0
33,crps,crps,77.94,62.12,0.3,0
34,crps,dss,-431.08,-558.07,0.3,0
35,crps,is1,287.82,265.34,0.3,0
36,dss,sse,65.09,43.76,0.3,0
37,dss,crps,77.7,63.38,0.3,0
38,dss,dss,-430.18,-549.35,0.3,0
39,dss,is1,283.59,268.94,0.3,0
40,is1,sse,64.93,43.4,0.3,0
41,is1,crps,77.92,63.28,0.3,0
42,is1,dss,-426.9,-548.68,0.3,0
43,is1,is1,283.97,266.86,0.3,0
44,sse,sse,66.39,42.03,0.3,0
45,sse,crps,78.68,61.97,0.3,0
46,sse,dss,-412.59,-559.43,0.3,0
47,sse,is1,287.97,266.65,0.3,0
48,crps,sse,65.04,43.0,0.5,0
49,crps,crps,77.86,62.25,0.5,0
50,crps,dss,-431.59,-557.43,0.5,0
51,crps,is1,286.91,265.89,0.5,0
52,dss,sse,65.92,44.42,0.5,0
53,dss,crps,80.68,65.78,0.5,0
54,dss,dss,-421.2,-538.27,0.5,0
55,dss,is1,297.73,280.15,0.5,0
56,is1,sse,64.93,43.4,0.5,0
57,is1,crps,77.92,63.28,0.5,0
58,is1,dss,-426.9,-548.68,0.5,0
59,is1,is1,283.97,266.86,0.5,0
60,sse,sse,65.56,43.33,0.5,0
61,sse,crps,78.08,63.63,0.5,0
62,sse,dss,-420.37,-545.33,0.5,0
63,sse,is1,279.2,272.35,0.5,0
64,crps,sse,65.32,43.29,0.8,0
65,crps,crps,78.04,63.13,0.8,0
66,crps,dss,-427.37,-549.69,0.8,0
67,crps,is1,286.6,269.31,0.8,0
68,dss,sse,65.92,44.42,0.8,0
69,dss,crps,80.68,65.78,0.8,0
70,dss,dss,-421.2,-538.27,0.8,0
71,dss,is1,297.73,280.15,0.8,0
72,is1,sse,65.11,43.76,0.8,0
73,is1,crps,77.77,63.8,0.8,0
74,is1,dss,-429.3,-544.87,0.8,0
75,is1,is1,282.4,270.72,0.8,0
76,sse,sse,65.9,44.45,0.8,0
77,sse,crps,80.12,66.23,0.8,0
78,sse,dss,-437.57,-530.98,0.8,0
79,sse,is1,294.78,282.24,0.8,0
0,crps,sse,58.72,47.37,0.0,1
1,crps,crps,75.87,64.51,0.0,1
2,crps,dss,-442.59,-540.39,0.0,1
3,crps,is1,298.13,257.12,0.0,1
4,dss,sse,59.48,47.66,0.0,1
5,dss,crps,75.79,64.96,0.0,1
6,dss,dss,-417.15,-540.73,0.0,1
7,dss,is1,292.19,259.9,0.0,1
8,is1,sse,59.91,46.97,0.0,1
9,is1,crps,75.71,64.83,0.0,1
10,is1,dss,-453.61,-535.69,0.0,1
11,is1,is1,298.98,256.29,0.0,1
12,sse,sse,58.02,46.73,0.0,1
13,sse,crps,74.8,64.95,0.0,1
14,sse,dss,-442.41,-535.53,0.0,1
15,sse,is1,292.06,262.65,0.0,1
16,crps,sse,58.72,47.37,0.1,1
17,crps,crps,75.87,64.51,0.1,1
18,crps,dss,-442.59,-540.39,0.1,1
19,crps,is1,298.13,257.12,0.1,1
20,dss,sse,59.34,47.73,0.1,1
21,dss,crps,75.59,65.11,0.1,1
22,dss,dss,-418.55,-540.03,0.1,1
23,dss,is1,291.0,260.86,0.1,1
24,is1,sse,59.91,46.97,0.1,1
25,is1,crps,75.71,64.83,0.1,1
26,is1,dss,-453.61,-535.69,0.1,1
27,is1,is1,298.98,256.29,0.1,1
28,sse,sse,57.88,46.8,0.1,1
29,sse,crps,74.6,65.1,0.1,1
30,sse,dss,-443.81,-534.84,0.1,1
31,sse,is1,290.87,263.61,0.1,1
32,crps,sse,58.85,47.67,0.3,1
33,crps,crps,75.72,64.98,0.3,1
34,crps,dss,-445.48,-532.53,0.3,1
35,crps,is1,299.01,259.51,0.3,1
36,dss,sse,58.73,50.17,0.3,1
37,dss,crps,76.36,69.47,0.3,1
38,dss,dss,-428.97,-510.61,0.3,1
39,dss,is1,297.03,279.22,0.3,1
40,is1,sse,59.84,47.53,0.3,1
41,is1,crps,75.41,65.56,0.3,1
42,is1,dss,-458.47,-525.12,0.3,1
43,is1,is1,299.12,259.98,0.3,1
44,sse,sse,58.12,47.54,0.3,1
45,sse,crps,74.95,66.84,0.3,1
46,sse,dss,-424.93,-493.38,0.3,1
47,sse,is1,291.15,271.18,0.3,1
48,crps,sse,58.85,47.67,0.5,1
49,crps,crps,75.72,64.98,0.5,1
50,crps,dss,-445.48,-532.53,0.5,1
51,crps,is1,299.01,259.51,0.5,1
52,dss,sse,57.2,50.41,0.5,1
53,dss,crps,75.71,69.75,0.5,1
54,dss,dss,-461.41,-507.9,0.5,1
55,dss,is1,296.0,279.29,0.5,1
56,is1,sse,57.84,48.8,0.5,1
57,is1,crps,73.9,66.82,0.5,1
58,is1,dss,-478.64,-514.52,0.5,1
59,is1,is1,290.94,263.96,0.5,1
60,sse,sse,58.12,47.54,0.5,1
61,sse,crps,74.95,66.84,0.5,1
62,sse,dss,-424.93,-493.38,0.5,1
63,sse,is1,291.15,271.18,0.5,1
64,crps,sse,58.67,48.01,0.8,1
65,crps,crps,75.43,65.41,0.8,1
66,crps,dss,-447.29,-529.11,0.8,1
67,crps,is1,296.79,262.17,0.8,1
68,dss,sse,57.07,50.56,0.8,1
69,dss,crps,74.56,70.5,0.8,1
70,dss,dss,-486.34,-496.88,0.8,1
71,dss,is1,294.74,281.69,0.8,1
72,is1,sse,56.28,49.86,0.8,1
73,is1,crps,72.17,68.06,0.8,1
74,is1,dss,-494.2,-503.88,0.8,1
75,is1,is1,282.72,268.95,0.8,1
76,sse,sse,57.08,50.77,0.8,1
77,sse,crps,76.56,72.5,0.8,1
78,sse,dss,-434.76,-463.82,0.8,1
79,sse,is1,302.41,291.56,0.8,1
0,crps,sse,52.45,53.73,0.0,2
1,crps,crps,72.53,67.8,0.0,2
2,crps,dss,-475.95,-526.69,0.0,2
3,crps,is1,290.42,262.04,0.0,2
4,dss,sse,51.85,54.36,0.0,2
5,dss,crps,72.19,67.91,0.0,2
6,dss,dss,-465.5,-533.94,0.0,2
7,dss,is1,291.74,259.72,0.0,2
8,is1,sse,50.58,55.48,0.0,2
9,is1,crps,70.81,69.25,0.0,2
10,is1,dss,-488.82,-513.86,0.0,2
11,is1,is1,289.32,261.41,0.0,2
12,sse,sse,50.95,54.47,0.0,2
13,sse,crps,71.11,70.49,0.0,2
14,sse,dss,-489.57,-480.19,0.0,2
15,sse,is1,283.84,270.46,0.0,2
16,crps,sse,52.45,53.73,0.1,2
17,crps,crps,72.53,67.8,0.1,2
18,crps,dss,-475.95,-526.69,0.1,2
19,crps,is1,290.42,262.04,0.1,2
20,dss,sse,51.82,54.4,0.1,2
21,dss,crps,72.16,68.08,0.1,2
22,dss,dss,-465.83,-533.47,0.1,2
23,dss,is1,292.14,261.01,0.1,2
24,is1,sse,50.58,55.5,0.1,2
25,is1,crps,70.8,69.31,0.1,2
26,is1,dss,-488.81,-513.63,0.1,2
27,is1,is1,289.27,261.56,0.1,2
28,sse,sse,50.94,54.55,0.1,2
29,sse,crps,70.96,70.73,0.1,2
30,sse,dss,-489.68,-479.4,0.1,2
31,sse,is1,284.16,271.58,0.1,2
32,crps,sse,52.41,53.76,0.3,2
33,crps,crps,72.35,67.91,0.3,2
34,crps,dss,-476.38,-526.33,0.3,2
35,crps,is1,290.59,262.07,0.3,2
36,dss,sse,50.64,57.52,0.3,2
37,dss,crps,71.92,73.59,0.3,2
38,dss,dss,-487.65,-495.85,0.3,2
39,dss,is1,297.24,284.51,0.3,2
40,is1,sse,50.41,55.73,0.3,2
41,is1,crps,70.57,69.72,0.3,2
42,is1,dss,-490.94,-511.14,0.3,2
43,is1,is1,287.95,263.07,0.3,2
44,sse,sse,50.74,54.93,0.3,2
45,sse,crps,70.43,72.33,0.3,2
46,sse,dss,-470.95,-455.24,0.3,2
47,sse,is1,281.76,279.28,0.3,2
48,crps,sse,52.25,53.94,0.5,2
49,crps,crps,72.25,68.22,0.5,2
50,crps,dss,-477.96,-524.56,0.5,2
51,crps,is1,290.96,263.88,0.5,2
52,dss,sse,50.64,57.52,0.5,2
53,dss,crps,71.92,73.59,0.5,2
54,dss,dss,-487.65,-495.85,0.5,2
55,dss,is1,297.24,284.51,0.5,2
56,is1,sse,50.35,55.94,0.5,2
57,is1,crps,69.97,70.34,0.5,2
58,is1,dss,-495.09,-507.81,0.5,2
59,is1,is1,284.34,266.21,0.5,2
60,sse,sse,51.49,55.51,0.5,2
61,sse,crps,72.94,74.27,0.5,2
62,sse,dss,-463.44,-449.45,0.5,2
63,sse,is1,294.81,288.19,0.5,2
64,crps,sse,50.94,55.43,0.8,2
65,crps,crps,70.54,70.04,0.8,2
66,crps,dss,-490.79,-509.0,0.8,2
67,crps,is1,281.72,270.74,0.8,2
68,dss,sse,50.64,57.52,0.8,2
69,dss,crps,71.92,73.59,0.8,2
70,dss,dss,-487.65,-495.85,0.8,2
71,dss,is1,297.24,284.51,0.8,2
72,is1,sse,49.6,56.47,0.8,2
73,is1,crps,68.91,70.97,0.8,2
74,is1,dss,-502.37,-501.78,0.8,2
75,is1,is1,279.01,270.64,0.8,2
76,sse,sse,51.14,57.44,0.8,2
77,sse,crps,73.69,76.49,0.8,2
78,sse,dss,-449.74,-432.31,0.8,2
79,sse,is1,305.97,294.42,0.8,2
0,crps,sse,65.94,44.62,0.0,3
1,crps,crps,79.9,63.2,0.0,3
2,crps,dss,-410.12,-547.8,0.0,3
3,crps,is1,308.14,248.43,0.0,3
4,dss,sse,65.94,44.62,0.0,3
5,dss,crps,79.9,63.2,0.0,3
6,dss,dss,-410.12,-547.8,0.0,3
7,dss,is1,308.14,248.43,0.0,3
8,is1,sse,61.37,48.37,0.0,3
9,is1,crps,78.12,65.37,0.0,3
10,is1,dss,-433.6,-534.63,0.0,3
11,is1,is1,315.02,247.16,0.0,3
12,sse,sse,72.99,43.83,0.0,3
13,sse,crps,83.55,62.59,0.0,3
14,sse,dss,-374.82,-547.79,0.0,3
15,sse,is1,308.99,243.69,0.0,3
16,crps,sse,65.94,44.62,0.1,3
17,crps,crps,79.9,63.2,0.1,3
18,crps,dss,-410.12,-547.8,0.1,3
19,crps,is1,308.14,248.43,0.1,3
20,dss,sse,65.88,44.65,0.1,3
21,dss,crps,79.69,63.37,0.1,3
22,dss,dss,-410.74,-547.51,0.1,3
23,dss,is1,305.93,249.57,0.1,3
24,is1,sse,61.37,48.37,0.1,3
25,is1,crps,78.12,65.37,0.1,3
26,is1,dss,-433.6,-534.63,0.1,3
