,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,1045.37,1281.62,0.0,0
1,crps,crps,164.83,180.41,0.0,0
2,crps,dss,300.53,322.46,0.0,0
3,crps,is1,579.16,703.7,0.0,0
4,dss,sse,1041.51,1337.33,0.0,0
5,dss,crps,163.78,179.9,0.0,0
6,dss,dss,292.87,314.16,0.0,0
7,dss,is1,574.69,687.35,0.0,0
8,is1,sse,1072.75,1297.23,0.0,0
9,is1,crps,171.55,182.53,0.0,0
10,is1,dss,311.18,328.46,0.0,0
11,is1,is1,603.47,677.2,0.0,0
12,sse,sse,1032.9,1292.61,0.0,0
13,sse,crps,163.6,182.11,0.0,0
14,sse,dss,303.4,330.01,0.0,0
15,sse,is1,564.71,708.13,0.0,0
16,crps,sse,1045.37,1281.62,0.1,0
17,crps,crps,164.83,180.41,0.1,0
18,crps,dss,300.53,322.46,0.1,0
19,crps,is1,579.16,703.7,0.1,0
20,dss,sse,1041.51,1337.33,0.1,0
21,dss,crps,163.78,179.9,0.1,0
22,dss,dss,292.87,314.16,0.1,0
23,dss,is1,574.69,687.35,0.1,0
24,is1,sse,1072.75,1297.23,0.1,0
25,is1,crps,171.55,182.53,0.1,0
26,is1,dss,311.18,328.46,0.1,0
27,is1,is1,603.47,677.2,0.1,0
28,sse,sse,1032.9,1292.61,0.1,0
29,sse,crps,163.6,182.11,0.1,0
30,sse,dss,303.4,330.01,0.1,0
31,sse,is1,564.71,708.13,0.1,0
32,crps,sse,1045.37,1281.62,0.3,0
33,crps,crps,164.83,180.41,0.3,0
34,crps,dss,300.53,322.46,0.3,0
35,crps,is1,579.16,703.7,0.3,0
36,dss,sse,1041.51,1337.33,0.3,0
37,dss,crps,163.78,179.9,0.3,0
38,dss,dss,292.87,314.16,0.3,0
39,dss,is1,574.69,687.35,0.3,0
40,is1,sse,1072.75,1297.23,0.3,0
41,is1,crps,171.55,182.53,0.3,0
42,is1,dss,311.18,328.46,0.3,0
43,is1,is1,603.47,677.2,0.3,0
44,sse,sse,1076.57,1343.3,0.3,0
45,sse,crps,175.37,192.01,0.3,0
46,sse,dss,335.53,354.36,0.3,0
47,sse,is1,573.33,719.16,0.3,0
48,crps,sse,1045.37,1281.62,0.5,0
49,crps,crps,164.83,180.41,0.5,0
50,crps,dss,300.53,322.46,0.5,0
51,crps,is1,579.16,703.7,0.5,0
52,dss,sse,1041.03,1337.9,0.5,0
53,dss,crps,162.97,181.39,0.5,0
54,dss,dss,290.61,316.54,0.5,0
55,dss,is1,573.88,688.03,0.5,0
56,is1,sse,1164.28,1348.36,0.5,0
57,is1,crps,183.19,190.98,0.5,0
58,is1,dss,334.76,343.02,0.5,0
59,is1,is1,612.37,687.47,0.5,0
60,sse,sse,1076.57,1343.3,0.5,0
61,sse,crps,175.37,192.01,0.5,0
62,sse,dss,335.53,354.36,0.5,0
63,sse,is1,573.33,719.16,0.5,0
64,crps,sse,1045.37,1281.62,0.8,0
65,crps,crps,164.83,180.41,0.8,0
66,crps,dss,300.53,322.46,0.8,0
67,crps,is1,579.16,703.7,0.8,0
68,dss,sse,1041.03,1337.9,0.8,0
69,dss,crps,162.97,181.39,0.8,0
70,dss,dss,290.61,316.54,0.8,0
71,dss,is1,573.88,688.03,0.8,0
72,is1,sse,1168.79,1397.69,0.8,0
73,is1,crps,184.49,196.75,0.8,0
74,is1,dss,336.17,351.65,0.8,0
75,is1,is1,585.45,710.72,0.8,0
76,sse,sse,1076.57,1343.3,0.8,0
77,sse,crps,175.37,192.01,0.8,0
78,sse,dss,335.53,354.36,0.8,0
79,sse,is1,573.33,719.16,0.8,0
0,crps,sse,1390.7,1106.27,0.0,1
1,crps,crps,199.88,162.59,0.0,1
2,crps,dss,336.58,301.1,0.0,1
3,crps,is1,660.26,586.07,0.0,1
4,dss,sse,1397.43,1085.18,0.0,1
5,dss,crps,205.32,160.96,0.0,1
6,dss,dss,363.07,287.42,0.0,1
7,dss,is1,676.14,577.62,0.0,1
8,is1,sse,1429.44,1045.35,0.0,1
9,is1,crps,207.61,156.19,0.0,1
10,is1,dss,366.54,285.11,0.0,1
11,is1,is1,790.16,569.27,0.0,1
12,sse,sse,1354.43,1086.02,0.0,1
13,sse,crps,197.1,163.49,0.0,1
14,sse,dss,343.34,303.87,0.0,1
15,sse,is1,672.43,604.47,0.0,1
16,crps,sse,1390.7,1106.27,0.1,1
17,crps,crps,199.88,162.59,0.1,1
18,crps,dss,336.58,301.1,0.1,1
19,crps,is1,660.26,586.07,0.1,1
20,dss,sse,1397.43,1085.18,0.1,1
21,dss,crps,205.32,160.96,0.1,1
22,dss,dss,363.07,287.42,0.1,1
23,dss,is1,676.14,577.62,0.1,1
24,is1,sse,1429.44,1045.35,0.1,1
25,is1,crps,207.61,156.19,0.1,1
26,is1,dss,366.54,285.11,0.1,1
27,is1,is1,790.16,569.27,0.1,1
28,sse,sse,1398.07,1112.92,0.1,1
29,sse,crps,207.54,174.22,0.1,1
30,sse,dss,367.72,335.86,0.1,1
31,sse,is1,660.18,645.31,0.1,1
32,crps,sse,1398.07,1112.92,0.3,1
33,crps,crps,207.54,174.22,0.3,1
34,crps,dss,367.72,335.86,0.3,1
35,crps,is1,660.18,645.31,0.3,1
36,dss,sse,1400.25,1105.02,0.3,1
37,dss,crps,203.46,163.15,0.3,1
38,dss,dss,363.46,289.23,0.3,1
39,dss,is1,675.53,582.08,0.3,1
40,is1,sse,1428.23,1050.47,0.3,1
41,is1,crps,207.31,157.08,0.3,1
42,is1,dss,365.69,287.26,0.3,1
43,is1,is1,788.24,571.44,0.3,1
44,sse,sse,1398.07,1112.92,0.3,1
45,sse,crps,207.54,174.22,0.3,1
46,sse,dss,367.72,335.86,0.3,1
47,sse,is1,660.18,645.31,0.3,1
48,crps,sse,1398.07,1112.92,0.5,1
49,crps,crps,207.54,174.22,0.5,1
50,crps,dss,367.72,335.86,0.5,1
51,crps,is1,660.18,645.31,0.5,1
52,dss,sse,1400.25,1105.02,0.5,1
53,dss,crps,203.46,163.15,0.5,1
54,dss,dss,363.46,289.23,0.5,1
55,dss,is1,675.53,582.08,0.5,1
56,is1,sse,1414.09,1083.35,0.5,1
57,is1,crps,204.83,160.32,0.5,1
58,is1,dss,366.01,289.51,0.5,1
59,is1,is1,767.33,577.79,0.5,1
