,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,38609.98,36741.2,0.0,0
1,crps,crps,2005.88,1834.43,0.0,0
2,crps,dss,2182.47,1970.95,0.0,0
3,crps,is1,12676.96,11422.7,0.0,0
4,dss,sse,52942.47,43645.65,0.0,0
5,dss,crps,2219.62,1916.84,0.0,0
6,dss,dss,2229.68,1925.26,0.0,0
7,dss,is1,12457.13,11256.09,0.0,0
8,is1,sse,52488.76,43456.49,0.0,0
9,is1,crps,2207.48,1920.62,0.0,0
10,is1,dss,2134.39,1954.47,0.0,0
11,is1,is1,12514.91,11172.31,0.0,0
12,sse,sse,38247.47,36829.85,0.0,0
13,sse,crps,1968.84,1851.5,0.0,0
14,sse,dss,2086.33,1989.17,0.0,0
15,sse,is1,12677.9,11422.84,0.0,0
16,crps,sse,38296.19,37808.04,0.1,0
17,crps,crps,1979.92,1877.03,0.1,0
18,crps,dss,2240.08,2007.58,0.1,0
19,crps,is1,12431.9,11509.98,0.1,0
20,dss,sse,52596.66,43807.96,0.1,0
21,dss,crps,2203.42,1928.01,0.1,0
22,dss,dss,2215.81,1933.28,0.1,0
23,dss,is1,12379.16,11302.35,0.1,0
24,is1,sse,51687.38,44571.84,0.1,0
25,is1,crps,2149.51,1988.98,0.1,0
26,is1,dss,2074.48,1993.01,0.1,0
27,is1,is1,12275.27,11510.84,0.1,0
28,sse,sse,39728.82,39885.61,0.1,0
29,sse,crps,2031.92,1993.05,0.1,0
30,sse,dss,2159.55,2091.82,0.1,0
31,sse,is1,12814.71,11867.57,0.1,0
32,crps,sse,39728.82,39885.61,0.3,0
33,crps,crps,2031.92,1993.05,0.3,0
34,crps,dss,2159.55,2091.82,0.3,0
35,crps,is1,12814.71,11867.57,0.3,0
36,dss,sse,51687.38,44571.84,0.3,0
37,dss,crps,2149.51,1988.98,0.3,0
38,dss,dss,2074.48,1993.01,0.3,0
39,dss,is1,12275.27,11510.84,0.3,0
40,is1,sse,53428.78,46087.75,0.3,0
41,is1,crps,2242.22,2075.61,0.3,0
42,is1,dss,2160.96,2097.47,0.3,0
43,is1,is1,12662.9,11828.03,0.3,0
44,sse,sse,39728.82,39885.61,0.3,0
45,sse,crps,2031.92,1993.05,0.3,0
46,sse,dss,2159.55,2091.82,0.3,0
47,sse,is1,12814.71,11867.57,0.3,0
48,crps,sse,39728.82,39885.61,0.5,0
49,crps,crps,2031.92,1993.05,0.5,0
50,crps,dss,2159.55,2091.82,0.5,0
51,crps,is1,12814.71,11867.57,0.5,0
52,dss,sse,51687.38,44571.84,0.5,0
53,dss,crps,2149.51,1988.98,0.5,0
54,dss,dss,2074.48,1993.01,0.5,0
55,dss,is1,12275.27,11510.84,0.5,0
56,is1,sse,64049.47,56014.83,0.5,0
57,is1,crps,2478.28,2286.91,0.5,0
58,is1,dss,2221.71,2155.58,0.5,0
59,is1,is1,13152.82,12234.43,0.5,0
60,sse,sse,39728.82,39885.61,0.5,0
61,sse,crps,2031.92,1993.05,0.5,0
62,sse,dss,2159.55,2091.82,0.5,0
63,sse,is1,12814.71,11867.57,0.5,0
64,crps,sse,39728.82,39885.61,0.8,0
65,crps,crps,2031.92,1993.05,0.8,0
66,crps,dss,2159.55,2091.82,0.8,0
67,crps,is1,12814.71,11867.57,0.8,0
68,dss,sse,64049.47,56014.83,0.8,0
69,dss,crps,2478.28,2286.91,0.8,0
70,dss,dss,2221.71,2155.58,0.8,0
71,dss,is1,13152.82,12234.43,0.8,0
72,is1,sse,64049.47,56014.83,0.8,0
73,is1,crps,2478.28,2286.91,0.8,0
74,is1,dss,2221.71,2155.58,0.8,0
75,is1,is1,13152.82,12234.43,0.8,0
76,sse,sse,39728.82,39885.61,0.8,0
77,sse,crps,2031.92,1993.05,0.8,0
78,sse,dss,2159.55,2091.82,0.8,0
79,sse,is1,12814.71,11867.57,0.8,0
0,crps,sse,48711.1,38761.7,0.0,1
1,crps,crps,2200.99,1833.05,0.0,1
2,crps,dss,2124.18,1926.19,0.0,1
3,crps,is1,12572.9,10993.31,0.0,1
4,dss,sse,45715.05,39354.06,0.0,1
5,dss,crps,2140.53,1870.45,0.0,1
6,dss,dss,2209.55,1919.04,0.0,1
7,dss,is1,12763.19,10957.73,0.0,1
8,is1,sse,55285.69,41785.53,0.0,1
9,is1,crps,2277.88,1891.13,0.0,1
10,is1,dss,2196.51,1934.04,0.0,1
11,is1,is1,12984.55,10922.39,0.0,1
12,sse,sse,37384.06,37405.11,0.0,1
13,sse,crps,1980.02,1855.8,0.0,1
14,sse,dss,2041.21,1956.3,0.0,1
15,sse,is1,12294.6,11392.69,0.0,1
16,crps,sse,47635.34,39800.35,0.1,1
17,crps,crps,2122.24,1902.83,0.1,1
18,crps,dss,2060.14,1959.27,0.1,1
19,crps,is1,12510.08,11163.43,0.1,1
20,dss,sse,43570.94,40939.89,0.1,1
21,dss,crps,2057.55,1929.59,0.1,1
22,dss,dss,2046.92,1965.74,0.1,1
23,dss,is1,12398.2,11212.19,0.1,1
24,is1,sse,53112.23,43643.25,0.1,1
25,is1,crps,2205.48,1970.36,0.1,1
26,is1,dss,2096.65,1983.04,0.1,1
27,is1,is1,12752.89,11257.9,0.1,1
28,sse,sse,38393.43,40462.41,0.1,1
29,sse,crps,2056.55,1985.4,0.1,1
30,sse,dss,2131.44,2154.2,0.1,1
