,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,7476.75,6365.41,0.0,0
1,crps,crps,547.9,534.05,0.0,0
2,crps,dss,701.49,738.16,0.0,0
3,crps,is1,1801.16,2009.58,0.0,0
4,dss,sse,6884.24,6839.41,0.0,0
5,dss,crps,539.41,544.26,0.0,0
6,dss,dss,704.97,734.13,0.0,0
7,dss,is1,1786.67,2004.09,0.0,0
8,is1,sse,6281.49,6903.33,0.0,0
9,is1,crps,507.12,555.32,0.0,0
10,is1,dss,723.17,804.26,0.0,0
11,is1,is1,1682.97,1975.11,0.0,0
12,sse,sse,8009.9,6454.06,0.0,0
13,sse,crps,582.2,557.1,0.0,0
14,sse,dss,812.07,818.31,0.0,0
15,sse,is1,1836.12,2050.3,0.0,0
16,crps,sse,7457.15,6388.58,0.1,0
17,crps,crps,545.4,537.03,0.1,0
18,crps,dss,699.4,742.1,0.1,0
19,crps,is1,1798.71,2015.66,0.1,0
20,dss,sse,6855.23,6864.01,0.1,0
21,dss,crps,534.46,552.52,0.1,0
22,dss,dss,699.1,742.72,0.1,0
23,dss,is1,1785.03,2019.62,0.1,0
24,is1,sse,6626.48,7077.29,0.1,0
25,is1,crps,523.87,581.35,0.1,0
26,is1,dss,754.97,823.08,0.1,0
27,is1,is1,1735.57,2017.06,0.1,0
28,sse,sse,8009.9,6454.06,0.1,0
29,sse,crps,582.2,557.1,0.1,0
30,sse,dss,812.07,818.31,0.1,0
31,sse,is1,1836.12,2050.3,0.1,0
32,crps,sse,6874.68,6948.45,0.3,0
33,crps,crps,557.7,602.49,0.3,0
34,crps,dss,892.23,907.17,0.3,0
35,crps,is1,1804.39,2155.11,0.3,0
36,dss,sse,6826.05,7135.01,0.3,0
37,dss,crps,522.23,574.43,0.3,0
38,dss,dss,687.7,757.09,0.3,0
39,dss,is1,1768.17,2037.16,0.3,0
40,is1,sse,8881.24,9108.96,0.3,0
41,is1,crps,594.08,648.21,0.3,0
42,is1,dss,787.23,854.3,0.3,0
43,is1,is1,1777.67,2112.58,0.3,0
44,sse,sse,6649.37,7551.9,0.3,0
45,sse,crps,567.39,638.23,0.3,0
46,sse,dss,900.14,924.41,0.3,0
47,sse,is1,1924.03,2348.27,0.3,0
48,crps,sse,6874.68,6948.45,0.5,0
49,crps,crps,557.7,602.49,0.5,0
50,crps,dss,892.23,907.17,0.5,0
51,crps,is1,1804.39,2155.11,0.5,0
52,dss,sse,8836.57,9303.66,0.5,0
53,dss,crps,591.03,646.59,0.5,0
54,dss,dss,713.62,789.08,0.5,0
55,dss,is1,1825.29,2140.56,0.5,0
56,is1,sse,8881.24,9108.96,0.5,0
57,is1,crps,594.08,648.21,0.5,0
58,is1,dss,787.23,854.3,0.5,0
59,is1,is1,1777.67,2112.58,0.5,0
60,sse,sse,6649.37,7551.9,0.5,0
61,sse,crps,567.39,638.23,0.5,0
62,sse,dss,900.14,924.41,0.5,0
63,sse,is1,1924.03,2348.27,0.5,0
64,crps,sse,7649.22,7683.58,0.8,0
65,crps,crps,575.91,628.83,0.8,0
66,crps,dss,897.52,921.98,0.8,0
67,crps,is1,1780.51,2212.03,0.8,0
68,dss,sse,8836.57,9303.66,0.8,0
69,dss,crps,591.03,646.59,0.8,0
70,dss,dss,713.62,789.08,0.8,0
71,dss,is1,1825.29,2140.56,0.8,0
72,is1,sse,8881.24,9108.96,0.8,0
73,is1,crps,594.08,648.21,0.8,0
74,is1,dss,787.23,854.3,0.8,0
75,is1,is1,1777.67,2112.58,0.8,0
76,sse,sse,6649.37,7551.9,0.8,0
77,sse,crps,567.39,638.23,0.8,0
78,sse,dss,900.14,924.41,0.8,0
79,sse,is1,1924.03,2348.27,0.8,0
0,crps,sse,6353.25,7948.54,0.0,1
1,crps,crps,545.71,550.54,0.0,1
2,crps,dss,782.06,706.53,0.0,1
3,crps,is1,1938.27,1928.62,0.0,1
4,dss,sse,6355.23,7187.02,0.0,1
5,dss,crps,539.55,537.19,0.0,1
6,dss,dss,738.06,707.58,0.0,1
7,dss,is1,1909.6,1913.29,0.0,1
8,is1,sse,6325.47,7970.49,0.0,1
9,is1,crps,565.0,563.41,0.0,1
10,is1,dss,791.76,742.54,0.0,1
11,is1,is1,2000.89,1880.05,0.0,1
12,sse,sse,5992.19,7857.23,0.0,1
13,sse,crps,530.94,556.57,0.0,1
14,sse,dss,811.0,735.34,0.0,1
15,sse,is1,1896.74,1940.96,0.0,1
16,crps,sse,6309.4,7985.06,0.1,1
17,crps,crps,540.81,556.25,0.1,1
18,crps,dss,813.77,736.22,0.1,1
19,crps,is1,1940.09,1934.23,0.1,1
20,dss,sse,6328.18,7220.64,0.1,1
21,dss,crps,534.32,542.9,0.1,1
22,dss,dss,735.04,712.37,0.1,1
23,dss,is1,1906.57,1924.55,0.1,1
24,is1,sse,6039.84,8367.3,0.1,1
25,is1,crps,562.25,625.89,0.1,1
26,is1,dss,881.17,934.05,0.1,1
27,is1,is1,1994.64,2036.89,0.1,1
28,sse,sse,6039.84,8367.3,0.1,1
29,sse,crps,562.25,625.89,0.1,1
30,sse,dss,881.17,934.05,0.1,1
31,sse,is1,1994.64,2036.89,0.1,1
32,crps,sse,6018.54,8366.57,0.3,1
33,crps,crps,572.8,613.1,0.3,1
34,crps,dss,880.46,923.87,0.3,1
35,crps,is1,2008.96,2018.52,0.3,1
36,dss,sse,5789.59,7950.1,0.3,1
37,dss,crps,515.66,577.04,0.3,1
38,dss,dss,717.8,731.34,0.3,1
39,dss,is1,1778.96,2029.11,0.3,1
40,is1,sse,6039.84,8367.3,0.3,1
41,is1,crps,562.25,625.89,0.3,1
42,is1,dss,881.17,934.05,0.3,1
43,is1,is1,1994.64,2036.89,0.3,1
44,sse,sse,6039.84,8367.3,0.3,1
45,sse,crps,562.25,625.89,0.3,1
46,sse,dss,881.17,934.05,0.3,1
47,sse,is1,1994.64,2036.89,0.3,1
48,crps,sse,6039.84,8367.3,0.5,1
49,crps,crps,562.25,625.89,0.5,1
50,crps,dss,881.17,934.05,0.5,1
51,crps,is1,1994.64,2036.89,0.5,1
52,dss,sse,7098.33,11081.74,0.5,1
53,dss,crps,578.23,685.8,0.5,1
54,dss,dss,806.51,832.2,0.5,1
55,dss,is1,1910.24,2153.02,0.5,1
56,is1,sse,6039.84,8367.3,0.5,1
57,is1,crps,562.25,625.89,0.5,1
58,is1,dss,881.17,934.05,0.5,1
59,is1,is1,1994.64,2036.89,0.5,1
60,sse,sse,6039.84,8367.3,0.5,1
61,sse,crps,562.25,625.89,0.5,1
62,sse,dss,881.17,934.05,0.5,1
63,sse,is1,1994.64,2036.89,0.5,1
64,crps,sse,6039.84,8367.3,0.8,1
65,crps,crps,562.25,625.89,0.8,1
66,crps,dss,881.17,934.05,0.8,1
67,crps,is1,1994.64,2036.89,0.8,1
68,dss,sse,7098.33,11081.74,0.8,1
69,dss,crps,578.23,685.8,0.8,1
70,dss,dss,806.51,832.2,0.8,1
71,dss,is1,1910.24,2153.02,0.8,1
72,is1,sse,6039.84,8367.3,0.8,1
73,is1,crps,562.25,625.89,0.8,1
74,is1,dss,881.17,934.05,0.8,1
75,is1,is1,1994.64,2036.89,0.8,1
76,sse,sse,6039.84,8367.3,0.8,1
77,sse,crps,562.25,625.89,0.8,1
78,sse,dss,881.17,934.05,0.8,1
79,sse,is1,1994.64,2036.89,0.8,1
0,crps,sse,7758.42,5518.26,0.0,2
1,crps,crps,581.33,487.01,0.0,2
2,crps,dss,834.31,719.04,0.0,2
3,crps,is1,2118.97,1706.19,0.0,2
