,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,1278.08,1183.69,0.0,0
1,crps,crps,189.13,179.59,0.0,0
2,crps,dss,341.9,320.71,0.0,0
3,crps,is1,1045.33,1080.1,0.0,0
4,dss,sse,1284.56,1189.16,0.0,0
5,dss,crps,189.58,180.08,0.0,0
6,dss,dss,348.47,320.63,0.0,0
7,dss,is1,1055.79,1078.48,0.0,0
8,is1,sse,1284.56,1189.16,0.0,0
9,is1,crps,189.58,180.08,0.0,0
10,is1,dss,348.47,320.63,0.0,0
11,is1,is1,1055.79,1078.48,0.0,0
12,sse,sse,1278.08,1183.69,0.0,0
13,sse,crps,189.13,179.59,0.0,0
14,sse,dss,341.9,320.71,0.0,0
15,sse,is1,1045.33,1080.1,0.0,0
16,crps,sse,1257.09,1204.15,0.1,0
17,crps,crps,186.58,182.45,0.1,0
18,crps,dss,340.32,326.88,0.1,0
19,crps,is1,1050.08,1085.92,0.1,0
20,dss,sse,1284.56,1189.16,0.1,0
21,dss,crps,189.58,180.08,0.1,0
22,dss,dss,348.47,320.63,0.1,0
23,dss,is1,1055.79,1078.48,0.1,0
24,is1,sse,1257.09,1204.15,0.1,0
25,is1,crps,186.58,182.45,0.1,0
26,is1,dss,340.32,326.88,0.1,0
27,is1,is1,1050.08,1085.92,0.1,0
28,sse,sse,1257.09,1204.15,0.1,0
29,sse,crps,186.58,182.45,0.1,0
30,sse,dss,340.32,326.88,0.1,0
31,sse,is1,1050.08,1085.92,0.1,0
32,crps,sse,1257.09,1204.15,0.3,0
33,crps,crps,186.58,182.45,0.3,0
34,crps,dss,340.32,326.88,0.3,0
35,crps,is1,1050.08,1085.92,0.3,0
36,dss,sse,1257.09,1204.15,0.3,0
37,dss,crps,186.58,182.45,0.3,0
38,dss,dss,340.32,326.88,0.3,0
39,dss,is1,1050.08,1085.92,0.3,0
40,is1,sse,1257.09,1204.15,0.3,0
41,is1,crps,186.58,182.45,0.3,0
42,is1,dss,340.32,326.88,0.3,0
43,is1,is1,1050.08,1085.92,0.3,0
44,sse,sse,1257.09,1204.15,0.3,0
45,sse,crps,186.58,182.45,0.3,0
46,sse,dss,340.32,326.88,0.3,0
47,sse,is1,1050.08,1085.92,0.3,0
48,crps,sse,1257.09,1204.15,0.5,0
49,crps,crps,186.58,182.45,0.5,0
50,crps,dss,340.32,326.88,0.5,0
51,crps,is1,1050.08,1085.92,0.5,0
52,dss,sse,1257.09,1204.15,0.5,0
53,dss,crps,186.58,182.45,0.5,0
54,dss,dss,340.32,326.88,0.5,0
55,dss,is1,1050.08,1085.92,0.5,0
56,is1,sse,1257.09,1204.15,0.5,0
57,is1,crps,186.58,182.45,0.5,0
58,is1,dss,340.32,326.88,0.5,0
59,is1,is1,1050.08,1085.92,0.5,0
60,sse,sse,1257.09,1204.15,0.5,0
61,sse,crps,186.58,182.45,0.5,0
62,sse,dss,340.32,326.88,0.5,0
63,sse,is1,1050.08,1085.92,0.5,0
64,crps,sse,1257.09,1204.15,0.8,0
65,crps,crps,186.58,182.45,0.8,0
66,crps,dss,340.32,326.88,0.8,0
67,crps,is1,1050.08,1085.92,0.8,0
68,dss,sse,1257.09,1204.15,0.8,0
69,dss,crps,186.58,182.45,0.8,0
70,dss,dss,340.32,326.88,0.8,0
71,dss,is1,1050.08,1085.92,0.8,0
72,is1,sse,1257.09,1204.15,0.8,0
73,is1,crps,186.58,182.45,0.8,0
74,is1,dss,340.32,326.88,0.8,0
75,is1,is1,1050.08,1085.92,0.8,0
76,sse,sse,1257.09,1204.15,0.8,0
77,sse,crps,186.58,182.45,0.8,0
78,sse,dss,340.32,326.88,0.8,0
79,sse,is1,1050.08,1085.92,0.8,0
0,crps,sse,1638.94,1205.87,0.0,1
1,crps,crps,214.73,177.57,0.0,1
2,crps,dss,371.37,315.06,0.0,1
3,crps,is1,1111.71,1055.29,0.0,1
4,dss,sse,1649.2,1203.21,0.0,1
5,dss,crps,217.33,177.09,0.0,1
6,dss,dss,389.6,311.06,0.0,1
7,dss,is1,1130.78,1050.6,0.0,1
8,is1,sse,1648.09,1203.46,0.0,1
9,is1,crps,215.56,177.92,0.0,1
10,is1,dss,371.38,314.6,0.0,1
11,is1,is1,1130.23,1052.3,0.0,1
12,sse,sse,1559.37,1210.08,0.0,1
13,sse,crps,208.63,178.41,0.0,1
14,sse,dss,358.8,327.51,0.0,1
15,sse,is1,1120.2,1075.19,0.0,1
16,crps,sse,1638.94,1205.87,0.1,1
17,crps,crps,214.73,177.57,0.1,1
18,crps,dss,371.37,315.06,0.1,1
19,crps,is1,1111.71,1055.29,0.1,1
20,dss,sse,1649.2,1203.21,0.1,1
21,dss,crps,217.33,177.09,0.1,1
22,dss,dss,389.6,311.06,0.1,1
23,dss,is1,1130.78,1050.6,0.1,1
24,is1,sse,1639.52,1205.88,0.1,1
25,is1,crps,212.67,178.92,0.1,1
26,is1,dss,350.48,319.96,0.1,1
27,is1,is1,1102.7,1058.41,0.1,1
28,sse,sse,1582.21,1231.59,0.1,1
29,sse,crps,208.09,181.04,0.1,1
30,sse,dss,375.59,334.14,0.1,1
31,sse,is1,1126.06,1077.24,0.1,1
32,crps,sse,1639.52,1205.88,0.3,1
33,crps,crps,212.67,178.92,0.3,1
34,crps,dss,350.48,319.96,0.3,1
35,crps,is1,1102.7,1058.41,0.3,1
36,dss,sse,1639.52,1205.88,0.3,1
37,dss,crps,212.67,178.92,0.3,1
38,dss,dss,350.48,319.96,0.3,1
39,dss,is1,1102.7,1058.41,0.3,1
40,is1,sse,1639.52,1205.88,0.3,1
41,is1,crps,212.67,178.92,0.3,1
42,is1,dss,350.48,319.96,0.3,1
43,is1,is1,1102.7,1058.41,0.3,1
44,sse,sse,1582.21,1231.59,0.3,1
45,sse,crps,208.09,181.04,0.3,1
46,sse,dss,375.59,334.14,0.3,1
47,sse,is1,1126.06,1077.24,0.3,1
48,crps,sse,1639.52,1205.88,0.5,1
49,crps,crps,212.67,178.92,0.5,1
50,crps,dss,350.48,319.96,0.5,1
51,crps,is1,1102.7,1058.41,0.5,1
52,dss,sse,1639.52,1205.88,0.5,1
53,dss,crps,212.67,178.92,0.5,1
54,dss,dss,350.48,319.96,0.5,1
55,dss,is1,1102.7,1058.41,0.5,1
56,is1,sse,1639.52,1205.88,0.5,1
57,is1,crps,212.67,178.92,0.5,1
58,is1,dss,350.48,319.96,0.5,1
59,is1,is1,1102.7,1058.41,0.5,1
60,sse,sse,1582.21,1231.59,0.5,1
61,sse,crps,208.09,181.04,0.5,1
62,sse,dss,375.59,334.14,0.5,1
63,sse,is1,1126.06,1077.24,0.5,1
64,crps,sse,1639.52,1205.88,0.8,1
65,crps,crps,212.67,178.92,0.8,1
66,crps,dss,350.48,319.96,0.8,1
67,crps,is1,1102.7,1058.41,0.8,1
68,dss,sse,1639.52,1205.88,0.8,1
69,dss,crps,212.67,178.92,0.8,1
70,dss,dss,350.48,319.96,0.8,1
71,dss,is1,1102.7,1058.41,0.8,1
72,is1,sse,1639.52,1205.88,0.8,1
73,is1,crps,212.67,178.92,0.8,1
74,is1,dss,350.48,319.96,0.8,1
75,is1,is1,1102.7,1058.41,0.8,1
76,sse,sse,1582.21,1231.59,0.8,1
77,sse,crps,208.09,181.04,0.8,1
