24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
24010.58,21819.27,23398.62,24010.58
