941154538.02,967090739.29,936903096.71,938694402.15,943844916.15
941463334.7,966471213.85,937470361.66,937641085.93,943325295.83
942600316.85,966219812.03,939080152.98,938751388.89,944969632.17
942092923.12,964556077.81,938816044.68,939360155.84,944518448.95
941726919.89,966632413.34,937447466.53,937859900.08,943977269.97
941518498.89,963273978.31,938294807.37,938920463.04,943593405.43
941782881.9,965318645.91,939007335.42,939074131.39,944348104.48
940343683.1,960968819.97,936405094.17,937649884.72,942538430.95
940641701.99,963733411.91,936984771.64,937813862.73,942913673.38
941783331.93,964916099.23,938648846.74,938898415.72,943722318.32
941463732.88,966934926.59,938188070.17,938448974.03,943567541.15
941830601.35,966634656.27,937794671.11,938162428.46,943718211.84
940970219.2,967610116.16,938248727.61,938396358.56,943088094.64
942260275.48,963380967.08,940265130.75,939230064.12,944783951.61
942061848.46,967257501.96,939020233.25,938431868.3,944420437.77
941466177.6,964593489.14,937463670.96,938868478.85,943632793.58
940928838.32,962225956.03,935987519.89,937691194.46,943020485.62
942639574.15,965069119.2,937491377.11,937991447.34,944725994.42
940864946.55,963202994.79,935362800.98,937195431.7,942476281.79
942732195.92,969060882.84,938870375.1,939234408.71,945193232.19
