,0
0,0.6651278873294515
1,-0.0015504749053452116
2,0.17871002963008809
3,-0.21799076886935476
4,0.48738098789736717
5,0.05165249850242226
6,0.3732570760869438
7,0.10068339187764352
8,-0.5887643929163577
9,0.7376406592245623
10,-0.3791007570168534
11,-0.9092560724377177
12,-0.47493368784909684
13,-0.035004585477879324
14,0.9778617460923298
15,0.8906475857243408
16,0.5482088064162396
17,0.1979583148684394
18,0.2654254184790237
19,0.7627090076284373
20,0.32187519638756434
21,0.708320104250989
22,-0.6136435844855077
23,-0.5888432797317904
24,-0.1299705809998959
25,-0.9641435058690275
26,0.01602237277263341
27,0.4190588631506098
28,-0.2749768737999192
29,-0.45419462164679825
30,0.6581295160661214
31,0.45097147304898244
32,0.33780336601327954
33,-0.9142158472616602
34,-0.22424465544442795
35,-0.425779611484256
36,-0.5809674987764082
37,-0.0748389667771503
38,-0.44451124128324904
39,0.31484176047238965
40,0.5286193198023532
41,-0.6830631476959494
42,-0.37323616873915477
43,0.16333818566629432
44,-0.12215256014998532
45,0.5118384056449121
46,-0.606323961120858
47,-0.0011775028972516033
48,0.3563661229677182
49,0.016705198873559368
50,-0.22294568723769181
51,-0.4020884196566772
52,0.9493406396357453
53,-0.8600651950572515
54,0.6901552898409697
55,-0.17554125415056943
56,-0.5790965249566418
57,0.4125034545339932
58,0.027942576010610898
59,0.6224133792937199
60,-0.5618000881258554
61,0.588333335156066
62,0.029186943592768966
63,-0.9396422031455343
64,0.9285791926709963
65,-0.1607310811304712
66,0.7551115468403296
67,0.7968614934308649
68,-0.7443823258184759
69,-0.44623358332828045
70,-0.4325181246416345
71,0.8259023954932985
72,0.48376645900138726
73,-0.6580922805840501
74,0.7876228939334027
75,-0.9927785367837625
76,0.6183033221368197
77,-0.5924745385845887
78,0.6188643818265793
79,0.7157489797238346
80,0.7445559192763576
81,-0.7234338637425108
82,-0.5170079851488327
83,0.8184958868095165
84,0.8943776415640698
85,0.15095842425322248
86,0.6436386568517098
87,-0.24830833821585485
88,-0.6662316216710371
89,0.524889650563013
90,0.6828998149870413
91,0.5914752297249632
92,0.48492088562444224
93,0.17293528652543189
94,0.5794652666674598
95,0.6552759781128097
96,0.3352879763065313
97,0.8437735733977125
98,0.5980581664977591
99,-0.9018180419497577
100,-0.02078240194175396
101,-0.31071576056676764
102,-0.9785093038556683
103,-0.41314710676662436
104,-0.256226614645892
105,-0.029278355218118612
106,0.8269339668309998
107,-0.9983871110879488
108,-0.8600445535767485
109,0.5534791046340122
110,0.4171998512733035
111,0.19635972923958978
112,0.8885343280291482
113,0.4242637226343171
114,-0.02937899818386902
115,-0.08008147565779189
116,0.9663223105024603
117,0.5700095924723196
118,0.0037735935071621096
119,0.35612937159439384
120,0.5944131532813091
121,0.7810182606302853
122,-0.7814661197823269
123,-0.052874486182497904
