,Method,Metric,Train,Test,Threshold,Rep
0,crps,sse,69.45,406.41,0.0,0
1,crps,crps,50.86,300.72,0.0,0
2,crps,dss,-112.18,-72.3,0.0,0
3,crps,is1,597.87,3277.71,0.0,0
4,dss,sse,88.65,498.91,0.0,0
5,dss,crps,53.7,311.45,0.0,0
6,dss,dss,-150.03,-173.59,0.0,0
7,dss,is1,604.12,3298.14,0.0,0
8,is1,sse,76.12,438.67,0.0,0
9,is1,crps,53.52,313.66,0.0,0
10,is1,dss,-61.49,160.44,0.0,0
11,is1,is1,593.83,3293.28,0.0,0
12,sse,sse,69.45,406.41,0.0,0
13,sse,crps,50.86,300.72,0.0,0
14,sse,dss,-112.18,-72.3,0.0,0
15,sse,is1,597.87,3277.71,0.0,0
16,crps,sse,74.88,405.99,0.1,0
17,crps,crps,53.69,296.26,0.1,0
18,crps,dss,-23.99,118.72,0.1,0
19,crps,is1,599.3,3262.3,0.1,0
20,dss,sse,90.39,491.58,0.1,0
21,dss,crps,55.11,304.42,0.1,0
22,dss,dss,-141.49,-216.21,0.1,0
23,dss,is1,605.21,3281.51,0.1,0
24,is1,sse,78.73,434.73,0.1,0
25,is1,crps,55.31,306.27,0.1,0
26,is1,dss,-13.29,160.95,0.1,0
27,is1,is1,598.16,3276.13,0.1,0
28,sse,sse,74.88,405.99,0.1,0
29,sse,crps,53.69,296.26,0.1,0
30,sse,dss,-23.99,118.72,0.1,0
31,sse,is1,599.3,3262.3,0.1,0
32,crps,sse,191.74,986.66,0.3,0
33,crps,crps,98.76,511.17,0.3,0
34,crps,dss,182.22,847.86,0.3,0
35,crps,is1,728.46,3803.1,0.3,0
36,dss,sse,262.94,1603.09,0.3,0
37,dss,crps,116.23,655.21,0.3,0
38,dss,dss,164.54,1022.01,0.3,0
39,dss,is1,792.79,4280.7,0.3,0
40,is1,sse,78.73,434.73,0.3,0
41,is1,crps,55.31,306.27,0.3,0
42,is1,dss,-13.29,160.95,0.3,0
43,is1,is1,598.16,3276.13,0.3,0
44,sse,sse,191.74,986.66,0.3,0
45,sse,crps,98.76,511.17,0.3,0
46,sse,dss,182.22,847.86,0.3,0
47,sse,is1,728.46,3803.1,0.3,0
48,crps,sse,191.74,986.66,0.5,0
49,crps,crps,98.76,511.17,0.5,0
50,crps,dss,182.22,847.86,0.5,0
51,crps,is1,728.46,3803.1,0.5,0
52,dss,sse,262.94,1603.09,0.5,0
53,dss,crps,116.23,655.21,0.5,0
54,dss,dss,164.54,1022.01,0.5,0
55,dss,is1,792.79,4280.7,0.5,0
56,is1,sse,191.74,986.66,0.5,0
57,is1,crps,98.76,511.17,0.5,0
58,is1,dss,182.22,847.86,0.5,0
59,is1,is1,728.46,3803.1,0.5,0
60,sse,sse,191.74,986.66,0.5,0
61,sse,crps,98.76,511.17,0.5,0
62,sse,dss,182.22,847.86,0.5,0
63,sse,is1,728.46,3803.1,0.5,0
64,crps,sse,191.74,986.66,0.8,0
65,crps,crps,98.76,511.17,0.8,0
66,crps,dss,182.22,847.86,0.8,0
67,crps,is1,728.46,3803.1,0.8,0
68,dss,sse,262.94,1603.09,0.8,0
69,dss,crps,116.23,655.21,0.8,0
70,dss,dss,164.54,1022.01,0.8,0
71,dss,is1,792.79,4280.7,0.8,0
72,is1,sse,191.74,986.66,0.8,0
73,is1,crps,98.76,511.17,0.8,0
74,is1,dss,182.22,847.86,0.8,0
75,is1,is1,728.46,3803.1,0.8,0
76,sse,sse,191.74,986.66,0.8,0
77,sse,crps,98.76,511.17,0.8,0
78,sse,dss,182.22,847.86,0.8,0
79,sse,is1,728.46,3803.1,0.8,0
0,crps,sse,76.6,522.39,0.0,1
1,crps,crps,52.71,315.84,0.0,1
2,crps,dss,-130.63,-54.16,0.0,1
3,crps,is1,642.99,3518.61,0.0,1
4,dss,sse,76.6,522.39,0.0,1
5,dss,crps,52.71,315.84,0.0,1
6,dss,dss,-130.63,-54.16,0.0,1
7,dss,is1,642.99,3518.61,0.0,1
8,is1,sse,74.25,575.42,0.0,1
9,is1,crps,51.97,338.01,0.0,1
10,is1,dss,-119.21,-143.51,0.0,1
11,is1,is1,630.55,3515.24,0.0,1
12,sse,sse,76.53,524.38,0.0,1
13,sse,crps,52.78,316.65,0.0,1
14,sse,dss,-122.55,-17.86,0.0,1
15,sse,is1,641.92,3518.85,0.0,1
16,crps,sse,84.39,570.66,0.1,1
17,crps,crps,55.5,321.02,0.1,1
18,crps,dss,-78.1,-88.31,0.1,1
19,crps,is1,651.26,3517.5,0.1,1
20,dss,sse,78.22,516.24,0.1,1
21,dss,crps,53.82,311.55,0.1,1
22,dss,dss,-113.62,-328.53,0.1,1
23,dss,is1,648.18,3491.13,0.1,1
24,is1,sse,76.68,586.8,0.1,1
25,is1,crps,53.65,338.13,0.1,1
26,is1,dss,-99.36,-59.13,0.1,1
27,is1,is1,636.45,3494.56,0.1,1
28,sse,sse,84.39,570.66,0.1,1
29,sse,crps,55.5,321.02,0.1,1
30,sse,dss,-78.1,-88.31,0.1,1
31,sse,is1,651.26,3517.5,0.1,1
32,crps,sse,201.59,1161.55,0.3,1
33,crps,crps,100.94,552.97,0.3,1
34,crps,dss,98.42,654.34,0.3,1
35,crps,is1,752.71,3942.66,0.3,1
36,dss,sse,201.59,1161.55,0.3,1
37,dss,crps,100.94,552.97,0.3,1
38,dss,dss,98.42,654.34,0.3,1
